hex_id,lat,lon,theo_pv,theo_wind,grid_dist_km,road_dist_km,ocean_dist_km,waterbody_dist_km,lcoh,electricity,electrolyzer,battery,water,infrastructure,ammonia_synthesis,shipping,ammonia_cracking,total,lcoe_mwh,pv_cf,wind_cf,h2_kg_yr,sea_km
hex_000,-19.71252741732844,21.42667018270944,0.6634168884306757,0.6221119988358864,148.1040023836202,99.3287389791286,401.9486959865509,209.80741851465152,195.04577050970283,1.5251232415539018,1.1635642345944175,1.5508845965468756,0.05441244083362311,0.026669477116531056,68.80827412689995,0.4788993265180744,121.43794306563947,195.04577050970283,27.729513482798215,0.23624419549598785,0.35552799970897164,4307565.676665575,10972.48316295186
hex_001,-23.73345872297537,24.54513625407894,0.8468278354591481,0.6169796764044917,164.2124173809309,107.64313184893224,403.1165214670598,176.4293997201662,194.88718854005867,1.3999632422025026,1.1410354723906768,1.5208565935864478,0.05013122034533034,0.027685804690649365,68.80447381419238,0.5050993270112385,121.43794306563947,194.88718854005867,25.453877130954595,0.26008761860968926,0.35424491910112293,4392614.84924149,11627.48317528096
hex_002,-18.69682496106341,15.561555013934129,0.5817130228384195,0.649807766345918,25.688858679272823,17.689641590834682,238.2976785700376,63.933817239716994,195.00718937598083,1.5727867526864954,1.14852090077279,1.5308337269764412,0.037342932536600267,0.008501911882379745,68.8097213644198,0.4615387210668594,121.43794306563947,195.00718937598083,28.5961227761181,0.22562269296899454,0.36245194158647953,4363986.1983897025,10538.468026671484
hex_003,-20.631583651287634,16.186435884488162,0.7165114970014225,0.5352271773235865,106.87281353179937,66.93030108114688,149.00878280554892,242.2167352237675,195.11940138175942,1.498596111560958,1.213332942205004,1.61722001639605,0.05938895440003442,0.015954440098816726,68.80746866677109,0.4694971846879913,121.43794306563947,195.11940138175942,27.247202028381054,0.24314649461018492,0.33380679433089666,4130877.17739367,10737.429617199781
hex_004,-27.86987182534821,17.57378135786131,0.7662753065105006,0.486505253193377,15.195472596163658,13.920513195117785,349.6854701288347,216.0451032366615,195.16359621848756,1.4570703872661641,1.2322654089317477,1.6424546103687476,0.05662249074876263,0.011051055308159027,68.80620779477886,0.5199814054456404,121.43794306563947,195.16359621848756,26.4921888593848,0.24961578984636507,0.32162631329834424,4067410.578277601,11999.53513614101
hex_005,-17.292531780358928,13.65259902718,0.8086222331359278,0.5380422683640402,126.02775071490714,80.99657107173759,301.13095579381485,223.0002811550848,194.98629149884596,1.4279541165702028,1.19248605855757,1.5894337457514558,0.0565924726331857,0.02177808986134445,68.80532371892318,0.4547802309095518,121.43794306563947,194.98629149884596,25.96280211945823,0.2551208903076706,0.33451056709101007,4203092.6261706,10369.505772738794
hex_006,-19.866323576115764,12.818901074696605,0.8211226579792855,0.2968998349062955,85.8159970215324,34.46682027684199,174.40940070443244,43.66203670940741,195.1368407154636,1.3316871533435561,1.3086032170614694,1.7442032953511488,0.03571362817013865,0.01222304288004455,68.80240070385793,0.46406660915982895,121.43794306563947,195.1368407154636,24.21249369715557,0.2567459455373071,0.2742249587265739,3830136.81625324,10601.665228995724
hex_007,-19.567228336676557,17.65986896716307,0.8293347235199925,0.3329331291365369,40.40842627218149,79.4712935283363,51.56533394706672,41.50737207685166,195.09588609458052,1.3492457673060774,1.2903021650869366,1.7198102977288043,0.020355705205783076,0.01467851669106627,68.80293384722734,0.46061672969503054,121.43794306563947,195.09588609458052,24.531741223746863,0.257813514057599,0.28323328228413425,3884461.713816362,10515.418242375763
hex_008,-27.46263640789345,14.176730886712376,0.7151274927751562,0.3515950581468396,30.333727092025157,87.51235910013904,338.58742899357145,278.63095254691973,195.41010284748788,1.464403967934003,1.3269358723365343,1.7686384161932847,0.06697254060778064,0.023725488949009402,68.80643046895551,0.5150530268722776,121.43794306563947,195.41010284748788,26.625526689709147,0.2429665740607703,0.28789876453670993,3777220.4851987003,11876.325671806939
hex_009,-23.5953687452532,20.377395925555145,0.7037648207335433,0.4004129758597777,148.97292018353946,92.4690515382012,125.48262700606044,122.28556717835748,195.33316628761307,1.49442707591069,1.3018437580221085,1.735193787673398,0.045919670232733786,0.021591595725894277,68.8073420796886,0.48890525472017965,121.43794306563947,195.33316628761307,27.17140138019436,0.2414894266953606,0.3001032439649444,3850023.7287687226,11222.631368004491
