hex_id,lat,lon,theo_pv,theo_wind,grid_dist_km,road_dist_km,ocean_dist_km,waterbody_dist_km,lcoh,electricity,electrolyzer,battery,water,infrastructure,ammonia_synthesis,shipping,ammonia_cracking,total,lcoe_mwh,pv_cf,wind_cf,h2_kg_yr,sea_km
hex_000,-19.71252741732844,21.42667018270944,0.6634168884306757,0.6221119988358864,148.1040023836202,99.3287389791286,401.9486959865509,209.80741851465152,318.05818020574907,2.5195690983771644,1.7861454890082602,2.254046741847178,0.0674746574140413,0.040939352404987986,114.07647912750235,0.4788993265180744,196.83462641267698,318.05818020574907,45.810347243221166,0.23624419549598785,0.35552799970897164,4307565.676665575,10972.48316295186
hex_001,-23.73345872297537,24.54513625407894,0.8468278354591481,0.6169796764044917,164.2124173809309,107.64313184893224,403.1165214670598,176.4293997201662,317.7967350979284,2.3211850862969325,1.7515623987182962,2.210404215260846,0.06090271025782834,0.04249948020704172,114.0704554674992,0.5050993270112385,196.83462641267698,317.7967350979284,42.203365205398775,0.26008761860968926,0.35424491910112293,4392614.84924149,11627.48317528096
hex_002,-18.69682496106341,15.561555013934129,0.5817130228384195,0.649807766345918,25.688858679272823,17.689641590834682,238.2976785700376,63.933817239716994,318.0095392629449,2.592402725437729,1.7630530098427146,2.2249049234765073,0.041271870891521706,0.013050978283078244,114.07869062126949,0.4615387210668594,196.83462641267698,318.0095392629449,47.13459500795871,0.22562269296899454,0.36245194158647953,4363986.1983897025,10538.468026671484
hex_003,-20.631583651287634,16.186435884488162,0.7165114970014225,0.5352271773235865,106.87281353179937,66.93030108114688,149.00878280554892,242.2167352237675,318.17591475080235,2.48379145963802,1.862543636999983,2.3504582590632346,0.07511392389659377,0.02449108554981251,114.07539278828975,0.4694971846879913,196.83462641267698,318.17591475080235,45.159844720691275,0.24314649461018492,0.33380679433089666,4130877.17739367,10737.429617199781
hex_004,-27.86987182534821,17.57378135786131,0.7662753065105006,0.486505253193377,15.195472596163658,13.920513195117785,349.6854701288347,216.0451032366615,318.21567229489455,2.421006509687441,1.8916061838146498,2.387134072629661,0.07086722532653433,0.016964076413305506,114.07348640890034,0.5199814054456404,196.83462641267698,318.21567229489455,44.01830017613529,0.24961578984636507,0.32162631329834424,4067410.578277601,11999.53513614101
hex_005,-17.292531780358928,13.65259902718,0.8086222331359278,0.5380422683640402,126.02775071490714,80.99657107173759,301.13095579381485,223.0002811550848,317.97712557615415,2.3708862597237874,1.8305423378196901,2.3100738533157124,0.07082114560000771,0.033430760252454686,114.07196457585597,0.4547802309095518,196.83462641267698,317.97712557615415,43.10702290406886,0.2551208903076706,0.33451056709101007,4203092.6261706,10369.505772738794
hex_006,-19.866323576115764,12.818901074696605,0.8211226579792855,0.2968998349062955,85.8159970215324,34.46682027684199,174.40940070443244,43.66203670940741,318.20146534698495,2.23363658649315,2.0087895997170886,2.535015025462946,0.038770784524432333,0.018763152263575812,114.06779717668697,0.46406660915982895,196.83462641267698,318.20146534698495,40.61157429987545,0.2567459455373071,0.2742249587265739,3830136.81625324,10601.665228995724
hex_007,-19.567228336676557,17.65986896716307,0.8293347235199925,0.3329331291365369,40.40842627218149,79.4712935283363,51.56533394706672,41.50737207685166,318.1488240292285,2.259001043482367,1.9806963149146286,2.4995623831857876,0.023221349891441045,0.02253246154667107,114.06856733383557,0.46061672969503054,196.83462641267698,318.1488240292285,41.07274624513395,0.257813514057599,0.28323328228413425,3884461.713816362,10515.418242375763
hex_008,-27.46263640789345,14.176730886712376,0.7151274927751562,0.3515950581468396,30.333727092025157,87.51235910013904,338.58742899357145,278.63095254691973,318.5978400764787,2.4433598562395558,2.0369313976063252,2.5705288893851823,0.0867552135587779,0.03642014235300025,114.07416513778657,0.5150530268722776,196.83462641267698,318.5978400764787,44.42472465890102,0.2429665740607703,0.28789876453670993,3777220.4851987003,11876.325671806939
hex_009,-23.5953687452532,20.377395925555145,0.7037648207335433,0.4004129758597777,148.97292018353946,92.4690515382012,125.48262700606044,122.28556717835748,318.4943942366305,2.487442668713114,1.9984133979464151,2.521920658885383,0.0544377115824706,0.033144479831608877,114.07550365227438,0.48890525472017965,196.83462641267698,318.4943942366305,45.22623034023844,0.2414894266953606,0.3001032439649444,3850023.7287687226,11222.631368004491
