snapshot,backstop,gas,nuclear,onshore wind,shed
2025-01-06 00:00:00,34075.922426194265,8047.356581977325,2400.0,12094.236400392507,0.0
2025-01-06 01:00:00,28485.031422770655,8047.356581977325,2400.0,11870.017185679608,0.0
2025-01-06 02:00:00,21118.20641993529,8047.356581977325,2400.0,11588.52163387809,0.0
2025-01-06 03:00:00,18524.80258015166,8047.356581977325,2400.0,11289.01932682332,0.0
2025-01-06 04:00:00,22964.296768727814,8047.356581977325,2400.0,11670.999836774045,0.0
2025-01-06 05:00:00,31756.1132661293,8047.356581977325,2400.0,12486.983657702109,0.0
2025-01-06 06:00:00,40073.84727464712,8047.356581977325,2400.0,11973.638973653833,0.0
2025-01-06 07:00:00,40505.96171663156,8047.356581977325,2400.0,12304.683237435966,0.0
2025-01-06 08:00:00,34809.86645152561,8047.356581977325,2400.0,11821.115290038246,0.0
2025-01-06 09:00:00,27241.244185684234,8047.356581977325,2400.0,11623.111131490778,0.0
2025-01-06 10:00:00,24609.638590161416,8047.356581977325,2400.0,11432.574777265818,0.0
2025-01-06 11:00:00,28896.670095676003,8047.356581977325,2400.0,11998.103262098226,0.0
2025-01-06 12:00:00,38450.675720561616,8047.356581977325,2400.0,11818.152377244258,0.0
2025-01-06 13:00:00,44837.45658507041,8047.356581977325,2400.0,12688.210073273242,0.0
2025-01-06 14:00:00,45021.756914584344,8047.356581977325,2400.0,12571.491454988836,0.0
2025-01-06 15:00:00,38422.89025912661,8047.356581977325,2400.0,12402.814100028223,0.0
2025-01-06 16:00:00,30773.45819467431,8047.356581977325,2400.0,11957.933298493403,0.0
2025-01-06 17:00:00,27883.488311626497,8047.356581977325,2400.0,11893.094768842851,0.0
2025-01-06 18:00:00,32401.479450695337,8047.356581977325,2400.0,12058.577778705932,0.0
2025-01-06 19:00:00,40862.62523771742,8047.356581977325,2400.0,12546.386566340398,0.0
2025-01-06 20:00:00,47075.769813038074,8047.356581977325,2400.0,12870.395989908804,0.0
2025-01-06 21:00:00,46828.0116936461,8047.356581977325,2400.0,12345.340793146086,0.0
2025-01-06 22:00:00,39306.20815926415,8047.356581977325,2400.0,12394.535081654198,0.0
2025-01-06 23:00:00,31180.033732380623,8047.356581977325,2400.0,12002.080317788103,0.0
2025-01-07 00:00:00,28700.04717219562,8047.356581977325,2400.0,11309.97610751263,0.0
2025-01-07 01:00:00,32667.080924885853,8047.356581977325,2400.0,11781.69457209945,0.0
2025-01-07 02:00:00,40465.00724626571,8047.356581977325,2400.0,12446.130748003892,0.0
2025-01-07 03:00:00,46417.89714401228,8047.356581977325,2400.0,12273.089829595512,0.0
2025-01-07 04:00:00,44496.78414207423,8047.356581977325,2400.0,12574.33884070631,0.0
2025-01-07 05:00:00,37119.36229415733,8047.356581977325,2400.0,11797.575599809676,0.0
2025-01-07 06:00:00,28172.72801275199,8047.356581977325,2400.0,11846.823430000328,0.0
2025-01-07 07:00:00,25067.522176139006,8047.356581977325,2400.0,11621.047317305023,0.0
2025-01-07 08:00:00,29349.278585673586,8047.356581977325,2400.0,11601.034559156167,0.0
2025-01-07 09:00:00,36942.67121814211,8047.356581977325,2400.0,12065.106442389728,0.0
2025-01-07 10:00:00,42063.21472684843,8047.356581977325,2400.0,12071.743348436825,0.0
2025-01-07 11:00:00,39820.75119532201,8047.356581977325,2400.0,11980.9092025047,0.0
2025-01-07 12:00:00,31049.48586574103,8047.356581977325,2400.0,12077.043019938064,0.0
2025-01-07 13:00:00,22458.394798320092,8047.356581977325,2400.0,11570.591773086642,0.0
2025-01-07 14:00:00,19632.799944133007,8047.356581977325,2400.0,11093.01680151648,0.0
2025-01-07 15:00:00,23631.238513648932,8047.356581977325,2400.0,11370.22052009774,0.0
2025-01-07 16:00:00,30887.567399974832,8047.356581977325,2400.0,11965.828919041729,0.0
2025-01-07 17:00:00,35971.88076307157,8047.356581977325,2400.0,11572.18872110668,0.0
2025-01-07 18:00:00,32719.998171296844,8047.356581977325,2400.0,12015.4393639307,0.0
2025-01-07 19:00:00,24132.506554112682,8047.356581977325,2400.0,11663.978400452394,0.0
2025-01-07 20:00:00,15780.6809598495,8047.356581977325,2400.0,10984.49310866245,0.0
2025-01-07 21:00:00,12363.915846479596,8047.356581977325,2400.0,11391.31582946289,0.0
2025-01-07 22:00:00,16774.013688370796,8047.356581977325,2400.0,11531.200894487223,0.0
2025-01-07 23:00:00,24889.327141161142,8047.356581977325,2400.0,11321.9230323953,0.0
2025-01-08 00:00:00,28949.731644440835,8047.356581977325,2400.0,11782.49753464414,0.0
2025-01-08 01:00:00,25827.298594073545,8047.356581977325,2400.0,11899.55740424994,0.0
2025-01-08 02:00:00,17446.52662549361,8047.356581977325,2400.0,11364.436855974478,0.0
2025-01-08 03:00:00,9014.123433327431,8047.356581977325,2400.0,11116.831741968,0.0
2025-01-08 04:00:00,6918.394675753738,8047.356581977325,2400.0,10768.912385227855,0.0
2025-01-08 05:00:00,11648.861191555334,8047.356581977325,2400.0,11120.132954251218,0.0
2025-01-08 06:00:00,19332.987545851574,8047.356581977325,2400.0,11642.257871564994,0.0
2025-01-08 07:00:00,23502.77749674131,8047.356581977325,2400.0,12066.709000380826,0.0
2025-01-08 08:00:00,20875.52756303805,8047.356581977325,2400.0,11736.089916554889,0.0
2025-01-08 09:00:00,12657.459164127555,8047.356581977325,2400.0,11303.215143528314,0.0
2025-01-08 10:00:00,4713.143340562591,8047.356581977325,2400.0,11148.361297139878,0.0
2025-01-08 11:00:00,3541.8920788741457,8047.356581977325,2400.0,10649.719011791609,0.0
2025-01-08 12:00:00,8935.652396216934,8047.356581977325,2400.0,11051.755521896743,0.0
2025-01-08 13:00:00,17346.81267026228,8047.356581977325,2400.0,11309.568800085859,0.0
2025-01-08 14:00:00,21454.824283531572,8047.356581977325,2400.0,12020.217393165067,0.0
2025-01-08 15:00:00,19032.1500048719,8047.356581977325,2400.0,11677.018810780599,0.0
2025-01-08 16:00:00,11359.049814633734,8047.356581977325,2400.0,11098.52678486639,0.0
2025-01-08 17:00:00,4502.109582503032,8047.356581977325,2400.0,10551.916973685114,0.0
2025-01-08 18:00:00,3511.486238806204,8047.356581977325,2400.0,10732.658029273163,0.0
2025-01-08 19:00:00,9625.971517251706,8047.356581977325,2400.0,11183.869987909613,0.0
2025-01-08 20:00:00,18362.1825040923,8047.356581977325,2400.0,11610.817488787012,0.0
2025-01-08 21:00:00,23243.926617530982,8047.356581977325,2400.0,11788.556192484413,0.0
2025-01-08 22:00:00,21183.195925798722,8047.356581977325,2400.0,11281.908427517572,0.0
2025-01-08 23:00:00,13363.972184092445,8047.356581977325,2400.0,11242.498663077173,0.0
2025-01-09 00:00:00,7173.649842210183,8047.356581977325,2400.0,10696.745393969979,0.0
2025-01-09 01:00:00,7049.95973124215,8047.356581977325,2400.0,10812.752637339896,0.0
2025-01-09 02:00:00,13982.676356638725,8047.356581977325,2400.0,11127.3821439533,0.0
2025-01-09 03:00:00,22913.558438604152,8047.356581977325,2400.0,11742.362055857662,0.0
2025-01-09 04:00:00,28229.560966321184,8047.356581977325,2400.0,11601.995855615838,0.0
2025-01-09 05:00:00,25759.718330818065,8047.356581977325,2400.0,11570.749384592655,0.0
2025-01-09 06:00:00,18488.286957936292,8047.356581977325,2400.0,11234.227950917157,0.0
2025-01-09 07:00:00,12319.95782008724,8047.356581977325,2400.0,11173.395089124673,0.0
2025-01-09 08:00:00,13026.797961107048,8047.356581977325,2400.0,11075.256098078808,0.0
2025-01-09 09:00:00,20651.695343763517,8047.356581977325,2400.0,11168.590055719427,0.0
2025-01-09 10:00:00,29746.5648326097,8047.356581977325,2400.0,11774.724259560986,0.0
2025-01-09 11:00:00,34683.13489173978,8047.356581977325,2400.0,11896.234398671575,0.0
2025-01-09 12:00:00,32270.47065864611,8047.356581977325,2400.0,11640.202616294138,0.0
2025-01-09 13:00:00,25095.796425291577,8047.356581977325,2400.0,11221.228294408047,0.0
2025-01-09 14:00:00,19166.26217158593,8047.356581977325,2400.0,11181.876531068085,0.0
2025-01-09 15:00:00,19974.372935877534,8047.356581977325,2400.0,11335.671174933997,0.0
2025-01-09 16:00:00,27468.52373612984,8047.356581977325,2400.0,11752.015121792138,0.0
2025-01-09 17:00:00,36095.1899140179,8047.356581977325,2400.0,12696.201891540039,0.0
2025-01-09 18:00:00,41058.25772953959,8047.356581977325,2400.0,12392.609907495496,0.0
2025-01-09 19:00:00,38177.738002058686,8047.356581977325,2400.0,12165.937616879923,0.0
2025-01-09 20:00:00,30665.1447583798,8047.356581977325,2400.0,11836.04542638675,0.0
2025-01-09 21:00:00,25040.095466446342,8047.356581977325,2400.0,11489.371216611842,0.0
2025-01-09 22:00:00,26008.493384156733,8047.356581977325,2400.0,11567.02398760483,0.0
2025-01-09 23:00:00,33336.24813912842,8047.356581977325,2400.0,12068.512754848934,0.0
2025-01-10 00:00:00,42093.749913918524,8047.356581977325,2400.0,12482.712399557606,0.0
2025-01-10 01:00:00,46063.76962692817,8047.356581977325,2400.0,12519.824529547423,0.0
2025-01-10 02:00:00,42324.851587863515,8047.356581977325,2400.0,12480.016159666944,0.0
2025-01-10 03:00:00,34407.87657619839,8047.356581977325,2400.0,12090.384914267188,0.0
