snapshot,MW
2025-01-06 00:00:00,3981.514112065808
2025-01-06 01:00:00,1860.4173173557306
2025-01-06 02:00:00,2335.4151064307202
2025-01-06 03:00:00,2731.184428034625
2025-01-06 04:00:00,589.945289642304
2025-01-06 05:00:00,1386.028791019386
2025-01-06 06:00:00,0.0
2025-01-06 07:00:00,1192.6267568034157
2025-01-06 08:00:00,2760.0726294481315
2025-01-06 09:00:00,3186.4010596825515
2025-01-06 10:00:00,0.0
2025-01-06 11:00:00,0.0
2025-01-06 12:00:00,0.0
2025-01-06 13:00:00,0.0
2025-01-06 14:00:00,0.0
2025-01-06 15:00:00,675.932356135258
2025-01-06 16:00:00,0.0
2025-01-06 17:00:00,468.8094456003149
2025-01-06 18:00:00,0.0
2025-01-06 19:00:00,0.0
2025-01-06 20:00:00,0.0
2025-01-06 21:00:00,0.0
2025-01-06 22:00:00,1428.290083056178
2025-01-06 23:00:00,1818.4496819199583
2025-01-07 00:00:00,984.8125259737778
2025-01-07 01:00:00,2034.7846517784378
2025-01-07 02:00:00,3157.863313894146
2025-01-07 03:00:00,1568.7140022475564
2025-01-07 04:00:00,190.8275165528048
2025-01-07 05:00:00,2038.1286908488646
2025-01-07 06:00:00,2696.6746846020897
2025-01-07 07:00:00,3178.484597593455
2025-01-07 08:00:00,3951.277958022913
2025-01-07 09:00:00,3113.5833086448406
2025-01-07 10:00:00,2291.172778188399
2025-01-07 11:00:00,429.85112987860794
2025-01-07 12:00:00,128.53287606795038
2025-01-07 13:00:00,2010.6990541689772
2025-01-07 14:00:00,3321.2827385368264
2025-01-07 15:00:00,3522.9916257202112
2025-01-07 16:00:00,5245.5744262159415
2025-01-07 17:00:00,2259.111311854313
2025-01-07 18:00:00,3106.0866499019053
2025-01-07 19:00:00,3540.625003119607
2025-01-07 20:00:00,2807.557083850683
2025-01-07 21:00:00,609.7944178513808
2025-01-07 22:00:00,2268.070426236673
2025-01-07 23:00:00,3161.5941197672146
2025-01-08 00:00:00,1696.915395354859
2025-01-08 01:00:00,2476.5336993298965
2025-01-08 02:00:00,1887.7967754010692
2025-01-08 03:00:00,1006.2111739396018
2025-01-08 04:00:00,2829.1071277420924
2025-01-08 05:00:00,1484.9003752711762
2025-01-08 06:00:00,1480.9352848276058
2025-01-08 07:00:00,2938.448441757485
2025-01-08 08:00:00,2328.717343014826
2025-01-08 09:00:00,1515.986730840813
2025-01-08 10:00:00,1088.1483498325758
2025-01-08 11:00:00,0.0
2025-01-08 12:00:00,2459.4882641079475
2025-01-08 13:00:00,1842.2895157451428
2025-01-08 14:00:00,1710.2738342510268
2025-01-08 15:00:00,0.0
2025-01-08 16:00:00,738.1801281901783
2025-01-08 17:00:00,783.7469866133447
2025-01-08 18:00:00,3029.911118547527
2025-01-08 19:00:00,4367.4291939396135
2025-01-08 20:00:00,255.48530762206246
2025-01-08 21:00:00,1993.9329136211904
2025-01-08 22:00:00,2857.9831095555896
2025-01-08 23:00:00,1840.6298005253498
2025-01-09 00:00:00,2449.6874569396723
2025-01-09 01:00:00,2815.7392208653346
2025-01-09 02:00:00,2010.2939269099018
2025-01-09 03:00:00,2352.5817320099673
2025-01-09 04:00:00,1972.1485584100965
2025-01-09 05:00:00,1979.9048769892054
2025-01-09 06:00:00,2622.4936268263705
2025-01-09 07:00:00,4594.83018781778
2025-01-09 08:00:00,5279.747320899696
2025-01-09 09:00:00,1328.6572389969244
2025-01-09 10:00:00,4206.8461750847055
2025-01-09 11:00:00,3350.315686840736
2025-01-09 12:00:00,2336.5064593251923
2025-01-09 13:00:00,3334.165139935171
2025-01-09 14:00:00,3508.6804510805414
2025-01-09 15:00:00,3942.211534121465
2025-01-09 16:00:00,2554.228958562085
2025-01-09 17:00:00,2355.8922252947673
2025-01-09 18:00:00,1273.1030243240925
2025-01-09 19:00:00,811.1871160597791
2025-01-09 20:00:00,3898.531111137394
2025-01-09 21:00:00,965.1097616136526
2025-01-09 22:00:00,1337.4083505470062
2025-01-09 23:00:00,1881.096456306399
2025-01-10 00:00:00,426.07621526984076
2025-01-10 01:00:00,612.9945626693329
2025-01-10 02:00:00,0.0
2025-01-10 03:00:00,0.0
2025-01-10 04:00:00,46.08562745488007
2025-01-10 05:00:00,186.99293561868217
2025-01-10 06:00:00,0.0
2025-01-10 07:00:00,0.0
2025-01-10 08:00:00,0.0
2025-01-10 09:00:00,0.0
2025-01-10 10:00:00,944.8329206025492
2025-01-10 11:00:00,1565.7621312618344
2025-01-10 12:00:00,1777.514104312433
2025-01-10 13:00:00,355.4488535870962
2025-01-10 14:00:00,0.0
2025-01-10 15:00:00,0.0
2025-01-10 16:00:00,0.0
2025-01-10 17:00:00,481.2414621959599
2025-01-10 18:00:00,1350.0970458077425
2025-01-10 19:00:00,3397.6360378797644
2025-01-10 20:00:00,3296.242978181246
2025-01-10 21:00:00,4140.396239100979
2025-01-10 22:00:00,1896.907053324428
2025-01-10 23:00:00,2102.7986259749296
2025-01-11 00:00:00,1288.5300592342978
2025-01-11 01:00:00,4327.601342283349
2025-01-11 02:00:00,2600.7247456992463
2025-01-11 03:00:00,2981.347291881303
2025-01-11 04:00:00,3004.969316261844
2025-01-11 05:00:00,3523.1354966595827
2025-01-11 06:00:00,2230.601246765765
2025-01-11 07:00:00,4094.751029418095
2025-01-11 08:00:00,2655.579106568215
2025-01-11 09:00:00,3673.076007256781
2025-01-11 10:00:00,1127.1493310558214
2025-01-11 11:00:00,0.0
2025-01-11 12:00:00,2110.71129516989
2025-01-11 13:00:00,2766.9164707508553
2025-01-11 14:00:00,2532.2014118341763
2025-01-11 15:00:00,1108.5200055643922
2025-01-11 16:00:00,2959.469567440812
2025-01-11 17:00:00,1187.636923760836
2025-01-11 18:00:00,1062.6580233896188
2025-01-11 19:00:00,1463.34438904922
2025-01-11 20:00:00,164.67791052802158
2025-01-11 21:00:00,0.0
2025-01-11 22:00:00,0.0
2025-01-11 23:00:00,1089.5890950182256
2025-01-12 00:00:00,1540.318320098932
2025-01-12 01:00:00,3141.742829219
2025-01-12 02:00:00,51.13018544352235
2025-01-12 03:00:00,1630.5870140833363
2025-01-12 04:00:00,3374.664484234917
2025-01-12 05:00:00,3131.1898642414935
2025-01-12 06:00:00,2461.7803530553024
2025-01-12 07:00:00,3395.986708532608
2025-01-12 08:00:00,3116.2236928198586
2025-01-12 09:00:00,2978.933840944244
2025-01-12 10:00:00,2901.4211662439125
2025-01-12 11:00:00,3490.7800342125
2025-01-12 12:00:00,2033.1682544144855
2025-01-12 13:00:00,2946.388521025582
2025-01-12 14:00:00,3177.5580869141536
2025-01-12 15:00:00,2516.824799619714
2025-01-12 16:00:00,2632.8919852244667
2025-01-12 17:00:00,4520.661521037939
2025-01-12 18:00:00,5508.808317875108
2025-01-12 19:00:00,2728.5540373921685
2025-01-12 20:00:00,4306.452548815019
2025-01-12 21:00:00,2856.3571751012287
2025-01-12 22:00:00,1668.7040340027838
2025-01-12 23:00:00,4842.646908440048
