snapshot,backstop,gas,nuclear,onshore wind,shed
2025-01-06 00:00:00,37825.922426194265,8047.356581977325,2400.0,8344.236400392507,0.0
2025-01-06 01:00:00,32235.031422770655,8047.356581977325,2400.0,8120.017185679607,0.0
2025-01-06 02:00:00,24868.206419935286,8047.356581977325,2400.0,7838.521633878091,0.0
2025-01-06 03:00:00,22274.80258015166,8047.356581977325,2400.0,7539.01932682332,0.0
2025-01-06 04:00:00,26714.296768727818,8047.356581977325,2400.0,7920.999836774044,0.0
2025-01-06 05:00:00,35506.1132661293,8047.356581977325,2400.0,8736.983657702109,0.0
2025-01-06 06:00:00,43823.84727464712,8047.356581977325,2400.0,8223.638973653833,0.0
2025-01-06 07:00:00,44255.96171663156,8047.356581977325,2400.0,8554.683237435964,0.0
2025-01-06 08:00:00,38559.8664515256,8047.356581977325,2400.0,8071.115290038246,0.0
2025-01-06 09:00:00,30991.244185684234,8047.356581977325,2400.0,7873.111131490778,0.0
2025-01-06 10:00:00,28359.638590161416,8047.356581977325,2400.0,7682.574777265818,0.0
2025-01-06 11:00:00,32646.670095676003,8047.356581977325,2400.0,8248.103262098226,0.0
2025-01-06 12:00:00,42200.675720561616,8047.356581977325,2400.0,8068.152377244258,0.0
2025-01-06 13:00:00,48587.45658507041,8047.356581977325,2400.0,8938.210073273243,0.0
2025-01-06 14:00:00,48771.75691458434,8047.356581977325,2400.0,8821.491454988836,0.0
2025-01-06 15:00:00,42172.89025912661,8047.356581977325,2400.0,8652.814100028221,0.0
2025-01-06 16:00:00,34523.458194674306,8047.356581977325,2400.0,8207.933298493404,0.0
2025-01-06 17:00:00,31633.488311626494,8047.356581977325,2400.0,8143.094768842852,0.0
2025-01-06 18:00:00,36151.47945069534,8047.356581977325,2400.0,8308.577778705932,0.0
2025-01-06 19:00:00,44612.62523771742,8047.356581977325,2400.0,8796.386566340398,0.0
2025-01-06 20:00:00,50825.769813038074,8047.356581977325,2400.0,9120.395989908804,0.0
2025-01-06 21:00:00,50578.01169364609,8047.356581977325,2400.0,8595.340793146086,0.0
2025-01-06 22:00:00,43056.208159264155,8047.356581977325,2400.0,8644.535081654198,0.0
2025-01-06 23:00:00,34930.03373238062,8047.356581977325,2400.0,8252.080317788103,0.0
2025-01-07 00:00:00,32450.04717219562,8047.356581977325,2400.0,7559.976107512629,0.0
2025-01-07 01:00:00,36417.08092488585,8047.356581977325,2400.0,8031.694572099451,0.0
2025-01-07 02:00:00,44215.00724626571,8047.356581977325,2400.0,8696.130748003892,0.0
2025-01-07 03:00:00,50167.89714401227,8047.356581977325,2400.0,8523.089829595512,0.0
2025-01-07 04:00:00,48246.78414207423,8047.356581977325,2400.0,8824.33884070631,0.0
2025-01-07 05:00:00,40869.36229415733,8047.356581977325,2400.0,8047.575599809675,0.0
2025-01-07 06:00:00,31922.728012751995,8047.356581977325,2400.0,8096.823430000328,0.0
2025-01-07 07:00:00,28817.52217613901,8047.356581977325,2400.0,7871.047317305024,0.0
2025-01-07 08:00:00,33099.278585673586,8047.356581977325,2400.0,7851.034559156168,0.0
2025-01-07 09:00:00,40692.67121814211,8047.356581977325,2400.0,8315.106442389728,0.0
2025-01-07 10:00:00,45813.21472684843,8047.356581977325,2400.0,8321.743348436827,0.0
2025-01-07 11:00:00,43570.751195322,8047.356581977325,2400.0,8230.9092025047,0.0
2025-01-07 12:00:00,34799.48586574102,8047.356581977325,2400.0,8327.043019938064,0.0
2025-01-07 13:00:00,26208.394798320092,8047.356581977325,2400.0,7820.591773086641,0.0
2025-01-07 14:00:00,23382.799944133007,8047.356581977325,2400.0,7343.016801516479,0.0
2025-01-07 15:00:00,27381.238513648932,8047.356581977325,2400.0,7620.2205200977405,0.0
2025-01-07 16:00:00,34637.56739997483,8047.356581977325,2400.0,8215.828919041729,0.0
2025-01-07 17:00:00,39721.88076307157,8047.356581977325,2400.0,7822.1887211066805,0.0
2025-01-07 18:00:00,36469.998171296844,8047.356581977325,2400.0,8265.4393639307,0.0
2025-01-07 19:00:00,27882.506554112686,8047.356581977325,2400.0,7913.978400452395,0.0
2025-01-07 20:00:00,19530.6809598495,8047.356581977325,2400.0,7234.493108662448,0.0
2025-01-07 21:00:00,16113.915846479598,8047.356581977325,2400.0,7641.315829462889,0.0
2025-01-07 22:00:00,20524.013688370796,8047.356581977325,2400.0,7781.200894487222,0.0
2025-01-07 23:00:00,28639.327141161142,8047.356581977325,2400.0,7571.923032395301,0.0
2025-01-08 00:00:00,32699.731644440835,8047.356581977325,2400.0,8032.497534644141,0.0
2025-01-08 01:00:00,29577.29859407355,8047.356581977325,2400.0,8149.55740424994,0.0
2025-01-08 02:00:00,21196.52662549361,8047.356581977325,2400.0,7614.436855974478,0.0
2025-01-08 03:00:00,12764.12343332743,8047.356581977325,2400.0,7366.831741968,0.0
2025-01-08 04:00:00,10668.394675753736,8047.356581977325,2400.0,7018.912385227855,0.0
2025-01-08 05:00:00,15398.861191555332,8047.356581977325,2400.0,7370.132954251218,0.0
2025-01-08 06:00:00,23082.987545851574,8047.356581977325,2400.0,7892.257871564993,0.0
2025-01-08 07:00:00,27252.77749674131,8047.356581977325,2400.0,8316.709000380826,0.0
2025-01-08 08:00:00,24625.52756303805,8047.356581977325,2400.0,7986.089916554888,0.0
2025-01-08 09:00:00,16407.459164127555,8047.356581977325,2400.0,7553.215143528314,0.0
2025-01-08 10:00:00,8463.143340562592,8047.356581977325,2400.0,7398.361297139878,0.0
2025-01-08 11:00:00,7291.892078874145,8047.356581977325,2400.0,6899.71901179161,0.0
2025-01-08 12:00:00,12685.652396216932,8047.356581977325,2400.0,7301.755521896743,0.0
2025-01-08 13:00:00,21096.812670262283,8047.356581977325,2400.0,7559.568800085859,0.0
2025-01-08 14:00:00,25204.82428353157,8047.356581977325,2400.0,8270.217393165067,0.0
2025-01-08 15:00:00,22782.150004871903,8047.356581977325,2400.0,7927.018810780598,0.0
2025-01-08 16:00:00,15109.049814633734,8047.356581977325,2400.0,7348.52678486639,0.0
2025-01-08 17:00:00,8252.109582503032,8047.356581977325,2400.0,6801.916973685114,0.0
2025-01-08 18:00:00,7261.486238806203,8047.356581977325,2400.0,6982.658029273165,0.0
2025-01-08 19:00:00,13375.971517251706,8047.356581977325,2400.0,7433.869987909612,0.0
2025-01-08 20:00:00,22112.1825040923,8047.356581977325,2400.0,7860.817488787012,0.0
2025-01-08 21:00:00,26993.926617530982,8047.356581977325,2400.0,8038.556192484413,0.0
2025-01-08 22:00:00,24933.195925798722,8047.356581977325,2400.0,7531.908427517571,0.0
2025-01-08 23:00:00,17113.972184092447,8047.356581977325,2400.0,7492.498663077174,0.0
2025-01-09 00:00:00,10923.649842210183,8047.356581977325,2400.0,6946.745393969979,0.0
2025-01-09 01:00:00,10799.959731242148,8047.356581977325,2400.0,7062.752637339896,0.0
2025-01-09 02:00:00,17732.676356638724,8047.356581977325,2400.0,7377.3821439533,0.0
2025-01-09 03:00:00,26663.558438604152,8047.356581977325,2400.0,7992.362055857662,0.0
2025-01-09 04:00:00,31979.56096632118,8047.356581977325,2400.0,7851.995855615839,0.0
2025-01-09 05:00:00,29509.71833081806,8047.356581977325,2400.0,7820.749384592655,0.0
2025-01-09 06:00:00,22238.286957936292,8047.356581977325,2400.0,7484.227950917158,0.0
2025-01-09 07:00:00,16069.957820087242,8047.356581977325,2400.0,7423.395089124674,0.0
2025-01-09 08:00:00,16776.797961107048,8047.356581977325,2400.0,7325.256098078808,0.0
2025-01-09 09:00:00,24401.695343763517,8047.356581977325,2400.0,7418.590055719425,0.0
2025-01-09 10:00:00,33496.5648326097,8047.356581977325,2400.0,8024.724259560986,0.0
2025-01-09 11:00:00,38433.13489173978,8047.356581977325,2400.0,8146.234398671575,0.0
2025-01-09 12:00:00,36020.47065864611,8047.356581977325,2400.0,7890.202616294139,0.0
2025-01-09 13:00:00,28845.796425291577,8047.356581977325,2400.0,7471.228294408047,0.0
2025-01-09 14:00:00,22916.262171585935,8047.356581977325,2400.0,7431.876531068086,0.0
2025-01-09 15:00:00,23724.37293587753,8047.356581977325,2400.0,7585.6711749339975,0.0
2025-01-09 16:00:00,31218.52373612984,8047.356581977325,2400.0,8002.0151217921375,0.0
2025-01-09 17:00:00,39845.1899140179,8047.356581977325,2400.0,8946.201891540039,0.0
2025-01-09 18:00:00,44808.25772953959,8047.356581977325,2400.0,8642.609907495498,0.0
2025-01-09 19:00:00,41927.738002058686,8047.356581977325,2400.0,8415.937616879923,0.0
2025-01-09 20:00:00,34415.1447583798,8047.356581977325,2400.0,8086.045426386751,0.0
2025-01-09 21:00:00,28790.095466446342,8047.356581977325,2400.0,7739.371216611842,0.0
2025-01-09 22:00:00,29758.493384156733,8047.356581977325,2400.0,7817.023987604831,0.0
2025-01-09 23:00:00,37086.24813912842,8047.356581977325,2400.0,8318.512754848934,0.0
2025-01-10 00:00:00,45843.749913918524,8047.356581977325,2400.0,8732.712399557606,0.0
2025-01-10 01:00:00,49813.76962692817,8047.356581977325,2400.0,8769.824529547423,0.0
2025-01-10 02:00:00,46074.85158786352,8047.356581977325,2400.0,8730.016159666944,0.0
2025-01-10 03:00:00,38157.87657619838,8047.356581977325,2400.0,8340.384914267188,0.0
2025-01-10 04:00:00,32401.369303211228,8047.356581977325,2400.0,7916.73280057633,0.0
2025-01-10 05:00:00,33118.36946229274,8047.356581977325,2400.0,8127.942164348065,0.0
2025-01-10 06:00:00,40565.303679320095,8047.356581977325,2400.0,8232.09254875671,0.0
2025-01-10 07:00:00,48671.00553372035,8047.356581977325,2400.0,8715.864085231484,0.0
2025-01-10 08:00:00,51793.684777436305,8047.356581977325,2400.0,8788.900021649319,0.0
2025-01-10 09:00:00,47236.80964015184,8047.356581977325,2400.0,8765.023832536133,0.0
2025-01-10 10:00:00,38635.77376105911,8047.356581977325,2400.0,8489.581735654761,0.0
2025-01-10 11:00:00,32661.050946227522,8047.356581977325,2400.0,7985.944600203717,0.0
2025-01-10 12:00:00,33083.55525439034,8047.356581977325,2400.0,8293.536367789828,0.0
2025-01-10 13:00:00,40244.80725542483,8047.356581977325,2400.0,8335.564195320821,0.0
2025-01-10 14:00:00,47955.44552805287,8047.356581977325,2400.0,8581.38975436148,0.0
2025-01-10 15:00:00,50356.59258925111,8047.356581977325,2400.0,8541.94658111896,0.0
2025-01-10 16:00:00,45232.586338480956,8047.356581977325,2400.0,8292.243593419325,0.0
2025-01-10 17:00:00,36081.69760669961,8047.356581977325,2400.0,8032.5700511109235,0.0
2025-01-10 18:00:00,29572.23481892142,8047.356581977325,2400.0,7818.374336594878,0.0
2025-01-10 19:00:00,29850.558642652366,8047.356581977325,2400.0,8134.9937414655715,0.0
2025-01-10 20:00:00,37009.267353911855,8047.356581977325,2400.0,7905.457792874311,0.0
2025-01-10 21:00:00,43855.03774707587,8047.356581977325,2400.0,8475.19770878201,0.0
2025-01-10 22:00:00,45273.56542454411,8047.356581977325,2400.0,8703.177067525305,0.0
2025-01-10 23:00:00,39926.07632317656,8047.356581977325,2400.0,8031.910363286994,0.0
2025-01-11 00:00:00,30343.02802023408,8047.356581977325,2400.0,7841.2913795609165,0.0
2025-01-11 01:00:00,23903.087661583588,8047.356581977325,2400.0,7495.912901377958,0.0
2025-01-11 02:00:00,24309.226370367378,8047.356581977325,2400.0,7738.320622964043,0.0
2025-01-11 03:00:00,30845.506434473857,8047.356581977325,2400.0,8051.300364807082,0.0
2025-01-11 04:00:00,37888.47692642337,8047.356581977325,2400.0,8089.64130893999,0.0
2025-01-11 05:00:00,38861.292378753824,8047.356581977325,2400.0,8275.075426752788,0.0
2025-01-11 06:00:00,32637.054977665037,8047.356581977325,2400.0,8084.020956278886,0.0
