hex_id,lat,lon,theo_pv,theo_wind,grid_dist_km,road_dist_km,ocean_dist_km,waterbody_dist_km,country,pv_cf,wind_cf,pv_lcoe_eur_kwh,wind_lcoe_eur_kwh,renewable_lcoe_eur_kwh,effective_cf,electrolyzer_cost_eur_kg,water_cost_eur_kg,infra_access_eur_kg,grid_connection_eur_kg,production_lcoh_eur_kg,renewable_mix_pv_weight,renewable_mix_wind_weight,scenario,africa_wacc,europe_wacc,ammonia_synthesis_eur_kg,road_to_port_eur_kg,ocean_shipping_eur_kg,reconversion_eur_kg,policy_credit_eur_kg,delivered_cost_eur_kg,europe_lcoh_eur_kg,competitive_vs_europe,cost_gap_vs_europe_eur_kg
hex_000,-19.71252741732844,21.42667018270944,0.6634168884306757,0.6221119988358864,148.1040023836202,99.3287389791286,401.9486959865509,209.80741851465152,Botswana,0.24796931649906911,0.45825426003444025,0.022514132277396428,0.03234996917785721,0.026550384164552156,0.3342622276945888,1.0131611268215812,0.030655955788807684,0.011919448677495432,0.05183640083426708,2.435092140349759,0.589638184528391,0.410361815471609,baseline_2030,0.08,0.045,0.654580029118227,0.36175382638789577,0.5875,1.3310000000000002,0.0,5.3699259958558825,2.7047184496750325,False,2.66520754618085
hex_001,-23.73345872297537,24.54513625407894,0.8468278354591481,0.6169796764044917,164.2124173809309,107.64313184893224,403.1165214670598,176.4293997201662,Botswana,0.3974152733370836,0.45457237655104843,0.014047809349441727,0.0326119930564481,0.01963690531636162,0.41462349213602967,0.8167928293697201,0.029955017394123495,0.012917175821871869,0.057474346083325814,1.8989846344871222,0.6989312293429583,0.3010687706570417,baseline_2030,0.08,0.045,0.6351600670336598,0.3628048693203538,0.5875,1.3310000000000002,0.0,4.815449570841135,2.7047184496750325,False,2.110731121166103
hex_002,-18.69682496106341,15.561555013934129,0.5817130228384195,0.649807766345918,25.688858679272823,17.689641590834682,238.2976785700376,63.933817239716994,Namibia,0.18139579638686038,0.47812296281337596,0.03077697556171164,0.031005645703576678,0.030890887455116967,0.3292102555758184,1.0287088252235401,0.02759261016203406,0.002122756990900162,0.008991100537745487,2.6119596656700685,0.5018506024605458,0.4981493975394541,baseline_2030,0.08,0.045,0.6667725028614235,0.21446791071303384,0.5875,1.3310000000000002,0.0,5.411700079244526,2.7047184496750325,False,2.7069816295694937
hex_003,-20.631583651287634,16.186435884488162,0.7165114970014225,0.5352271773235865,106.87281353179937,66.93030108114688,149.00878280554892,242.2167352237675,Namibia,0.2912315901493072,0.3959238446017034,0.019169671770612014,0.03744283500441672,0.025357183353429992,0.3266816394246921,1.0366713472521651,0.03133655143969912,0.008031636129737625,0.03740548473612978,2.3813041872292313,0.6613880419252591,0.3386119580747409,baseline_2030,0.08,0.045,0.6512283280397848,0.13410790452499402,0.5875,1.3310000000000002,0.0,5.08514041979401,2.7047184496750325,False,2.3804219701189777
hex_004,-27.86987182534821,17.57378135786131,0.7662753065105006,0.486505253193377,15.195472596163658,13.920513195117785,349.6854701288347,216.0451032366615,Namibia,0.3317798793789264,0.3609711598995966,0.01682686123958554,0.041068408877482934,0.023872499985391198,0.3402641238730603,0.9952900453039927,0.030786947167969893,0.0016704615834141343,0.00531841540865728,2.2266908687335936,0.7093568920991232,0.29064310790087683,baseline_2030,0.08,0.045,0.6470578524589639,0.31471692311595123,0.5875,1.3310000000000002,0.0,5.1069656443085085,2.7047184496750325,False,2.402247194633476
hex_005,-17.292531780358928,13.65259902718,0.8086222331359278,0.5380422683640402,126.02775071490714,80.99657107173759,301.13095579381485,223.0002811550848,Namibia,0.36628478255520047,0.39794336643507233,0.015241730637702022,0.03725281645109328,0.021632623780252096,0.3754768155305854,0.9019504833777281,0.030933005904256784,0.00971958852860851,0.0441097127502175,2.0683439795734158,0.7096511641119523,0.2903488358880477,baseline_2030,0.08,0.045,0.6407660401987281,0.27101786021443336,0.5875,1.3310000000000002,0.0,4.898627879986577,2.7047184496750325,False,2.1939094303115447
hex_006,-19.866323576115764,12.818901074696605,0.8211226579792855,0.2968998349062955,85.8159970215324,34.46682027684199,174.40940070443244,43.66203670940741,Namibia,0.3764703139090475,0.22494988156321202,0.014829360473145804,0.06590139583412113,0.024210737003083974,0.34863766111249445,0.971385289197618,0.027166902770897557,0.004136018433221039,0.03003559895753634,2.243260659513471,0.8163108937478026,0.18368910625219725,baseline_2030,0.08,0.045,0.6480079602416629,0.1569684606339892,0.5875,1.3310000000000002,0.0,4.966737080389123,2.7047184496750325,False,2.2620186307140906
hex_007,-19.567228336676557,17.65986896716307,0.8293347235199925,0.3329331291365369,40.40842627218149,79.4712935283363,51.56533394706672,41.50737207685166,Namibia,0.3831616265718457,0.2507998535109939,0.014570389113192686,0.05910893080759342,0.02337806925626764,0.3569865405465926,0.9486674056293746,0.027121654813613887,0.009536555223400356,0.01414294919526352,2.168372027675034,0.8022458794563038,0.1977541205436961,baseline_2030,0.08,0.045,0.6456689965408557,0.04640880055236005,0.5875,1.3310000000000002,0.0,4.77894982476825,2.7047184496750325,False,2.0742313750932175
hex_008,-27.46263640789345,14.176730886712376,0.7151274927751562,0.3515950581468396,30.333727092025157,87.51235910013904,338.58742899357145,278.63095254691973,Namibia,0.29010388300197915,0.2641877591053415,0.019244189131923942,0.05611354302689255,0.028659557657496032,0.28348565318606345,1.1946336312217676,0.03210125000348532,0.010501483092016685,0.010616804482208805,2.68083105167428,0.7446288711108398,0.25537112888916025,baseline_2030,0.08,0.045,0.6605046974599064,0.3047286860942143,0.5875,1.3310000000000002,0.0,5.564564435228401,2.7047184496750325,False,2.859845985553368
hex_009,-23.5953687452532,20.377395925555145,0.7037648207335433,0.4004129758597777,148.97292018353946,92.4690515382012,125.48262700606044,122.28556717835748,Botswana,0.28084540948659087,0.29920930876897095,0.019878601550231773,0.049545621587536844,0.028373314834009174,0.28610364098337837,1.1837021510838328,0.02881799691074551,0.011096286184584143,0.05214052206423881,2.6944226979438604,0.713664760629964,0.286335239370036,baseline_2030,0.08,0.045,0.6597006413687317,0.1129343643054544,0.5875,1.3310000000000002,0.0,5.385557703618047,2.7047184496750325,False,2.6808392539430144
hex_010,-24.550423709209024,17.12012686421263,0.8357975881257154,0.6099661340085155,46.7952772915371,13.82117256875169,422.19778623486286,93.77986407537722,Namibia,0.38842766439873105,0.4495409222235003,0.01437285369732244,0.032977000435047234,0.02002006600926151,0.40697834274351763,0.8321364055442378,0.028219377145582925,0.0016585407082502029,0.016378347052037983,1.8793959709131847,0.6964541082398655,0.30354589176013447,baseline_2030,0.08,0.045,0.6362363654200156,0.37997800761137657,0.5875,1.3310000000000002,0.0,4.814110343944577,2.7047184496750325,False,2.1093918942695447
hex_011,-17.878820133816777,22.657494744809725,0.7308695675118385,0.4141781416959909,231.6544290023153,110.00540957137534,116.02705300250128,149.13229337870234,Namibia,0.30293075871334996,0.3090843190427761,0.018429340143958087,0.047962676442619034,0.026627312252911428,0.3046388866214619,1.111681765321561,0.029381778160952752,0.01320064914856504,0.08107905015081036,2.5667088554274606,0.7224163221503344,0.2775836778496657,baseline_2030,0.08,0.045,0.6547961201184281,0.10442434770225115,0.5875,1.3310000000000002,0.0,5.2444293232481405,2.7047184496750325,False,2.539710873573108
hex_012,-21.273618559032023,20.803711428031487,0.6224313676662078,0.4932756168940916,147.35997922659678,28.395464916490816,64.01349026105385,200.5449427652568,Namibia,0.21457370698728043,0.3658281599457614,0.026018164437670653,0.04052315488762216,0.03168972656659031,0.27371535414587256,1.23727620732762,0.030461443798070396,0.003407455789978898,0.05157599272930887,2.9072074279744937,0.608992356907162,0.3910076430928379,baseline_2030,0.08,0.045,0.6690164419255522,0.05761214123494846,0.5875,1.3310000000000002,0.0,5.552336011134995,2.7047184496750325,False,2.847617561459962
hex_013,-19.12686064075004,15.373132979348576,0.6366712785996519,0.7448842446679098,89.98310211103508,5.452094184965394,375.6895757349587,286.9088608288561,Namibia,0.22617659737749415,0.5463300016095874,0.024683429042297297,0.027134719206450685,0.02585109421123593,0.37868077020276947,0.8943192311656094,0.03227508607740598,0.0006542513021958472,0.031494085738862275,2.2512973648458696,0.5236528151525813,0.4763471848474186,baseline_2030,0.08,0.045,0.6526157236393617,0.3381206181614628,0.5875,1.3310000000000002,0.0,5.160533706646694,2.7047184496750325,False,2.4558152569716616
hex_014,-23.67902961407203,22.651637219532816,0.6580547713998388,0.4965604043407861,149.7742954129471,67.02744385758652,77.44509931477738,89.50163693020623,Botswana,0.24360018410357237,0.3681846378966509,0.022917938313305863,0.040263796100849625,0.029209808937820395,0.288790757823989,1.172688135232318,0.028129534375534334,0.008043293262910383,0.05242100339453149,2.721772413156314,0.6372695601694144,0.3627304398305855,baseline_2030,0.08,0.045,0.6620503533063374,0.06970058938329964,0.5875,1.3310000000000002,0.0,5.372023355845951,2.7047184496750325,False,2.667304906170919
hex_015,-26.27313533858268,22.266701004955227,0.7997160744053764,0.660627335270063,10.586948402275889,45.13975177963021,88.8780555894052,277.818486647048,Botswana,0.3590279124784549,0.48588482747634953,0.015549804899168235,0.030510339795406533,0.020600449016035385,0.4018545317044248,0.8427464879605652,0.032084188219588014,0.005416770213555625,0.003705431940796561,1.9139753291362744,0.6624021699827665,0.3375978300172336,baseline_2030,0.08,0.045,0.6378666612860433,0.07999025003046467,0.5875,1.3310000000000002,0.0,4.550332240452783,2.7047184496750325,False,1.8456137907777506
