Nucleophilic-HEA,Hydrophobic-BA,Acidic-CBEA,Cationic-ATAC,Aromatic-PEA,Amide-AAm,pred_kpa,pred_mpa,unc_kpa,nearest_train_l2,matches_published_ranked_candidate
0.0,0.5,0.0,0.05,0.45,0.0,196.94900488197118,0.19694900488197117,72.63641271511439,0.019423570476849672,False
0.0,0.5,0.0,0.1,0.4,0.0,188.5134517673081,0.1885134517673081,73.74113618998473,0.06917986252789253,False
0.0,0.6,0.0,0.05,0.35,0.0,189.5755324859521,0.1895755324859521,72.15189627056692,0.08822054134242668,False
0.0,0.55,0.0,0.1,0.35,0.0,187.81747273810817,0.18781747273810817,71.08474100694313,0.07605510974542827,False
0.0,0.45,0.0,0.1,0.45,0.0,181.186881174092,0.181186881174092,76.38609249332389,0.05252108779197258,False
0.0,0.5,0.05,0.05,0.4,0.0,182.22644086364068,0.18222644086364068,80.37534628627299,0.07652400012080146,False
0.0,0.55,0.05,0.05,0.35,0.0,179.5377239722139,0.1795377239722139,78.08407100658695,0.07611601944173452,False
0.0,0.45,0.05,0.05,0.45,0.0,175.26944093148856,0.17526944093148855,82.45608888485248,0.061875147498510294,False
0.0,0.6,0.0,0.1,0.3,0.0,177.57793401654786,0.17757793401654787,68.25824664975582,0.12142386848783067,False
0.0,0.5,0.0,0.15,0.35,0.0,177.64149733359037,0.17764149733359036,74.8143173138647,0.11741335325263241,False
