frame,n_gt,n_det,detection_rate,mean_score,low_score_frac,max_pairwise_iou_gt,dense_gt_count_iou_ge_0_2
0,200,153,0.765,0.26173669469390193,0.7124183006535948,0.8717242004025714,200
1,200,158,0.79,0.26353680589877054,0.7215189873417721,0.8538264943890684,200
2,200,163,0.815,0.2586983717640941,0.7116564417177914,0.8780692923949025,200
3,200,164,0.82,0.2586280331923055,0.75,0.8777086543246765,200
4,200,161,0.805,0.2554847911240969,0.7329192546583851,0.8730763747677589,200
5,200,167,0.835,0.2450441652580459,0.7664670658682635,0.8631698010424951,200
6,200,154,0.77,0.2696385320203883,0.6623376623376623,0.8741427539670259,200
7,200,170,0.85,0.25430194617050256,0.7352941176470589,0.8897796950333315,200
8,200,168,0.84,0.25530344178031905,0.7440476190476191,0.8781948014871199,199
9,200,154,0.77,0.26151446951624485,0.6688311688311688,0.9380868396909204,199
10,200,155,0.775,0.2581451725525655,0.7419354838709677,0.8637562085608459,199
11,200,161,0.805,0.25332581527468434,0.7763975155279503,0.8054801376192113,199
12,200,159,0.795,0.26557282133856114,0.6918238993710691,0.7994486784043231,198
13,200,152,0.76,0.2586700154845723,0.7236842105263158,0.7776190236918069,198
14,200,154,0.77,0.28543429387000935,0.6363636363636364,0.7585398783034495,199
15,200,155,0.775,0.2641152958788404,0.7032258064516129,0.7814245398918072,199
16,200,159,0.795,0.2520287720386971,0.7610062893081762,0.8129279975279939,199
17,200,157,0.785,0.2505441677115726,0.7515923566878981,0.7959408014130407,199
18,200,160,0.8,0.27112091109678504,0.6625,0.797907269743813,199
19,200,159,0.795,0.25067116172741977,0.779874213836478,0.8124929987018228,199
20,200,165,0.825,0.2691865664433578,0.6787878787878788,0.8225322624993908,199
21,200,157,0.785,0.2675279869964064,0.6942675159235668,0.8677008200960237,199
22,200,161,0.805,0.25291653397645825,0.782608695652174,0.9098159079169572,199
23,200,168,0.84,0.2510128467264476,0.7738095238095238,0.8719853311002763,199
24,200,156,0.78,0.273280892075132,0.6730769230769231,0.8444734993225164,199
25,200,160,0.8,0.25523529135197515,0.75,0.8500416039041367,199
26,200,158,0.79,0.26066058414623366,0.7658227848101266,0.8451948061436664,198
27,200,158,0.79,0.2560060622407029,0.7215189873417721,0.8693222981217831,199
28,200,155,0.775,0.2516773615028066,0.7741935483870968,0.9146960564344501,199
29,200,155,0.775,0.2780133796787674,0.6709677419354839,0.929267428089098,199
30,200,151,0.755,0.2656721050703907,0.7086092715231788,0.9072442822248883,199
31,200,150,0.75,0.2709680627287535,0.7066666666666667,0.8896838152458246,199
32,200,151,0.755,0.271893064844329,0.6821192052980133,0.8721259723480821,199
33,200,158,0.79,0.2609151404988478,0.7341772151898734,0.8545091148616354,199
34,200,162,0.81,0.2694824634321069,0.6975308641975309,0.8242177712979303,199
35,200,159,0.795,0.2646933826707536,0.710691823899371,0.7949502403392271,198
36,200,156,0.78,0.25909475208161165,0.717948717948718,0.8335053990115153,197
37,200,165,0.825,0.25492247108071164,0.7454545454545455,0.782515482046328,198
38,200,164,0.82,0.27544482366320555,0.7012195121951219,0.7667367843810317,198
39,200,157,0.785,0.2667069468742683,0.7006369426751592,0.7724083469823708,198
40,200,157,0.785,0.2651882191632859,0.7261146496815286,0.7914106005047233,196
41,200,151,0.755,0.27085999596730176,0.7152317880794702,0.8149016814018512,197
42,200,160,0.8,0.2624514733572073,0.78125,0.8330102306507043,197
43,200,154,0.77,0.26337285679329453,0.7077922077922078,0.9131740128121301,197
44,200,166,0.83,0.2558630887536285,0.7710843373493976,0.854727763815906,197
45,200,161,0.805,0.2650385628637914,0.7018633540372671,0.8241140600989432,197
46,200,150,0.75,0.2708053804217219,0.7133333333333334,0.815934189644593,197
47,200,162,0.81,0.2628795181210477,0.691358024691358,0.8193402857209455,198
48,200,167,0.835,0.27727367798334224,0.688622754491018,0.8695641448703205,199
49,200,163,0.815,0.27182675003907103,0.6809815950920245,0.8695641448703219,199
50,200,165,0.825,0.26470089622178067,0.7333333333333333,0.8653680338124007,199
51,200,157,0.785,0.26470187848851545,0.7261146496815286,0.87415871050969,199
52,200,157,0.785,0.2632006958921666,0.7133757961783439,0.9088157831167657,199
53,200,155,0.775,0.27827543489948153,0.6709677419354839,0.8584369038032615,199
54,200,158,0.79,0.26635343740558587,0.689873417721519,0.8709088600451569,199
55,200,154,0.77,0.26665717709770326,0.7337662337662337,0.8845565095498189,199
56,200,151,0.755,0.2672119709949528,0.7483443708609272,0.8776218217743474,199
57,200,161,0.805,0.25755662978299976,0.7701863354037267,0.8668281756761547,199
58,200,151,0.755,0.27188719848235565,0.6887417218543046,0.8561579164047224,199
59,200,169,0.845,0.26503197703087594,0.727810650887574,0.8429266654162019,199
60,200,159,0.795,0.27184228207026867,0.6540880503144654,0.8790551675428128,199
61,200,155,0.775,0.2634872169431794,0.7419354838709677,0.8790551675428132,198
62,200,158,0.79,0.27940795834069204,0.6835443037974683,0.8311602918677133,199
63,200,156,0.78,0.25603564537275275,0.75,0.8088454259040274,199
64,200,155,0.775,0.2700408134289385,0.7032258064516129,0.7894319768064285,199
65,200,161,0.805,0.27582203883402384,0.5962732919254659,0.7706895471240667,199
66,200,159,0.795,0.26624506515202845,0.7421383647798742,0.8204632220814334,199
67,200,153,0.765,0.27561012704097937,0.6928104575163399,0.873947484052695,199
68,200,152,0.76,0.2764523553238897,0.6907894736842105,0.9162190410525959,199
69,200,152,0.76,0.2672455180488939,0.7302631578947368,0.9209782361861617,199
70,200,166,0.83,0.29165199941105335,0.6566265060240963,0.9209782361861621,199
71,200,151,0.755,0.280717238548091,0.6490066225165563,0.883367049327486,199
72,200,157,0.785,0.271804308643283,0.7070063694267515,0.829139947062286,197
73,200,150,0.75,0.26876846017156564,0.6933333333333334,0.7786971808267721,200
74,200,162,0.81,0.2736906946058992,0.6666666666666666,0.8096398409847873,200
75,200,153,0.765,0.26479831104073925,0.6666666666666666,0.8096398409847873,200
76,200,161,0.805,0.2685210036649957,0.7204968944099379,0.8090762602296638,200
77,200,160,0.8,0.2712105434585671,0.73125,0.8146144081153156,200
78,200,159,0.795,0.26671944896957256,0.7358490566037735,0.8098762393863769,200
79,200,158,0.79,0.2527250250857204,0.7341772151898734,0.8051627500331564,200
80,200,142,0.71,0.2680441888409429,0.7605633802816901,0.8004737477378434,200
81,200,160,0.8,0.26342479032493493,0.73125,0.7787965451099779,200
82,200,168,0.84,0.2642546819496157,0.7559523809523809,0.7817107223099755,199
83,200,160,0.8,0.25872187394491564,0.74375,0.7990051277309402,199
84,200,164,0.82,0.25465732434775445,0.7378048780487805,0.8257564540460355,199
85,200,170,0.85,0.26963321464182827,0.6764705882352942,0.8505745256125488,199
86,200,156,0.78,0.2900301506388992,0.5897435897435898,0.8968770335087839,196
87,200,164,0.82,0.2848195108217296,0.6829268292682927,0.8479903352768985,196
88,200,150,0.75,0.2626993975729145,0.74,0.7860050058079674,196
89,200,169,0.845,0.2759632762583588,0.7041420118343196,0.8318755674112864,196
90,200,161,0.805,0.28524900826960425,0.7080745341614907,0.7618295727660025,196
91,200,158,0.79,0.27886515758942415,0.6772151898734177,0.7544592486192575,196
92,200,161,0.805,0.26603838822514186,0.7142857142857143,0.7656268977233619,196
93,200,156,0.78,0.2665563878758323,0.7435897435897436,0.7793041302433249,196
94,200,154,0.77,0.2662372133339299,0.7597402597402597,0.810033711059833,198
95,200,155,0.775,0.25993269778217,0.7096774193548387,0.8187488593836595,198
96,200,152,0.76,0.264447935655997,0.7368421052631579,0.8180782043223896,198
97,200,148,0.74,0.25298879840130495,0.7297297297297297,0.811718508933366,197
98,200,156,0.78,0.2704420090566014,0.6217948717948718,0.8222969377011458,198
99,200,161,0.805,0.25723937457791807,0.7267080745341615,0.8065444046942752,198
