N,d,r,kind,count_file,amplitude_file,n_count_keys,n_prob_keys,n_matched_keys,total_shots,matched_shots,match_fraction_shots,xeb_fidelity,xeb_se,xeb_ci95,mean_dim_p_matched_unweighted,std_dim_p_matched_unweighted,subset_prob_mass,min_dim_p,max_dim_p
16,12,1,XEB,data/results/N_scan_depth12/N16_d12_XEB/N16_d12_r1_XEB_counts.json,data/amplitudes/N_scan_depth12/N16_d12_XEB/N16_d12_r1_XEB_amplitudes.json,20,20,20,20,20,1.0,0.5206561034093484,0.21826361540718978,0.42779668619809197,1.5206561034093484,0.9761045621306936,0.0004640674143705287,0.024785582447081927,4.227360321013943
16,12,2,XEB,data/results/N_scan_depth12/N16_d12_XEB/N16_d12_r2_XEB_counts.json,data/amplitudes/N_scan_depth12/N16_d12_XEB/N16_d12_r2_XEB_amplitudes.json,20,20,20,20,20,1.0,0.8461989089291473,0.28064110112751317,0.5500565582099258,1.846198908929147,1.2550651588030246,0.0005634151943753501,0.5042545666832987,5.869809527620718
16,12,3,XEB,data/results/N_scan_depth12/N16_d12_XEB/N16_d12_r3_XEB_counts.json,data/amplitudes/N_scan_depth12/N16_d12_XEB/N16_d12_r3_XEB_amplitudes.json,20,20,20,20,20,1.0,1.112512311311733,0.3097115882481178,0.6070347129663108,2.112512311311733,1.385072329484433,0.0006446875950048013,0.13248503808930853,5.409621400475686
16,12,4,XEB,data/results/N_scan_depth12/N16_d12_XEB/N16_d12_r4_XEB_counts.json,data/amplitudes/N_scan_depth12/N16_d12_XEB/N16_d12_r4_XEB_amplitudes.json,20,20,20,20,20,1.0,0.6786324373716843,0.3356814167018292,0.6579355767355852,1.678632437371684,1.5012129330574466,0.0005122779655064954,0.02534591251373091,6.44722641691199
16,12,5,XEB,data/results/N_scan_depth12/N16_d12_XEB/N16_d12_r5_XEB_counts.json,data/amplitudes/N_scan_depth12/N16_d12_XEB/N16_d12_r5_XEB_amplitudes.json,20,20,20,20,20,1.0,0.37245132017168164,0.2612375829600799,0.5120256626017565,1.372451320171682,1.1682899875529587,0.0004188389038609869,0.012170959783683316,4.198499596320672
16,12,6,XEB,data/results/N_scan_depth12/N16_d12_XEB/N16_d12_r6_XEB_counts.json,data/amplitudes/N_scan_depth12/N16_d12_XEB/N16_d12_r6_XEB_amplitudes.json,20,20,20,20,20,1.0,0.49938721623292215,0.2327657195135585,0.4562208102465747,1.4993872162329223,1.0409599433279324,0.0004575766651101447,0.08006849778450996,3.579978691096788
16,12,7,XEB,data/results/N_scan_depth12/N16_d12_XEB/N16_d12_r7_XEB_counts.json,data/amplitudes/N_scan_depth12/N16_d12_XEB/N16_d12_r7_XEB_amplitudes.json,20,20,20,20,20,1.0,1.2731766617494942,0.2891044217949394,0.5666446667180812,2.273176661749494,1.2929142794585124,0.0006937184636686688,0.39066501215576094,5.283027289804625
16,12,8,XEB,data/results/N_scan_depth12/N16_d12_XEB/N16_d12_r8_XEB_counts.json,data/amplitudes/N_scan_depth12/N16_d12_XEB/N16_d12_r8_XEB_amplitudes.json,20,20,20,20,20,1.0,1.4410118468811164,0.49580304407037623,0.9717739663779374,2.441011846881117,2.21729861998537,0.0007449376974124503,0.25495747149913234,9.118186415244498
16,12,9,XEB,data/results/N_scan_depth12/N16_d12_XEB/N16_d12_r9_XEB_counts.json,data/amplitudes/N_scan_depth12/N16_d12_XEB/N16_d12_r9_XEB_amplitudes.json,20,20,20,20,20,1.0,0.6479074599790254,0.21313424949672713,0.4177431290135852,1.647907459979025,0.9531653404161644,0.0005029014465268021,0.111009952737666,3.367611199847497
16,12,10,XEB,data/results/N_scan_depth12/N16_d12_XEB/N16_d12_r10_XEB_counts.json,data/amplitudes/N_scan_depth12/N16_d12_XEB/N16_d12_r10_XEB_amplitudes.json,20,20,20,20,20,1.0,0.942128239837159,0.28290210768924956,0.5544881310709291,1.942128239837159,1.2651766875422557,0.0005926905028799924,0.05291962427156208,4.020843035853706
16,12,11,XEB,data/results/N_scan_depth12/N16_d12_XEB/N16_d12_r11_XEB_counts.json,data/amplitudes/N_scan_depth12/N16_d12_XEB/N16_d12_r11_XEB_amplitudes.json,20,20,20,20,20,1.0,1.0433972670403924,0.28455337648223356,0.5577246179051778,2.0433972670403926,1.2725613860827283,0.0006235953573731667,0.4857758914977743,4.3839792354890275
16,12,12,XEB,data/results/N_scan_depth12/N16_d12_XEB/N16_d12_r12_XEB_counts.json,data/amplitudes/N_scan_depth12/N16_d12_XEB/N16_d12_r12_XEB_amplitudes.json,20,20,20,20,20,1.0,1.0660320041136464,0.41752465547121714,0.8183483247235855,2.0660320041136457,1.867227023831642,0.0006305029309428851,0.3037632065169847,8.224794568217948
16,12,13,XEB,data/results/N_scan_depth12/N16_d12_XEB/N16_d12_r13_XEB_counts.json,data/amplitudes/N_scan_depth12/N16_d12_XEB/N16_d12_r13_XEB_amplitudes.json,20,20,20,20,20,1.0,1.0451512372779663,0.3302951629986844,0.6473785194774214,2.0451512372779663,1.4771248742088632,0.0006241306266107075,0.4291226582134208,5.509294967031212
16,12,14,XEB,data/results/N_scan_depth12/N16_d12_XEB/N16_d12_r14_XEB_counts.json,data/amplitudes/N_scan_depth12/N16_d12_XEB/N16_d12_r14_XEB_amplitudes.json,20,20,20,20,20,1.0,0.6188062875293255,0.31213501428335527,0.6117846279953764,1.6188062875293252,1.3959102201909002,0.0004940204734891739,0.027214805658620993,5.260351518111259
16,12,15,XEB,data/results/N_scan_depth12/N16_d12_XEB/N16_d12_r15_XEB_counts.json,data/amplitudes/N_scan_depth12/N16_d12_XEB/N16_d12_r15_XEB_amplitudes.json,20,20,20,20,20,1.0,0.9384941741265592,0.4701039843033687,0.9214038092346026,1.9384941741265589,2.1023689307916533,0.0005915814740376461,0.05321863988747075,9.549367227781492
16,12,16,XEB,data/results/N_scan_depth12/N16_d12_XEB/N16_d12_r16_XEB_counts.json,data/amplitudes/N_scan_depth12/N16_d12_XEB/N16_d12_r16_XEB_amplitudes.json,20,20,20,20,20,1.0,0.9265928986144727,0.4332229493132523,0.8491169806539745,1.926592898614473,1.9374319281547558,0.0005879494929853738,0.1187520199074148,9.288955354151717
16,12,17,XEB,data/results/N_scan_depth12/N16_d12_XEB/N16_d12_r17_XEB_counts.json,data/amplitudes/N_scan_depth12/N16_d12_XEB/N16_d12_r17_XEB_amplitudes.json,20,20,20,20,20,1.0,1.0417931279095183,0.23694580079394825,0.46441376955613856,2.0417931279095187,1.059653835116784,0.0006231058129606685,0.36925290391684373,3.969258963262309
16,12,18,XEB,data/results/N_scan_depth12/N16_d12_XEB/N16_d12_r18_XEB_counts.json,data/amplitudes/N_scan_depth12/N16_d12_XEB/N16_d12_r18_XEB_amplitudes.json,20,20,20,20,20,1.0,0.5037813055156722,0.3275379502910021,0.6419743825703641,1.5037813055156726,1.4647942441232555,0.0004589176347398903,0.07594368153937382,5.866458500511561
16,12,19,XEB,data/results/N_scan_depth12/N16_d12_XEB/N16_d12_r19_XEB_counts.json,data/amplitudes/N_scan_depth12/N16_d12_XEB/N16_d12_r19_XEB_amplitudes.json,20,20,20,20,20,1.0,0.4586293115804243,0.2202564093440267,0.4317025623142923,1.4586293115804243,0.9850166075465272,0.0004451383397157057,0.32998133555555076,3.8660012926440865
16,12,20,XEB,data/results/N_scan_depth12/N16_d12_XEB/N16_d12_r20_XEB_counts.json,data/amplitudes/N_scan_depth12/N16_d12_XEB/N16_d12_r20_XEB_amplitudes.json,20,20,20,20,20,1.0,0.4847928774195177,0.22642870581427932,0.44380026339598744,1.4847928774195178,1.0126199565160607,0.00045312282636093685,0.11898830741494498,4.199684406164888
