num_agents,grid_size,pp_success,pp_time,pp_soc,ppr_success,ppr_time,ppr_soc,lns_success,lns_time,lns_soc,lns_iters,hybrid_success,hybrid_time,hybrid_soc,hybrid_iters,hybrid_status,dataset,map_file
4,"(10, 10)",False,2.0,-1,False,2.0,-1,False,2.0,-1,80,False,2.0,-1,80,fail_lns,random_small,eval_map_1.npy
8,"(10, 10)",False,2.0,-1,False,2.0,-1,False,2.0,-1,80,False,2.0,-1,80,fail_lns,random_small,eval_map_1.npy
12,"(10, 10)",False,2.0,-1,False,2.0,-1,False,2.0,-1,0,False,2.0,-1,0,fail_init,random_small,eval_map_1.npy
4,"(10, 10)",False,2.0,-1,False,2.0,-1,False,2.0,-1,80,False,2.0,-1,80,fail_lns,random_small,eval_map_10.npy
8,"(10, 10)",False,2.0,-1,False,2.0,-1,False,2.0,-1,80,False,2.0,-1,80,fail_lns,random_small,eval_map_10.npy
12,"(10, 10)",False,2.0,-1,False,2.0,-1,False,2.0,-1,0,False,2.0,-1,0,fail_init,random_small,eval_map_10.npy
4,"(10, 10)",True,0.0003757476806640625,19,True,0.0009372234344482422,19,True,0.0003058910369873047,19,0,True,0.025088071823120117,19,0,init_pp->lns_success,random_small,eval_map_100.npy
8,"(10, 10)",False,2.0,-1,False,2.0,-1,True,0.0027637481689453125,63,2,True,0.05070757865905762,63,1,init_pp->lns_success,random_small,eval_map_100.npy
12,"(10, 10)",False,2.0,-1,False,2.0,-1,False,2.0,-1,0,False,2.0,-1,0,fail_init,random_small,eval_map_100.npy
4,"(10, 10)",False,2.0,-1,False,2.0,-1,False,2.0,-1,0,False,2.0,-1,0,fail_init,random_small,eval_map_11.npy
8,"(10, 10)",False,2.0,-1,False,2.0,-1,False,2.0,-1,80,False,2.0,-1,80,fail_lns,random_small,eval_map_11.npy
12,"(10, 10)",False,2.0,-1,False,2.0,-1,False,2.0,-1,80,False,2.0,-1,80,fail_lns,random_small,eval_map_11.npy
4,"(10, 10)",True,0.00030922889709472656,22,False,2.0,-1,True,0.00025963783264160156,22,0,True,0.020390748977661133,22,0,init_pp->lns_success,random_small,eval_map_12.npy
8,"(10, 10)",False,2.0,-1,False,2.0,-1,True,0.00860142707824707,63,13,True,0.04255986213684082,63,4,init_pp->lns_success,random_small,eval_map_12.npy
12,"(10, 10)",False,2.0,-1,False,2.0,-1,False,2.0,-1,80,False,2.0,-1,80,fail_lns,random_small,eval_map_12.npy
4,"(10, 10)",True,0.00025391578674316406,22,True,0.0006821155548095703,22,True,0.00021791458129882812,22,0,True,0.020009994506835938,22,0,init_pp->lns_success,random_small,eval_map_13.npy
8,"(10, 10)",False,2.0,-1,True,0.0025510787963867188,60,True,0.0038776397705078125,60,6,True,0.04288935661315918,60,6,init_pp->lns_success,random_small,eval_map_13.npy
12,"(10, 10)",False,2.0,-1,False,2.0,-1,False,2.0,-1,0,False,2.0,-1,0,fail_init,random_small,eval_map_13.npy
4,"(10, 10)",False,2.0,-1,False,2.0,-1,False,2.0,-1,0,False,2.0,-1,0,fail_init,random_small,eval_map_14.npy
8,"(10, 10)",False,2.0,-1,False,2.0,-1,False,2.0,-1,80,True,0.07237529754638672,110,16,init_pp->lns_success,random_small,eval_map_14.npy
12,"(10, 10)",False,2.0,-1,False,2.0,-1,False,2.0,-1,0,False,2.0,-1,0,fail_init,random_small,eval_map_14.npy
4,"(10, 10)",True,0.00030541419982910156,25,True,0.0008180141448974609,25,True,0.00026535987854003906,25,0,True,0.019598960876464844,25,0,init_pp->lns_success,random_small,eval_map_15.npy
8,"(10, 10)",False,2.0,-1,False,2.0,-1,False,2.0,-1,0,False,2.0,-1,0,fail_init,random_small,eval_map_15.npy
12,"(10, 10)",False,2.0,-1,False,2.0,-1,False,2.0,-1,80,False,2.0,-1,80,fail_lns,random_small,eval_map_15.npy
4,"(10, 10)",True,0.0003159046173095703,30,True,0.0008804798126220703,30,True,0.00028705596923828125,30,0,True,0.019884586334228516,30,0,init_pp->lns_success,random_small,eval_map_16.npy
8,"(10, 10)",False,2.0,-1,False,2.0,-1,False,2.0,-1,80,False,2.0,-1,80,fail_lns,random_small,eval_map_16.npy
12,"(10, 10)",False,2.0,-1,False,2.0,-1,False,2.0,-1,80,False,2.0,-1,80,fail_lns,random_small,eval_map_16.npy
4,"(10, 10)",False,2.0,-1,True,0.0014467239379882812,41,False,2.0,-1,80,False,2.0,-1,80,fail_lns,random_small,eval_map_17.npy
8,"(10, 10)",False,2.0,-1,False,2.0,-1,False,2.0,-1,80,False,2.0,-1,80,fail_lns,random_small,eval_map_17.npy
12,"(10, 10)",False,2.0,-1,False,2.0,-1,False,2.0,-1,80,False,2.0,-1,80,fail_lns,random_small,eval_map_17.npy
4,"(10, 10)",False,2.0,-1,False,2.0,-1,False,2.0,-1,0,False,2.0,-1,0,fail_init,random_small,eval_map_18.npy
8,"(10, 10)",False,2.0,-1,False,2.0,-1,False,2.0,-1,0,False,2.0,-1,0,fail_init,random_small,eval_map_18.npy
12,"(10, 10)",False,2.0,-1,False,2.0,-1,False,2.0,-1,0,False,2.0,-1,0,fail_init,random_small,eval_map_18.npy
4,"(10, 10)",True,0.0007288455963134766,38,True,0.0021114349365234375,38,True,0.0006935596466064453,38,0,True,0.020276308059692383,38,0,init_pp->lns_success,random_small,eval_map_19.npy
8,"(10, 10)",False,2.0,-1,False,2.0,-1,False,2.0,-1,80,False,2.0,-1,80,fail_lns,random_small,eval_map_19.npy
12,"(10, 10)",False,2.0,-1,False,2.0,-1,False,2.0,-1,80,True,0.07245302200317383,91,9,init_pp->lns_success,random_small,eval_map_19.npy
4,"(10, 10)",True,0.00033593177795410156,28,True,0.0009367465972900391,28,True,0.0003020763397216797,28,0,True,0.019984722137451172,28,0,init_pp->lns_success,maps_60_10_10_0.175,eval_map_1.npy
8,"(10, 10)",True,0.0007266998291015625,63,True,0.002408742904663086,63,True,0.0007734298706054688,63,0,True,0.039200782775878906,63,0,init_pp->lns_success,maps_60_10_10_0.175,eval_map_1.npy
12,"(10, 10)",False,2.0,-1,False,2.0,-1,True,0.0018582344055175781,78,1,True,0.06008100509643555,78,1,init_pp->lns_success,maps_60_10_10_0.175,eval_map_1.npy
4,"(10, 10)",False,2.0,-1,True,0.0013484954833984375,30,True,0.0019562244415283203,30,4,True,0.02031111717224121,30,2,init_pp->lns_success,maps_60_10_10_0.175,eval_map_10.npy
8,"(10, 10)",False,2.0,-1,False,2.0,-1,False,2.0,-1,0,False,2.0,-1,0,fail_init,maps_60_10_10_0.175,eval_map_10.npy
12,"(10, 10)",False,2.0,-1,False,2.0,-1,False,2.0,-1,0,False,2.0,-1,0,fail_init,maps_60_10_10_0.175,eval_map_10.npy
4,"(10, 10)",False,2.0,-1,False,2.0,-1,False,2.0,-1,0,False,2.0,-1,0,fail_init,maps_60_10_10_0.175,eval_map_100.npy
8,"(10, 10)",False,2.0,-1,False,2.0,-1,False,2.0,-1,80,False,2.0,-1,80,fail_lns,maps_60_10_10_0.175,eval_map_100.npy
12,"(10, 10)",False,2.0,-1,False,2.0,-1,False,2.0,-1,80,False,2.0,-1,80,fail_lns,maps_60_10_10_0.175,eval_map_100.npy
4,"(10, 10)",True,0.00037479400634765625,31,True,0.0010716915130615234,31,True,0.000354766845703125,31,0,True,0.01995110511779785,31,0,init_pp->lns_success,maps_60_10_10_0.175,eval_map_11.npy
8,"(10, 10)",False,2.0,-1,False,2.0,-1,False,2.0,-1,80,False,2.0,-1,80,fail_lns,maps_60_10_10_0.175,eval_map_11.npy
12,"(10, 10)",False,2.0,-1,False,2.0,-1,False,2.0,-1,0,False,2.0,-1,0,fail_init,maps_60_10_10_0.175,eval_map_11.npy
4,"(10, 10)",True,0.0003399848937988281,28,True,0.0009596347808837891,28,True,0.0003082752227783203,28,0,True,0.024656057357788086,28,0,init_pp->lns_success,maps_60_10_10_0.175,eval_map_12.npy
8,"(10, 10)",False,2.0,-1,False,2.0,-1,False,2.0,-1,80,False,2.0,-1,80,fail_lns,maps_60_10_10_0.175,eval_map_12.npy
12,"(10, 10)",False,2.0,-1,False,2.0,-1,True,0.002977609634399414,104,1,True,0.0763857364654541,104,1,init_pp->lns_success,maps_60_10_10_0.175,eval_map_12.npy
4,"(10, 10)",True,0.0005643367767333984,32,True,0.0014672279357910156,32,True,0.0004253387451171875,32,0,True,0.024617910385131836,32,0,init_pp->lns_success,maps_60_10_10_0.175,eval_map_13.npy
8,"(10, 10)",False,2.0,-1,False,2.0,-1,True,0.004943132400512695,52,9,True,0.05248236656188965,52,7,init_pp->lns_success,maps_60_10_10_0.175,eval_map_13.npy
12,"(10, 10)",False,2.0,-1,False,2.0,-1,False,2.0,-1,80,False,2.0,-1,80,fail_lns,maps_60_10_10_0.175,eval_map_13.npy
4,"(10, 10)",False,2.0,-1,False,2.0,-1,True,0.004222869873046875,37,6,True,0.02879810333251953,37,6,init_pp->lns_success,maps_60_10_10_0.175,eval_map_14.npy
8,"(10, 10)",False,2.0,-1,False,2.0,-1,False,2.0,-1,0,False,2.0,-1,0,fail_init,maps_60_10_10_0.175,eval_map_14.npy
12,"(10, 10)",False,2.0,-1,False,2.0,-1,False,2.0,-1,80,False,2.0,-1,80,fail_lns,maps_60_10_10_0.175,eval_map_14.npy
4,"(10, 10)",False,2.0,-1,True,0.0051004886627197266,54,True,0.005475521087646484,54,3,True,0.03335165977478027,54,5,init_pp->lns_success,maps_60_10_10_0.175,eval_map_15.npy
8,"(10, 10)",False,2.0,-1,False,2.0,-1,False,2.0,-1,0,False,2.0,-1,0,fail_init,maps_60_10_10_0.175,eval_map_15.npy
12,"(10, 10)",False,2.0,-1,False,2.0,-1,False,2.0,-1,0,False,2.0,-1,0,fail_init,maps_60_10_10_0.175,eval_map_15.npy
4,"(10, 10)",False,2.0,-1,False,2.0,-1,False,2.0,-1,0,False,2.0,-1,0,fail_init,maps_60_10_10_0.175,eval_map_16.npy
8,"(10, 10)",False,2.0,-1,False,2.0,-1,False,2.0,-1,0,False,2.0,-1,0,fail_init,maps_60_10_10_0.175,eval_map_16.npy
12,"(10, 10)",False,2.0,-1,False,2.0,-1,False,2.0,-1,80,False,2.0,-1,80,fail_lns,maps_60_10_10_0.175,eval_map_16.npy
4,"(10, 10)",True,0.0004699230194091797,34,False,2.0,-1,True,0.0004379749298095703,34,0,True,0.024610519409179688,34,0,init_pp->lns_success,maps_60_10_10_0.175,eval_map_17.npy
8,"(10, 10)",True,0.0008196830749511719,58,True,0.0026504993438720703,58,True,0.0008664131164550781,58,0,True,0.04928183555603027,58,0,init_pp->lns_success,maps_60_10_10_0.175,eval_map_17.npy
12,"(10, 10)",False,2.0,-1,False,2.0,-1,False,2.0,-1,80,False,2.0,-1,80,fail_lns,maps_60_10_10_0.175,eval_map_17.npy
4,"(10, 10)",False,2.0,-1,True,0.0010535717010498047,38,True,0.0005884170532226562,38,1,True,0.025666475296020508,38,2,init_pp->lns_success,maps_60_10_10_0.175,eval_map_18.npy
8,"(10, 10)",False,2.0,-1,False,2.0,-1,False,2.0,-1,80,False,2.0,-1,80,fail_lns,maps_60_10_10_0.175,eval_map_18.npy
12,"(10, 10)",False,2.0,-1,False,2.0,-1,False,2.0,-1,0,False,2.0,-1,0,fail_init,maps_60_10_10_0.175,eval_map_18.npy
4,"(10, 10)",False,2.0,-1,False,2.0,-1,False,2.0,-1,0,False,2.0,-1,0,fail_init,maps_60_10_10_0.175,eval_map_19.npy
8,"(10, 10)",False,2.0,-1,False,2.0,-1,False,2.0,-1,0,False,2.0,-1,0,fail_init,maps_60_10_10_0.175,eval_map_19.npy
12,"(10, 10)",False,2.0,-1,False,2.0,-1,False,2.0,-1,0,False,2.0,-1,0,fail_init,maps_60_10_10_0.175,eval_map_19.npy
4,"(25, 25)",True,0.0029168128967285156,104,True,0.008341312408447266,104,True,0.0027456283569335938,104,0,True,0.02700042724609375,104,0,init_pp->lns_success,empty,eval_map_empty_1.npy
8,"(25, 25)",False,3.0,-1,False,3.0,-1,False,3.0,-1,80,False,3.0,-1,80,fail_lns,empty,eval_map_empty_1.npy
16,"(25, 25)",False,3.0,-1,False,3.0,-1,False,3.0,-1,80,False,3.0,-1,80,fail_lns,empty,eval_map_empty_1.npy
24,"(25, 25)",False,3.0,-1,False,3.0,-1,False,3.0,-1,80,False,3.0,-1,80,fail_lns,empty,eval_map_empty_1.npy
4,"(25, 25)",True,0.0009794235229492188,52,True,0.0028808116912841797,52,True,0.0009679794311523438,52,0,True,0.025359153747558594,52,0,init_pp->lns_success,empty,eval_map_empty_10.npy
8,"(25, 25)",False,3.0,-1,True,0.009170055389404297,129,True,0.003949403762817383,129,1,True,0.053630828857421875,129,2,init_pp->lns_success,empty,eval_map_empty_10.npy
16,"(25, 25)",False,3.0,-1,True,0.016890525817871094,258,True,0.008575439453125,258,1,True,0.10747885704040527,258,1,init_pp->lns_success,empty,eval_map_empty_10.npy
24,"(25, 25)",False,3.0,-1,False,3.0,-1,False,3.0,-1,80,False,3.0,-1,80,fail_lns,empty,eval_map_empty_10.npy
4,"(25, 25)",True,0.0006377696990966797,49,True,0.0018076896667480469,49,True,0.0005896091461181641,49,0,True,0.024461746215820312,49,0,init_pp->lns_success,empty,eval_map_empty_11.npy
8,"(25, 25)",True,0.004850625991821289,155,True,0.012136697769165039,155,True,0.003992319107055664,155,0,True,0.05290627479553223,155,0,init_pp->lns_success,empty,eval_map_empty_11.npy
16,"(25, 25)",True,0.0046558380126953125,248,True,0.015743494033813477,248,True,0.005237579345703125,248,0,True,0.10605525970458984,248,0,init_pp->lns_success,empty,eval_map_empty_11.npy
24,"(25, 25)",False,3.0,-1,False,3.0,-1,True,0.019940614700317383,405,1,True,0.17351531982421875,405,1,init_pp->lns_success,empty,eval_map_empty_11.npy
4,"(25, 25)",True,0.0021021366119384766,72,True,0.00627589225769043,72,True,0.0021295547485351562,72,0,True,0.026355743408203125,72,0,init_pp->lns_success,empty,eval_map_empty_12.npy
8,"(25, 25)",True,0.0035223960876464844,135,True,0.008997201919555664,135,True,0.0029795169830322266,135,0,True,0.05173230171203613,135,0,init_pp->lns_success,empty,eval_map_empty_12.npy
16,"(25, 25)",False,3.0,-1,False,3.0,-1,False,3.0,-1,80,False,3.0,-1,80,fail_lns,empty,eval_map_empty_12.npy
24,"(25, 25)",False,3.0,-1,False,3.0,-1,False,3.0,-1,80,False,3.0,-1,80,fail_lns,empty,eval_map_empty_12.npy
4,"(25, 25)",False,3.0,-1,False,3.0,-1,False,3.0,-1,80,False,3.0,-1,80,fail_lns,empty,eval_map_empty_13.npy
8,"(25, 25)",False,3.0,-1,True,0.011606454849243164,134,False,3.0,-1,80,False,3.0,-1,80,fail_lns,empty,eval_map_empty_13.npy
16,"(25, 25)",False,3.0,-1,False,3.0,-1,False,3.0,-1,80,False,3.0,-1,80,fail_lns,empty,eval_map_empty_13.npy
24,"(25, 25)",False,3.0,-1,False,3.0,-1,False,3.0,-1,80,False,3.0,-1,80,fail_lns,empty,eval_map_empty_13.npy
4,"(25, 25)",False,3.0,-1,True,0.007433891296386719,96,True,0.0036134719848632812,96,1,True,0.02954697608947754,96,2,init_pp->lns_success,empty,eval_map_empty_14.npy
8,"(25, 25)",False,3.0,-1,False,3.0,-1,False,3.0,-1,80,False,3.0,-1,80,fail_lns,empty,eval_map_empty_14.npy
16,"(25, 25)",False,3.0,-1,False,3.0,-1,False,3.0,-1,80,False,3.0,-1,80,fail_lns,empty,eval_map_empty_14.npy
24,"(25, 25)",False,3.0,-1,False,3.0,-1,False,3.0,-1,80,False,3.0,-1,80,fail_lns,empty,eval_map_empty_14.npy
4,"(25, 25)",True,0.0007219314575195312,41,True,0.002058744430541992,41,True,0.0006721019744873047,41,0,True,0.025182247161865234,41,0,init_pp->lns_success,empty,eval_map_empty_15.npy
8,"(25, 25)",True,0.004484415054321289,152,True,0.011476755142211914,152,True,0.0038199424743652344,152,0,True,0.053153276443481445,152,0,init_pp->lns_success,empty,eval_map_empty_15.npy
16,"(25, 25)",False,3.0,-1,False,3.0,-1,False,3.0,-1,80,False,3.0,-1,80,fail_lns,empty,eval_map_empty_15.npy
24,"(25, 25)",False,3.0,-1,False,3.0,-1,False,3.0,-1,80,False,3.0,-1,80,fail_lns,empty,eval_map_empty_15.npy
4,"(25, 25)",True,0.0014736652374267578,68,True,0.004388093948364258,68,True,0.0014345645904541016,68,0,True,0.02562856674194336,68,0,init_pp->lns_success,empty,eval_map_empty_16.npy
8,"(25, 25)",True,0.0047953128814697266,147,True,0.012438058853149414,147,True,0.004141330718994141,147,0,True,0.05342864990234375,147,0,init_pp->lns_success,empty,eval_map_empty_16.npy
16,"(25, 25)",False,3.0,-1,False,3.0,-1,False,3.0,-1,80,False,3.0,-1,80,fail_lns,empty,eval_map_empty_16.npy
24,"(25, 25)",False,3.0,-1,True,0.0332028865814209,363,True,0.018482446670532227,364,1,True,0.17215418815612793,364,1,init_pp->lns_success,empty,eval_map_empty_16.npy
4,"(25, 25)",True,0.0022699832916259766,78,True,0.006771087646484375,78,True,0.0022132396697998047,78,0,True,0.026732444763183594,78,0,init_pp->lns_success,empty,eval_map_empty_17.npy
8,"(25, 25)",True,0.003981351852416992,158,True,0.010011434555053711,157,True,0.003452777862548828,158,0,True,0.0521087646484375,158,0,init_pp->lns_success,empty,eval_map_empty_17.npy
16,"(25, 25)",True,0.006271839141845703,270,True,0.020923852920532227,270,True,0.0069713592529296875,270,0,True,0.10717296600341797,270,0,init_pp->lns_success,empty,eval_map_empty_17.npy
24,"(25, 25)",False,3.0,-1,False,3.0,-1,False,3.0,-1,80,False,3.0,-1,80,fail_lns,empty,eval_map_empty_17.npy
4,"(25, 25)",True,0.002518177032470703,84,True,0.007549285888671875,84,True,0.002477407455444336,84,0,True,0.026958227157592773,84,0,init_pp->lns_success,empty,eval_map_empty_18.npy
8,"(25, 25)",True,0.004509925842285156,150,True,0.012536764144897461,150,True,0.004136323928833008,150,0,True,0.05335545539855957,150,0,init_pp->lns_success,empty,eval_map_empty_18.npy
16,"(25, 25)",False,3.0,-1,False,3.0,-1,False,3.0,-1,80,False,3.0,-1,80,fail_lns,empty,eval_map_empty_18.npy
24,"(25, 25)",False,3.0,-1,False,3.0,-1,True,0.02964925765991211,417,2,True,0.1831493377685547,417,2,init_pp->lns_success,empty,eval_map_empty_18.npy
4,"(25, 25)",False,3.0,-1,True,0.00780034065246582,99,True,0.0034551620483398438,99,1,True,0.028325796127319336,99,1,init_pp->lns_success,empty,eval_map_empty_19.npy
8,"(25, 25)",False,3.0,-1,False,3.0,-1,False,3.0,-1,80,False,3.0,-1,80,fail_lns,empty,eval_map_empty_19.npy
16,"(25, 25)",False,3.0,-1,True,0.02470254898071289,263,True,0.017167329788208008,263,2,True,0.11358785629272461,263,1,init_pp->lns_success,empty,eval_map_empty_19.npy
24,"(25, 25)",False,3.0,-1,False,3.0,-1,False,3.0,-1,80,False,3.0,-1,80,fail_lns,empty,eval_map_empty_19.npy
4,"(25, 25)",True,0.0021486282348632812,71,True,0.006247282028198242,70,True,0.002164125442504883,71,0,True,0.026579618453979492,71,0,init_pp->lns_success,empty,eval_map_empty_2.npy
8,"(25, 25)",True,0.003919839859008789,156,True,0.010315179824829102,156,True,0.0034394264221191406,156,0,True,0.05231785774230957,156,0,init_pp->lns_success,empty,eval_map_empty_2.npy
16,"(25, 25)",False,3.0,-1,False,3.0,-1,False,3.0,-1,80,False,3.0,-1,80,fail_lns,empty,eval_map_empty_2.npy
24,"(25, 25)",False,3.0,-1,False,3.0,-1,False,3.0,-1,80,False,3.0,-1,80,fail_lns,empty,eval_map_empty_2.npy
4,"(25, 25)",True,0.0025899410247802734,84,True,0.007554531097412109,84,True,0.0025866031646728516,84,0,True,0.027939558029174805,84,0,init_pp->lns_success,random_medium,eval_map_1.npy
8,"(25, 25)",True,0.003042936325073242,172,True,0.008057594299316406,172,True,0.0026693344116210938,172,0,True,0.052249908447265625,172,0,init_pp->lns_success,random_medium,eval_map_1.npy
16,"(25, 25)",True,0.00469207763671875,261,True,0.015011072158813477,261,True,0.005010366439819336,261,0,True,0.10679936408996582,261,0,init_pp->lns_success,random_medium,eval_map_1.npy
24,"(25, 25)",False,3.0,-1,False,3.0,-1,False,3.0,-1,80,False,3.0,-1,80,fail_lns,random_medium,eval_map_1.npy
4,"(25, 25)",False,3.0,-1,False,3.0,-1,False,3.0,-1,80,False,3.0,-1,80,fail_lns,random_medium,eval_map_10.npy
8,"(25, 25)",True,0.0018069744110107422,126,True,0.0059435367584228516,126,True,0.0019855499267578125,126,0,True,0.05102849006652832,126,0,init_pp->lns_success,random_medium,eval_map_10.npy
16,"(25, 25)",False,3.0,-1,False,3.0,-1,False,3.0,-1,80,False,3.0,-1,80,fail_lns,random_medium,eval_map_10.npy
24,"(25, 25)",False,3.0,-1,False,3.0,-1,False,3.0,-1,80,False,3.0,-1,80,fail_lns,random_medium,eval_map_10.npy
4,"(25, 25)",True,0.0008311271667480469,58,True,0.0024394989013671875,58,True,0.0008149147033691406,58,0,True,0.02546215057373047,58,0,init_pp->lns_success,random_medium,eval_map_100.npy
8,"(25, 25)",True,0.0025374889373779297,134,True,0.007210969924926758,134,True,0.0022668838500976562,134,0,True,0.051568031311035156,134,0,init_pp->lns_success,random_medium,eval_map_100.npy
16,"(25, 25)",False,3.0,-1,False,3.0,-1,True,0.010174751281738281,234,2,True,0.11265039443969727,234,3,init_pp->lns_success,random_medium,eval_map_100.npy
24,"(25, 25)",False,3.0,-1,False,3.0,-1,False,3.0,-1,0,False,3.0,-1,0,fail_init,random_medium,eval_map_100.npy
4,"(25, 25)",True,0.0007159709930419922,44,True,0.001967191696166992,44,True,0.0006368160247802734,44,0,True,0.025554180145263672,44,0,init_pp->lns_success,random_medium,eval_map_11.npy
8,"(25, 25)",True,0.00571131706237793,181,True,0.014232158660888672,181,True,0.0046961307525634766,181,0,True,0.05511617660522461,181,0,init_pp->lns_success,random_medium,eval_map_11.npy
16,"(25, 25)",False,3.0,-1,False,3.0,-1,False,3.0,-1,80,False,3.0,-1,80,fail_lns,random_medium,eval_map_11.npy
24,"(25, 25)",False,3.0,-1,False,3.0,-1,False,3.0,-1,80,False,3.0,-1,80,fail_lns,random_medium,eval_map_11.npy
4,"(25, 25)",True,0.0015168190002441406,83,True,0.0045261383056640625,83,True,0.0014958381652832031,83,0,True,0.0265195369720459,83,0,init_pp->lns_success,random_medium,eval_map_12.npy
