Nucleophilic-HEA,Hydrophobic-BA,Acidic-CBEA,Cationic-ATAC,Aromatic-PEA,Amide-AAm,mu_GP,sigma_GP,mu_RF,EI,_key
6.593624766610259e-05,0.5015289772031082,0.00013202841707721642,0.0972045798116607,0.3420420349784702,0.05902644334201755,292.14968496827237,24.025926101368807,178.65403825198936,4.618660361226004,"(np.int64(0), np.int64(25), np.int64(0), np.int64(5), np.int64(17), np.int64(3))"
0.000742141308681958,0.4881420152589943,0.0019207779607571922,0.0945441947078024,0.3541543288800887,0.06049654188367552,291.42390789043884,24.89047592056577,178.01021828097194,4.701471249598859,"(np.int64(0), np.int64(24), np.int64(0), np.int64(5), np.int64(18), np.int64(3))"
0.0011307099766199734,0.49086667038518944,0.0006294416129636505,0.09821875966934956,0.34505891981856823,0.06409549853730928,291.08934791801147,25.24089063442376,178.51243376306005,4.723350985872954,"(np.int64(0), np.int64(25), np.int64(0), np.int64(5), np.int64(17), np.int64(3))"
0.00018970883566106803,0.5028522359510021,0.005767179466161858,0.08801941678626303,0.3500658247794064,0.05310563418150537,290.7028211171459,22.97446279169267,178.10472119607996,3.8443647119794058,"(np.int64(0), np.int64(25), np.int64(0), np.int64(4), np.int64(18), np.int64(3))"
0.002003608217603957,0.5191639960798832,0.0003234288109180807,0.06939594584689415,0.34840491783395516,0.06070810321074552,290.39671827510523,22.413382771834897,191.43028433428645,3.577570376867631,"(np.int64(0), np.int64(26), np.int64(0), np.int64(3), np.int64(17), np.int64(3))"
5.359310235017299e-06,0.4856991794340752,0.001064312219609824,0.11281859362310769,0.34331795718431357,0.057094598228658505,290.18575607049104,25.8863612383139,178.0484033875222,4.680887554646586,"(np.int64(0), np.int64(24), np.int64(0), np.int64(6), np.int64(17), np.int64(3))"
0.00015371126944887313,0.4905347449924169,0.001066385093471161,0.1114176098503905,0.3453700382621225,0.05145751053215014,289.95774608919675,25.209483950661777,178.5398686926818,4.386247279059433,"(np.int64(0), np.int64(25), np.int64(0), np.int64(6), np.int64(17), np.int64(3))"
1.4026914858979172e-05,0.485444443216126,0.0083887043128036,0.08335541525774674,0.35903728017868053,0.0637601301197842,289.58820177305785,25.020766252975744,177.3694692835669,4.220463615164151,"(np.int64(0), np.int64(24), np.int64(0), np.int64(4), np.int64(18), np.int64(3))"
0.0010633653126013254,0.5327395970545148,0.0017367261923564566,0.08404552156867522,0.32791518922836244,0.05249960064348996,289.5296750997737,22.133492552178424,211.6385157230912,3.266032629058199,"(np.int64(0), np.int64(27), np.int64(0), np.int64(4), np.int64(16), np.int64(3))"
0.0005981727340425215,0.5009841665634561,0.0018054952076901039,0.11273831149081176,0.33355700288949214,0.05031685111450748,288.83769925892994,24.659523559774552,177.88288625073122,3.900525375646099,"(np.int64(0), np.int64(25), np.int64(0), np.int64(6), np.int64(17), np.int64(3))"
0.0022435558316660567,0.4871385541639004,1.5778905922949657e-05,0.09989408614201431,0.36482933844343296,0.0458786865130632,288.80339210785365,24.24836651141608,179.25136713683415,3.758430046302954,"(np.int64(0), np.int64(24), np.int64(0), np.int64(5), np.int64(18), np.int64(2))"
0.005467386053831826,0.49239929647789277,0.00022934550749994067,0.08705408988970981,0.34644857563385023,0.06840130643721544,288.6213860472268,25.175027187571132,177.8705736545439,4.011731970452523,"(np.int64(0), np.int64(25), np.int64(0), np.int64(4), np.int64(17), np.int64(3))"
0.006667507044387975,0.49144930833121925,0.0013635543505510473,0.07890101799577472,0.3562329068050531,0.065385705473014,288.0525422240341,24.578659198868653,177.70251908192458,3.673628248970906,"(np.int64(0), np.int64(25), np.int64(0), np.int64(4), np.int64(18), np.int64(3))"
0.004596237958879605,0.47306344563384367,0.003320294246143259,0.10461059041329693,0.3581472315439727,0.056262200203863785,287.7236694614441,26.087307465866047,179.32795831399858,4.0739864789096725,"(np.int64(0), np.int64(24), np.int64(0), np.int64(5), np.int64(18), np.int64(3))"
4.9763906155480795e-05,0.5392825092746615,0.004044369161938747,0.08916594518260791,0.3224446806622534,0.04501273181238286,287.4465890031646,22.580811962004667,211.0993987929976,2.9127794946874968,"(np.int64(0), np.int64(27), np.int64(0), np.int64(4), np.int64(16), np.int64(2))"
0.002612897645878018,0.4673032031736497,0.00015289504868708955,0.08302000418096166,0.3921076260074184,0.05480337394340517,287.03936989273654,25.764899149687718,180.10253289919953,3.797493751835681,"(np.int64(0), np.int64(23), np.int64(0), np.int64(4), np.int64(20), np.int64(3))"
3.059438766619429e-05,0.5159754669116863,0.000385007191870698,0.08395655484073274,0.3644674972271834,0.03518487944086075,287.0341545513085,22.05383448203572,192.52879931423453,2.667399438411749,"(np.int64(0), np.int64(26), np.int64(0), np.int64(4), np.int64(18), np.int64(2))"
0.0028110181707029394,0.5253045546901356,0.0038620063634734673,0.08868614517163159,0.31727244814498406,0.0620638274590723,286.8213268566497,22.798804578779766,208.69969524656375,2.83943613458173,"(np.int64(0), np.int64(26), np.int64(0), np.int64(4), np.int64(16), np.int64(3))"
0.0014784536679995595,0.47021883112569685,0.012056300846895239,0.10025237105378824,0.361481059164379,0.05451298414124095,286.778438435168,25.901633775666443,180.01173986625147,3.7762614315855982,"(np.int64(0), np.int64(24), np.int64(1), np.int64(5), np.int64(18), np.int64(3))"
0.002998215185345016,0.5007403626577074,0.001219853733809339,0.05348957014971633,0.3821482590732562,0.059403739200165694,286.49977012892776,23.42189142222154,183.59941940657438,2.952991323573306,"(np.int64(0), np.int64(25), np.int64(0), np.int64(3), np.int64(19), np.int64(3))"
