Nucleophilic-HEA,Hydrophobic-BA,Acidic-CBEA,Cationic-ATAC,Aromatic-PEA,Amide-AAm,mu_GP,sigma_GP,mu_RF,EI
1.7592690202123164e-05,0.42511724891140373,0.00028093948059619605,0.10961334236548725,0.3734903065784923,0.09148056997381841,277.4550073936312,37.81258511358127,168.41777992511538,5.240873377832703
0.00275724862014008,0.45356584281421125,0.00039048302240988884,0.08374078708608852,0.3850981240896306,0.07444751436751972,285.38104029036106,30.68357643717333,173.4678763090334,4.957158717960727
0.00372509964130611,0.4284198024146163,0.00043099479503165024,0.08800133819420813,0.39641973341780345,0.08300303153703426,278.59437546997043,35.81845645892227,170.2698440350245,4.895773696569428
0.005188405615407644,0.41727031054732483,0.0019529529674232118,0.11175419770065032,0.3821710117407959,0.08166312142839809,277.253014163625,36.563213563235685,168.4523497360547,4.812968521689427
0.00042429323519266413,0.4128444413440402,0.006079419511086627,0.09050011590547243,0.40098074198822387,0.0891709880159843,273.65040959280935,39.14402422727989,170.84049876246266,4.783320884744222
0.0011307099766199734,0.49086667038518944,0.0006294416129636505,0.09821875966934956,0.34505891981856823,0.06409549853730928,291.08934791801147,25.24089063442376,178.51243376306005,4.723350985872954
0.000742141308681958,0.4881420152589943,0.0019207779607571922,0.0945441947078024,0.3541543288800887,0.06049654188367552,291.42390789043884,24.89047592056577,178.01021828097194,4.701471249598859
5.359310235017299e-06,0.4856991794340752,0.001064312219609824,0.11281859362310769,0.34331795718431357,0.057094598228658505,290.18575607049104,25.8863612383139,178.0484033875222,4.680887554646586
0.0005965998701715899,0.4610575003531157,0.006691952429289505,0.1074618158869057,0.34424431429667113,0.07994781716384644,283.8032298703269,30.480580798147546,170.71418878165161,4.487081513418996
0.002547898202723954,0.4420191182586726,0.0030793112270807777,0.09596576066117378,0.3943382382168215,0.06204967343352746,284.22603283323923,29.987346944423003,174.88872635228256,4.435865010770056
0.00026683628224678953,0.4348481988434391,0.005691929036093853,0.08439168351863746,0.3775251730319981,0.0972761792875847,273.7574398105117,37.84657078555233,169.33383604796552,4.430857763810091
0.00015371126944887313,0.4905347449924169,0.001066385093471161,0.1114176098503905,0.3453700382621225,0.05145751053215014,289.95774608919675,25.209483950661777,178.5398686926818,4.386247279059433
2.9141161185505648e-05,0.46191430850421433,0.0110225685969585,0.11530805569437937,0.34761768552172223,0.06410824052154009,285.79306498775895,28.41535371188105,172.18399140805718,4.328686419271222
1.4026914858979172e-05,0.485444443216126,0.0083887043128036,0.08335541525774674,0.35903728017868053,0.0637601301197842,289.58820177305785,25.020766252975744,177.3694692835669,4.220463615164151
0.0008075775395784025,0.38540931291838026,0.005638049436352717,0.09757537540102652,0.4332850845330504,0.07728460017161172,267.625915004929,40.96638056759064,159.68600606989148,4.095104266299215
0.0010451607858982005,0.4783265202119428,4.7648740339525885e-06,0.06022544288334192,0.37056095846457576,0.08983715278020726,280.10003835579204,31.98803666595456,181.77702351356282,4.0816167037955475
0.003960527295819777,0.42287545634356316,0.012998650479105102,0.11384610475179885,0.38011627921284663,0.06620298191686638,278.95960252812995,32.800513831741085,169.77821915718937,4.071541971828703
0.0011435443922751683,0.3666546870046224,0.0002252848197053367,0.1519649242592039,0.39982105666212114,0.08019050286207213,263.0589703946318,43.86737212124039,153.58554706675739,4.039082495084268
0.00964710150530511,0.4464366268180734,0.00020319586845413395,0.1187856746457185,0.3628349062261867,0.062092494936262184,282.4921676721305,29.960633205212314,170.3315450763752,4.012658951111226
0.005467386053831826,0.49239929647789277,0.00022934550749994067,0.08705408988970981,0.34644857563385023,0.06840130643721544,288.6213860472268,25.175027187571132,177.8705736545439,4.011731970452523
0.0019287787613534472,0.41852136238028553,0.0012670229242071431,0.11607544252335489,0.35675894809158676,0.1054484453192121,266.7918769810276,41.021259294236316,166.3181474870965,3.9587053991060674
6.95206356030312e-05,0.4528512001836153,1.0415995854091496e-05,0.12995245691242577,0.3724852078580092,0.04463119841449256,282.67875726938667,29.345236083161353,173.52966334326197,3.8690031132580627
0.00018970883566106803,0.5028522359510021,0.005767179466161858,0.08801941678626303,0.3500658247794064,0.05310563418150537,290.7028211171459,22.97446279169267,178.10472119607996,3.8443647119794058
7.502668032643604e-05,0.454270325268168,0.0063262301372960525,0.06002574599989837,0.40816655470322344,0.07113611721108774,280.65814036051785,30.756174537813987,180.28220881108362,3.8396433825177425
0.0013794778917026248,0.42461851014425805,0.006071061420757444,0.06838266927974625,0.3954996329046502,0.10404864835888554,265.13810324011007,41.64815020103951,169.57891726658184,3.830899163548173
0.0018068622729670411,0.4194782703058458,0.0007089986178440885,0.059299122407657695,0.4131476477716232,0.10555909862406232,261.6420334907424,43.972775484006384,177.5596826088121,3.82744926095308
0.002612897645878018,0.4673032031736497,0.00015289504868708955,0.08302000418096166,0.3921076260074184,0.05480337394340517,287.03936989273654,25.764899149687718,180.10253289919953,3.797493751835681
0.0014784536679995595,0.47021883112569685,0.012056300846895239,0.10025237105378824,0.361481059164379,0.05451298414124095,286.778438435168,25.901633775666443,180.01173986625147,3.7762614315855982
0.0046501488838983805,0.4118131915111144,0.009839525214853137,0.14195976737306798,0.3602830974572058,0.07145426955986038,273.4189698001617,35.705334894976666,162.75804383710968,3.7648682651297563
0.0022435558316660567,0.4871385541639004,1.5778905922949657e-05,0.09989408614201431,0.36482933844343296,0.0458786865130632,288.80339210785365,24.24836651141608,179.25136713683415,3.758430046302954
9.979973937488654e-05,0.4450300872174337,0.001134373146910075,0.06754270229127475,0.3765780807596773,0.10961495684532932,265.7350420163541,40.644035717345425,171.80632793172074,3.678072071224795
0.00014126774471782234,0.44498098231881694,0.016012889203733192,0.062036405958656296,0.3963237087171998,0.08050474605687591,276.330584350238,33.3180747788819,174.81406279731127,3.6740994288374855
0.004026134066596117,0.3659925312860698,0.0036733717565447244,0.11998822351343426,0.43203859185041654,0.0742811475269387,262.7138302061172,42.5995361137464,157.69948903420246,3.6638100291443596
0.0014290574441753684,0.4579805875835523,0.0017018058720026888,0.047926183775709355,0.414251738986767,0.0767106263377932,277.073892263696,32.679439761883586,181.74571750023983,3.6437510333425935
0.0010907477909132962,0.36853465888361914,0.007131567985728579,0.13349743720675106,0.42130433039545623,0.06844125773753189,264.6996919506094,41.19667307618604,158.65245435621236,3.6429589725402467
0.0001500320784681359,0.463686385584834,0.0046122902188661585,0.05516811014770019,0.40739155574748165,0.06899162622264991,281.53899276846073,29.418267425541647,183.92266961158685,3.6377031679526244
0.000134734248227771,0.4820161448597165,0.002676156092208114,0.12847613903573077,0.31732597948786756,0.06937084627624934,283.96077285708725,27.591204655163153,176.57883509311316,3.6313149812386403
0.003640610274587418,0.368962185582426,0.0001506899206888872,0.11454838660617772,0.39716298827043356,0.1155351393456865,250.9382985550069,49.90973553713576,152.29916578860318,3.59623382017641
0.0030886218861166962,0.4186731895702247,0.014348404344070016,0.14081727170913058,0.355331401187181,0.067741111303277,274.5191369320392,34.29772608321771,166.70821634880022,3.5918243029192087
0.0009994515768710634,0.44666883378820266,0.006066707382085237,0.14797505101952,0.33570793799939264,0.06258201823392832,278.3233454800989,31.58941118259883,168.38294084581767,3.5888987078482613
0.0018693840537272967,0.41623422404831356,0.013724745652335666,0.071593523007974,0.39548726731093164,0.10109085592671785,264.06173381228865,41.36792414009713,167.45647919156414,3.5802210762009983
0.014026147110294433,0.4258354204762575,0.0029019288003548013,0.09381238701206555,0.3722710280463385,0.09115308855468933,271.16581413656223,36.578108532472235,169.186037375772,3.579925651925418
0.002003608217603957,0.5191639960798832,0.0003234288109180807,0.06939594584689415,0.34840491783395516,0.06070810321074552,290.39671827510523,22.413382771834897,191.43028433428645,3.577570376867631
0.0018791936435657661,0.41905756705496305,0.0034189047063295317,0.14838600174168676,0.3365150016346276,0.0907433312188272,268.7311451558523,38.000861459081115,163.59627125842616,3.5190314250061956
0.00018718011291299594,0.385579344079442,0.017550775769190355,0.1338226415646015,0.400245200863417,0.06261485761043617,269.39708132570945,37.531167025162404,157.0581347165849,3.5141265108805397
0.0015147358373163455,0.40751265569066714,0.02002907700883538,0.07729111393859726,0.3956720498819596,0.09798036764262426,263.65118088528874,41.26742669529977,162.38699445439363,3.489039488888098
0.016016186311382748,0.43000275128980653,0.00038615539292692673,0.08003508761961577,0.3855259647450263,0.08803385464124179,271.62174883984414,35.87079786424392,170.81623356984292,3.4764625438704853
0.00019764522209413625,0.38724095446737544,0.007283735195209889,0.05874825788236519,0.4422432727232726,0.10428613450968269,252.24403598241133,48.39302438522039,161.48805226227734,3.4413187215055707
0.0019056987761751749,0.4703757514188764,0.010734298689897965,0.08555855802322423,0.34299061257576186,0.08843508051606434,278.5856007567665,30.851157673250952,176.53003702753168,3.434252327400432
0.00010963061911410389,0.3655037674776236,0.009721821199221357,0.16147252406689305,0.37629342293688045,0.0868988337002674,258.6283553052332,44.301378215644434,145.4036343290271,3.4334955059490397
