kx,energy,order
-0.11476510067114096,-0.4396984924623116,-2
-0.11476510067114096,0.44472361809045224,2
-0.11073825503355705,-0.41959798994974873,-2
-0.11073825503355705,0.41959798994974873,2
-0.10671140939597318,-0.3944723618090452,-2
-0.10671140939597318,0.3944723618090452,2
-0.10268456375838927,-0.3693467336683417,-1
-0.10268456375838927,0.3693467336683417,1
-0.09865771812080537,-0.3442211055276382,-1
-0.09865771812080537,0.3442211055276382,1
-0.0946308724832215,-0.31909547738693467,-1
-0.0946308724832215,0.31909547738693467,1
-0.09060402684563759,-0.2989949748743719,-1
-0.09060402684563759,0.29396984924623115,1
-0.08657718120805372,-0.26884422110552764,-1
-0.08657718120805372,0.26884422110552764,1
-0.08255033557046981,-0.24371859296482412,-1
-0.08255033557046981,0.24874371859296485,1
-0.07852348993288591,-0.2185929648241206,-1
-0.07852348993288591,0.2185929648241206,1
-0.07449664429530203,-0.1934673366834171,-1
-0.07449664429530203,0.19849246231155782,1
-0.07046979865771813,-0.16834170854271358,-1
-0.07046979865771813,0.16834170854271358,1
-0.06644295302013425,-0.14321608040201006,-1
-0.06644295302013425,0.14321608040201006,1
-0.06241610738255035,-0.11306532663316582,0
-0.06241610738255035,0.11306532663316582,0
-0.05838926174496645,-0.07286432160804018,0
-0.05436241610738257,0.012562814070351758,0
-0.05033557046979867,-0.0025125628140703626,0
-0.046308724832214765,-0.0025125628140703626,0
-0.04228187919463089,0.002512562814070307,0
-0.038255033557047013,-0.0025125628140703626,0
-0.03422818791946308,-0.44472361809045224,-2
-0.03422818791946308,0.002512562814070307,0
-0.03422818791946308,0.44472361809045224,2
-0.030201342281879207,-0.41959798994974873,-2
-0.030201342281879207,-0.007537688442211032,0
-0.030201342281879207,0.42462311557788945,2
-0.02617449664429533,-0.3894472361809045,-2
-0.02617449664429533,0.06281407035175879,0
-0.02617449664429533,0.3894472361809045,2
-0.022147651006711455,-0.364321608040201,-1
-0.022147651006711455,-0.1080402010050251,0
-0.022147651006711455,0.1080402010050251,0
-0.022147651006711455,0.35929648241206036,1
-0.018120805369127524,-0.14321608040201006,-1
-0.018120805369127524,0.14824120603015079,1
-0.014093959731543648,-0.1934673366834171,-1
-0.014093959731543648,0.1934673366834171,1
-0.010067114093959773,-0.23366834170854273,-1
-0.010067114093959773,0.2386934673366834,1
-0.006040268456375841,-0.24371859296482412,-1
-0.006040268456375841,0.24371859296482412,1
-0.0020134228187919656,-0.24371859296482412,-1
-0.0020134228187919656,0.24371859296482412,1
0.00201342281879191,-0.24371859296482412,-1
0.00201342281879191,0.24371859296482412,1
0.006040268456375841,-0.24371859296482412,-1
0.006040268456375841,0.24371859296482412,1
0.010067114093959717,-0.23366834170854273,-1
0.010067114093959717,0.24371859296482412,1
0.014093959731543593,-0.19849246231155776,-1
0.014093959731543593,0.1934673366834171,1
0.01812080536912747,-0.14824120603015073,-1
0.01812080536912747,0.14824120603015079,1
0.0221476510067114,-0.3592964824120603,-1
0.0221476510067114,-0.10301507537688442,0
0.0221476510067114,0.10301507537688448,0
0.0221476510067114,0.364321608040201,1
0.026174496644295275,-0.3894472361809045,-2
0.026174496644295275,-0.06281407035175879,0
0.026174496644295275,0.3894472361809045,2
0.03020134228187915,-0.42462311557788945,-2
0.03020134228187915,-0.007537688442211032,0
0.03020134228187915,0.41959798994974873,2
0.03422818791946308,-0.44974874371859297,-2
0.03422818791946308,-0.0025125628140703626,0
0.03422818791946308,0.44472361809045224,2
0.03825503355704696,-0.0025125628140703626,0
0.042281879194630834,-0.0025125628140703626,0
0.046308724832214765,0.002512562814070307,0
0.05033557046979864,0.002512562814070307,0
0.054362416107382516,0.017587939698492483,0
0.05838926174496639,0.07286432160804024,0
0.06241610738255032,-0.1080402010050251,0
0.06241610738255032,0.11306532663316582,0
0.0664429530201342,-0.13819095477386933,-1
0.0664429530201342,0.14321608040201006,1
0.07046979865771807,-0.16834170854271358,-1
0.07046979865771807,0.16834170854271358,1
0.074496644295302,-0.19849246231155776,-1
0.074496644295302,0.1934673366834171,1
0.07852348993288588,-0.22361809045226128,-1
0.07852348993288588,0.2185929648241206,1
0.08255033557046976,-0.24371859296482412,-1
0.08255033557046976,0.24874371859296485,1
0.08657718120805363,-0.26884422110552764,-1
0.08657718120805363,0.27386934673366836,1
0.09060402684563756,-0.2989949748743719,-1
0.09060402684563756,0.29396984924623115,1
0.09463087248322144,-0.3241206030150754,-1
0.09463087248322144,0.31909547738693467,1
0.09865771812080532,-0.3442211055276382,-1
0.09865771812080532,0.3442211055276382,1
0.10268456375838925,-0.3693467336683417,-1
0.10268456375838925,0.3693467336683417,1
0.10671140939597312,-0.3944723618090452,-2
0.10671140939597312,0.3944723618090452,2
0.110738255033557,-0.41959798994974873,-2
0.110738255033557,0.41959798994974873,2
0.11476510067114093,-0.44472361809045224,-2
0.11476510067114093,0.4396984924623115,2
0.1187919463087248,-0.46984924623115576,-2
0.1187919463087248,0.46482412060301503,2
