start_dates,end_dates,glacier_area,region,combined_gt,combined_gt_errors,combined_mwe,combined_mwe_errors,region_id,region_name,region_code
2000.0,2001.0,89847.1,alaska,45.88379869548132,50.97137265990765,0.5122242597518045,0.5889067195856142,1,Alaska,ALA
2001.0,2002.0,89430.82,alaska,-27.10431231414758,45.315105856652586,-0.3039877071899747,0.5238527511556423,1,Alaska,ALA
2002.0,2003.0,89014.54,alaska,-49.090521732004326,43.73940940981681,-0.5531482434367275,0.5050664792014296,1,Alaska,ALA
2003.0,2004.0,88598.26,alaska,-60.38343349383753,32.762711072604006,-0.6835927576961328,0.3773014296801541,1,Alaska,ALA
2004.0,2005.0,88181.98,alaska,-139.61243654977957,34.0179893706625,-1.587994895921324,0.3850590263517239,1,Alaska,ALA
2005.0,2006.0,87765.7,alaska,-75.9364588983793,34.00214171122874,-0.8678214126892201,0.3907888797724588,1,Alaska,ALA
2006.0,2007.0,87349.42,alaska,-33.62467247388402,33.41346150038564,-0.3861027357016897,0.3859504506333436,1,Alaska,ALA
2007.0,2008.0,86933.14,alaska,-49.64964952566811,33.02440892276953,-0.5728430684278183,0.3808597452132063,1,Alaska,ALA
2008.0,2009.0,86516.86,alaska,36.92273833725146,32.58004055973452,0.4280534436504274,0.3761956743143984,1,Alaska,ALA
2009.0,2010.0,86100.58,alaska,-91.88170145027088,32.24465731114693,-1.0703548800508138,0.3691178034732737,1,Alaska,ALA
2010.0,2011.0,85684.3,alaska,-73.86920837996944,32.343385894189225,-0.8647031349786927,0.3716170832318943,1,Alaska,ALA
2011.0,2012.0,85268.02,alaska,-45.5027751725263,29.157521312501565,-0.5352498422655079,0.3361901459132969,1,Alaska,ALA
2012.0,2013.0,84851.74,alaska,55.42475171089546,30.148080936014395,0.6551607107852443,0.3471983372878921,1,Alaska,ALA
2013.0,2014.0,84435.46,alaska,-119.81656842938212,29.00415627332505,-1.4233012969736627,0.3282110128846671,1,Alaska,ALA
2014.0,2015.0,84019.18,alaska,-96.90050239940116,28.81743768287512,-1.1567844227390354,0.3285408285541129,1,Alaska,ALA
2015.0,2016.0,83602.9,alaska,-73.32394274102282,28.97833324745177,-0.879689298701769,0.3324529143498325,1,Alaska,ALA
