feature,importance
d_inter_Tail_base_rmean15,0.041706363127923016
d_inter_Tail_base,0.036116646024085944
d_inter_Tail_end,0.036027603786750614
d_Lat_right_Tail_end_a1,0.03258941387693588
vel_Nose_a2_rstd15,0.030658321679575752
bbox_h_a2,0.025707484640247358
bbox_w_a2,0.025195746887121867
d_Center_Lat_right_a1,0.020261573554197235
d_cross_Center1_Tail_base2,0.02003087981570906
angle_a2,0.01983247202605052
angle_a1,0.019778600601436956
rel_angle_1_to_2_rmean15,0.018882662562987446
d_Ear_right_Tail_end_a1,0.01846176093004514
inter_center_dist_d1_rmean15,0.01646718089996276
d_Center_Tail_end_a1,0.015380844967939417
angvel_a2_rmean15,0.014774255295489386
rel_angle_1_to_2,0.014609404836752243
prob_Ear_right_2,0.014466675023853005
d_inter_Lat_right,0.01391347626871337
inter_center_dist_rmean15,0.01287661963694492
d_inter_Center_rmean15,0.010969367360089282
d_inter_Ear_right,0.010843368688188849
d_inter_Center,0.010767986497312605
d_Lat_right_Tail_base_a2,0.010110440506012288
d_cross_Tail_base1_Center2,0.01005803741245907
vel_Center_a2_rstd15,0.010048908969020139
rel_angle_1_to_2_rstd15,0.00956117178972832
prob_Tail_base_1,0.00955245967355516
inter_center_dist,0.0094497455256151
d_inter_Lat_left,0.009357087882418607
d_Tail_base_Tail_end_a1,0.008923190659400131
d_cross_Tail_base1_Nose2,0.008528182800342872
d_Nose_Ear_left_a1,0.008437618607006888
d_cross_Nose1_Tail_base2,0.008300894275894354
d_inter_Nose_rmean15,0.00810260758724075
d_Center_Tail_base_a2,0.007881785103576905
d_Ear_right_Tail_base_a2,0.007787106586821741
vel_Center_a2_rmean15,0.007693412948177889
d_Nose_Ear_right_a1,0.007638391777819728
vel_Nose_a2_rmean15,0.007544067122888944
vel_Center_a1_rmean15,0.00727418520208051
bbox_w_a1,0.006797715530601593
d_Ear_left_Tail_base_a2,0.00667676169739201
angvel_a2_rstd15,0.0066575277770435
angvel_a1_rmean15,0.006628497468478632
vel_Center_a1_rstd15,0.0066204155047629235
d_cross_Center1_Nose2,0.006563350445555204
d_inter_Nose,0.0064962661777644105
d_Lat_left_Tail_base_a1,0.006101827944468266
d_Nose_Lat_left_a2,0.005472791746693141
d_inter_Ear_left,0.005424882591726535
bbox_h_a1,0.005418876326279117
d_Ear_left_Center_a2,0.005387315385326728
d_cross_Nose1_Center2,0.005204837880927749
d_Lat_left_Tail_base_a2,0.0051402292509870095
d_Nose_Center_a1,0.005077201326867028
d_Lat_right_Tail_base_a1,0.005050659608850018
angvel_a2,0.004947197147324969
d_Ear_right_Tail_end_a2,0.004887525808860432
bbox_diag_a1,0.004847386706753655
d_Ear_right_Center_a2,0.004726251061944643
d_Lat_right_Tail_end_a2,0.004537229929872309
