wacc,lcoh_production,total_delivered,eu_benchmark,competitive,electricity,electrolyzer,h2_storage,battery
0.04,1.6961763213947016,3.823164509066364,6.749389182677239,True,0.5092616403663928,0.5052657385629902,0.2697810815181283,0.41186786094719047
0.045,1.7583418079151016,3.9127465176046834,6.749389182677239,True,0.5290279702755563,0.5213356003864482,0.2842245906676108,0.42375364658548625
0.049999999999999996,1.8219297876124045,4.004441931386267,6.749389182677239,True,0.5492924230258658,0.5377569124027836,0.29903208452476143,0.43584836765899404
0.05499999999999999,1.8868992785227783,4.098186587474312,6.749389182677239,True,0.5700382859664959,0.5545211436108658,0.3141913509426507,0.448148498002766
0.05999999999999999,1.9532078589831572,4.193914090061374,6.749389182677239,True,0.5912482745984581,0.571619436254311,0.3296897599176089,0.46065038821277926
0.06499999999999999,2.020811968557628,4.291556302609533,6.749389182677239,True,0.6129046704328849,0.5890426556158954,0.3455143643240318,0.4733502781848158
0.06999999999999998,2.0896671979854604,4.39104382113081,6.749389182677239,True,0.6349894531671119,0.6067814387985467,0.3616519964971275,0.4862443095226745
0.07499999999999998,2.1597285653633644,4.492306423938942,6.9995913931660985,True,0.6574844258220772,0.6248262421124,0.3780893596724091,0.4993285377564778
0.07999999999999999,2.2309507762835072,4.595273494079278,7.2555232637772225,True,0.6803713317489544,0.6431673867339316,0.39481311348393217,0.5125989443166893
0.08499999999999998,2.3032884661529756,4.699874411509348,7.517017747141305,True,0.7036319626736374,0.661795102350979,0.41180995291377714,0.5260514482145819
0.08999999999999997,2.376696423405396,4.806038912933996,7.7839019790038035,True,0.7272482571973978,0.6806995685552455,0.4290666802677344,0.5396819173850185
0.09499999999999997,2.4511297927711206,4.913697417977934,8.055998523579392,True,0.7512023894050873,0.6998709537909507,0.44657026992244747,0.5534861796526356
0.09999999999999998,2.526544258189688,5.02278132108988,8.333126572089554,True,0.7754768474442345,0.7192994517136385,0.4643079257441593,0.5674600332876558
0.10499999999999998,2.602896205321707,5.133223249206559,8.615103082818736,True,0.8000545021263082,0.73897531485623,0.4822671312165311,0.5815992571226376
0.10999999999999996,2.6801428639431517,5.244957285755622,8.901743853195383,True,0.8249186657636128,0.758888885539625,0.5004356924335099,0.595899620206404
0.11499999999999996,2.7582424307817637,5.357919162041609,9.192864516551271,True,0.8500531415910637,0.7790306240020964,0.5188017742124514,0.6103568909761524
0.11999999999999997,2.8371541735831904,5.472046417439278,9.488281458275058,True,0.8754422642318801,0.7993911337551062,0.5373539296629158,0.6249668459332881
0.12499999999999997,2.916838517375341,5.587278530117196,9.787812648009622,True,0.9010709317511053,0.8199611842028338,0.5560811236085844,0.6397252778128173
0.12999999999999995,2.997257114036108,5.70355702023674,10.091278386309595,True,0.9269246299025464,0.8407317305885657,0.5749727503048072,0.6546280032401887
0.13499999999999995,3.0783728963656802,5.820825527724011,10.398501965751844,True,0.9529894492153441,0.861693931353164,0.5940186459239769,0.6696708698731955
0.13999999999999996,3.1601501179245117,5.939029866802493,10.709310247862623,True,0.9792520955883102,0.8828391630092322,0.6132090962969471,0.6848497630300222
0.14499999999999996,3.2425543799260224,6.058118059510264,11.023534158383917,True,1.0056998950659717,0.9041590326494491,0.6325348404029476,0.7001606118076535
0.14999999999999994,3.3255526464739593,6.178040350415635,11.341009104351222,True,1.0323207934624217,0.9256453882190963,0.6519870700947288,0.7155993946977127
0.15499999999999994,3.409113249412477,6.298749204696831,9.86805573642767,True,1.0591033514801,0.9472903266912671,0.6715574265317905,0.7311621447093197
