hex_id,lat,lon,theo_pv,theo_wind,ocean_dist_km,road_dist_km,waterbody_dist_km,grid_dist_km,scenario,scenario_name,africa_wacc,europe_wacc,lcoh_production,water_cost,nh3_conversion,transport_to_port,shipping,reconversion,total_delivered,eu_benchmark,cost_advantage,competitive,pv_share,wind_share,effective_cf,electricity_cost,electrolyzer_cost,h2_storage_cost,battery_cost,pv_lcoe,wind_lcoe
hex_000,-19.71252741732844,21.42667018270944,0.6634168884306757,0.6221119988358864,401.9486959865509,99.3287389791286,209.80741851465152,148.1040023836202,baseline,Baseline (High Risk),0.1,0.07,2.645464797183058,0.03080247273240052,1.050340541157343,0.12058460879596526,0.5406255272563162,0.8028631033239937,5.190681050449076,8.333126572089558,3.1424455216404823,True,0.7160653292212733,0.2839346707787267,0.6,0.8943973864376039,0.7192994517136386,0.46430792574415936,0.5674600332876558,0.013140299282823523,0.0282923551773676
hex_001,-23.73345872297537,24.54513625407894,0.8468278354591481,0.6169796764044917,403.1165214670598,107.64313184893224,176.4293997201662,164.2124173809309,baseline,Baseline (High Risk),0.1,0.07,2.4860096394952134,0.030075412970750368,1.0416054316564625,0.12093495644011792,0.6179511292879879,0.8028631033239937,5.099439673174526,8.333126572089558,3.233686898915032,True,0.7785103769422614,0.22148962305773856,0.6,0.7349422287497595,0.7192994517136386,0.46430792574415936,0.5674600332876558,0.010294296075579537,0.02852770407890677
hex_002,-18.69682496106341,15.561555013934129,0.5817130228384195,0.649807766345918,238.2976785700376,17.689641590834682,63.933817239716994,25.688858679272823,baseline,Baseline (High Risk),0.1,0.07,2.722797001771438,0.02775179538756667,1.0545768749631546,0.07148930357101127,0.5210927877127579,0.8028631033239937,5.200570866729922,8.333126572089558,3.1325557053596356,True,0.6723533926079319,0.3276466073920681,0.6,0.971729591025984,0.7192994517136386,0.46430792574415936,0.5674600332876558,0.01498590562872795,0.02708649317958027
hex_003,-20.631583651287634,16.186435884488162,0.7165114970014225,0.5352271773235865,149.00878280554892,66.93030108114688,242.2167352237675,106.87281353179937,baseline,Baseline (High Risk),0.1,0.07,2.6167169385992435,0.03069090449304961,1.0487657053459043,0.044702634841664673,0.5582996856016853,0.8028631033239937,5.102038972205541,8.333126572089558,3.2310875998840167,True,0.7724130057639995,0.22758699423600048,0.6,0.8656495278537898,0.7192994517136386,0.46430792574415936,0.5674600332876558,0.012166582810940319,0.032885126871137586
hex_004,-27.86987182534821,17.57378135786131,0.7662753065105006,0.486505253193377,349.6854701288347,13.920513195117785,216.0451032366615,15.195472596163658,baseline,Baseline (High Risk),0.1,0.07,2.5887711737394508,0.030924176767308242,1.0472348090131933,0.10490564103865041,0.6974975351028502,0.8028631033239937,5.272196438985446,8.333126572089558,3.0609301331041117,True,0.8,0.19999999999999996,0.6,0.8377037629939967,0.7192994517136386,0.46430792574415936,0.5674600332876558,0.011376454897074466,0.03617846573214886
hex_005,-17.292531780358928,13.65259902718,0.8086222331359278,0.5380422683640402,301.13095579381485,80.99657107173759,223.0002811550848,126.02775071490714,baseline,Baseline (High Risk),0.1,0.07,2.5287925359454824,0.03106041002017614,1.0439491205698654,0.09033928673814445,0.49408714962228717,0.8028631033239937,4.99109160621995,8.333126572089558,3.3420349658696082,True,0.8,0.19999999999999996,0.6,0.7777251252000286,0.7192994517136386,0.46430792574415936,0.5674600332876558,0.010780678672970927,0.032713068593447615
hex_006,-19.866323576115764,12.818901074696605,0.8211226579792855,0.2968998349062955,174.40940070443244,34.46682027684199,43.66203670940741,85.8159970215324,baseline,Baseline (High Risk),0.1,0.07,2.7945414968637974,0.027337840920018654,1.0585071085774473,0.05232282021132973,0.543583145694534,0.8028631033239937,5.279155515591121,8.333126572089558,3.053971056498437,True,0.8,0.19999999999999996,0.6,1.0434740861183436,0.7192994517136386,0.46430792574415936,0.5674600332876558,0.010616558170141907,0.05928266560579951
hex_007,-19.567228336676557,17.65986896716307,0.8293347235199925,0.3329331291365369,51.56533394706672,79.4712935283363,41.50737207685166,40.40842627218149,baseline,Baseline (High Risk),0.1,0.07,2.7244289929775865,0.027281107386040754,1.0546662770376742,0.015469600184120014,0.5378313141668569,0.8028631033239937,5.162540395076272,8.333126572089558,3.170586177013286,True,0.8,0.19999999999999996,0.6,0.9733615822321326,0.7192994517136386,0.46430792574415936,0.5674600332876558,0.010511433099362411,0.05286651309473251
hex_008,-27.46263640789345,14.176730886712376,0.7151274927751562,0.3515950581468396,338.58742899357145,87.51235910013904,278.63095254691973,30.333727092025157,baseline,Baseline (High Risk),0.1,0.07,2.7645146278530053,0.03226726925957314,1.0568622073238214,0.10157622869807142,0.6896660847671818,0.8028631033239937,5.4477495212256475,8.333126572089558,2.8853770508639105,True,0.8,0.19999999999999996,0.6,1.0134472171075517,0.7192994517136386,0.46430792574415936,0.5674600332876558,0.012190129104712658,0.05006046934771233
hex_009,-23.5953687452532,20.377395925555145,0.7037648207335433,0.4004129758597777,125.48262700606044,92.4690515382012,122.28556717835748,148.97292018353946,baseline,Baseline (High Risk),0.1,0.07,2.709996460881191,0.02897508519798646,1.0538756488130057,0.03764478810181813,0.6152955527933308,0.8028631033239937,5.248650639111325,8.333126572089558,3.0844759329782327,True,0.8,0.19999999999999996,0.6,0.9589290501357369,0.7192994517136386,0.46430792574415936,0.5674600332876558,0.012386945477286377,0.043957150972377006
hex_010,-24.550423709209024,17.12012686421263,0.8357975881257154,0.6099661340085155,422.19778623486286,13.82117256875169,93.77986407537722,46.7952772915371,baseline,Baseline (High Risk),0.1,0.07,2.4955450857724046,0.028341334784516233,1.042127792730126,0.12665933587045886,0.6336619944078659,0.8028631033239937,5.129198646889364,8.333126572089558,3.203927925200194,True,0.778101093096951,0.22189890690304903,0.6,0.744477675026951,0.7192994517136386,0.46430792574415936,0.5674600332876558,0.010430152691404264,0.028855722719388344
hex_011,-17.878820133816777,22.657494744809725,0.7308695675118385,0.4141781416959909,116.02705300250128,110.00540957137534,149.13229337870234,231.6544290023153,baseline,Baseline (High Risk),0.1,0.07,2.676169883976675,0.029533325100762006,1.0520225958444755,0.03480811590075038,0.5053619256503227,0.8028631033239937,5.10075894979698,8.333126572089558,3.2323676222925783,True,0.8,0.19999999999999996,0.6,0.9251024732312215,0.7192994517136386,0.46430792574415936,0.5674600332876558,0.011927567996758077,0.04249623980419093
hex_012,-21.273618559032023,20.803711428031487,0.6224313676662078,0.4932756168940916,64.01349026105385,28.395464916490816,200.5449427652568,147.35997922659678,baseline,Baseline (High Risk),0.1,0.07,2.7383439451967644,0.02909030493882037,1.0554285517304252,0.01920404707831615,0.5706465107506159,0.8028631033239937,5.215576463018936,8.333126572089558,3.1175501090706224,True,0.7578806768082647,0.24211932319173535,0.6,0.9872765344513107,0.7192994517136386,0.46430792574415936,0.5674600332876558,0.014005554533578018,0.03568190485877191
hex_013,-19.12686064075004,15.373132979348576,0.6366712785996519,0.7448842446679098,375.6895757349587,5.452094184965394,286.9088608288561,89.98310211103508,baseline,Baseline (High Risk),0.1,0.07,2.6259816211259586,0.03241841135759433,1.0492732337164834,0.1127068727204876,0.5293627046298084,0.8028631033239937,5.152605946874326,8.333126572089558,3.180520625215232,True,0.6608365482798984,0.33916345172010165,0.6,0.8749142103805047,0.7192994517136386,0.46430792574415936,0.5674600332876558,0.013692303636552623,0.02362919306880228
hex_014,-23.67902961407203,22.651637219532816,0.6580547713998388,0.4965604043407861,77.44509931477738,67.02744385758652,89.50163693020623,149.7742954129471,baseline,Baseline (High Risk),0.1,0.07,2.692228906786575,0.028283712046352952,1.052902324821297,0.023233529794433213,0.6169044156552314,0.8028631033239937,5.2164159924278835,8.333126572089558,3.1167105796616745,True,0.7699342821972968,0.23006571780270324,0.6,0.9411614960411211,0.7192994517136386,0.46430792574415936,0.5674600332876558,0.013247372167387278,0.03544586615707591
hex_015,-26.27313533858268,22.266701004955227,0.7997160744053764,0.660627335270063,88.8780555894052,45.13975177963021,277.818486647048,10.586948402275889,baseline,Baseline (High Risk),0.1,0.07,2.5137454931025176,0.029272126432587336,1.0431248288454482,0.026663416676821556,0.6667910642035132,0.8028631033239937,5.082460032584882,8.333126572089558,3.2506665395046763,True,0.747621928586724,0.25237807141327595,0.6,0.7626780823570639,0.7192994517136386,0.46430792574415936,0.5674600332876558,0.010900739327692593,0.026642878202991313
