candidate_id,score,hidden_label
49,0.9200499855610907,1
44,0.8430588106089846,1
7,0.840825829466544,1
34,0.8073078348063295,1
37,0.7861267840859809,1
46,0.7831259225625918,1
15,0.7634363833349946,1
10,0.7387810460222238,1
11,0.7228264409792073,1
1,0.7158494645010164,1
23,0.7125517230586043,1
24,0.698810130394907,1
47,0.6943224830835898,1
29,0.693597078320397,1
40,0.6932556971899377,1
12,0.6926497098797478,1
43,0.689136827645241,1
41,0.6876538129106075,1
6,0.6872172323116926,1
0,0.680147618402898,1
14,0.6764897813044072,1
36,0.6760973954065376,1
28,0.6741798865518714,1
39,0.6665957660499009,1
25,0.6575682866444055,1
21,0.6517890642710383,1
2,0.647103457356534,1
4,0.6254395057793933,1
17,0.6250861086751739,1
31,0.6226696068759283,1
8,0.6209352177738405,1
27,0.6153568524984037,1
38,0.6099679480708038,1
9,0.6055430120216072,1
48,0.6030235527071335,1
828,0.590033643607441,0
416,0.5851701398184643,0
695,0.5845228165874929,0
35,0.5830958389601725,1
33,0.5829395312689282,1
861,0.578089036393797,0
3,0.5731289793491271,1
13,0.5683438346350155,1
32,0.5625777106332033,1
5,0.5610024134004246,1
901,0.5537949934631807,0
758,0.5492779057929751,0
956,0.5479240838735405,0
375,0.5460822745398545,0
103,0.5442659277080469,0
664,0.5434030744939519,0
42,0.5329933008298768,1
22,0.5279064222267557,1
19,0.525255471225803,1
877,0.5234707764318798,0
16,0.5186942543257902,1
699,0.5180410637482471,0
234,0.5135225381632144,0
902,0.5131157397944069,0
329,0.5121722474865571,0
665,0.5098612129919111,0
745,0.5072693088038447,0
726,0.5071778561733911,0
627,0.5040423300853127,0
342,0.503315132116149,0
706,0.499388438527984,0
484,0.49715038548837787,0
30,0.49638370813935284,1
45,0.49434263862458216,1
204,0.4930611629935432,0
361,0.4919226082659207,0
516,0.49134268360933075,0
478,0.4905683901676421,0
960,0.48980965687197897,0
744,0.4883747194872645,0
881,0.48019991346364044,0
581,0.4747155149253123,0
272,0.47107603013990706,0
707,0.46934271222311247,0
619,0.4681022289814042,0
961,0.4680616169949394,0
158,0.46156805683206026,0
20,0.4589917954649922,1
815,0.45877606876500754,0
305,0.4543787015641486,0
582,0.4531641667718109,0
418,0.45225464689147243,0
791,0.4521659228569994,0
18,0.45185327122389873,1
291,0.44967481847970575,0
768,0.4475624736052227,0
907,0.44668598853129626,0
668,0.4446842127195725,0
287,0.4440557997075316,0
322,0.4434212433817465,0
339,0.44341012052959305,0
79,0.4432941160638625,0
199,0.4420962175730605,0
300,0.4416561316189288,0
444,0.4397622356290831,0
772,0.4386431520706737,0
205,0.43782236627301085,0
347,0.437080189528563,0
633,0.43571026510596034,0
273,0.43445694741633734,0
854,0.43276834084838145,0
749,0.43198511035027665,0
135,0.43183900177316564,0
58,0.4313931628318613,0
911,0.42719568688457993,0
162,0.4270181079379145,0
778,0.4253271964334224,0
494,0.4247573429026951,0
503,0.42401748282645657,0
410,0.41867972254073726,0
412,0.41806801827750983,0
631,0.418048517161128,0
176,0.4169744597420032,0
252,0.41669837901438134,0
746,0.41505446351629205,0
872,0.41433661906557273,0
515,0.4106786852924449,0
336,0.40915341805813055,0
578,0.4081627649036038,0
933,0.4064086570599247,0
146,0.405989703920015,0
74,0.4059820968201548,0
134,0.40488082493818367,0
806,0.40306834768694966,0
723,0.4003725978124124,0
702,0.39967209605106546,0
663,0.39957316675268684,0
866,0.39946406253222666,0
954,0.3982551124712389,0
938,0.39689038696704826,0
930,0.39685619896596125,0
928,0.3964736063972144,0
284,0.39633319040972464,0
186,0.39471116483528024,0
567,0.39372593887903495,0
88,0.3932578886666312,0
856,0.39229458742667866,0
245,0.39163976457808014,0
67,0.3903310810435785,0
620,0.3889063950735073,0
900,0.3888482701167285,0
686,0.38844741029066837,0
256,0.3882858522350012,0
951,0.3858672133676473,0
384,0.38569501804210216,0
725,0.385595896808641,0
464,0.3847958942127985,0
140,0.3838021463659685,0
650,0.3835009388952133,0
267,0.383138394626067,0
386,0.3818651771414989,0
338,0.3813900597063874,0
425,0.3801118562908457,0
595,0.37993240860253874,0
385,0.3787710848103418,0
990,0.378174988657606,0
26,0.3779888347015385,1
909,0.3777412436452561,0
93,0.3772976901797726,0
986,0.3766997291826705,0
638,0.376336452776959,0
498,0.3756514005157784,0
644,0.3753871960832871,0
924,0.37508140770966325,0
403,0.37408509257769884,0
648,0.37405138330342497,0
996,0.37392084840928025,0
971,0.37382227557062797,0
984,0.373223638058374,0
568,0.37135400902600013,0
397,0.3702394543835768,0
590,0.36927223205894955,0
423,0.3677256871760039,0
827,0.3670374842706994,0
118,0.36608933910838604,0
192,0.3653025987909227,0
148,0.36522902662203327,0
292,0.36500653154722,0
348,0.3643433533961212,0
975,0.36421489311571453,0
456,0.3641848135433676,0
696,0.3637950449544793,0
191,0.3629341904429423,0
571,0.3619562739919228,0
858,0.36134090748592007,0
937,0.3603473403241852,0
197,0.3589936862545059,0
765,0.35855861773086717,0
293,0.3583587262316391,0
660,0.3582165960847866,0
626,0.35687346043099516,0
920,0.3560033017282679,0
66,0.3558269420940571,0
610,0.35562260034326676,0
236,0.3543063328969064,0
953,0.35391321132235953,0
319,0.35384190455876474,0
437,0.35360239157763956,0
893,0.35280121308865703,0
311,0.3523121248258282,0
203,0.35230667589343034,0
876,0.3515062083794367,0
201,0.3506412307791109,0
368,0.34964949534562717,0
442,0.3494812713800467,0
127,0.3485251930073629,0
211,0.3475618467807272,0
196,0.34636582337309746,0
504,0.34488101602460824,0
490,0.344852949335286,0
208,0.34436446826753153,0
874,0.34380837602903785,0
958,0.3431773430315209,0
407,0.3427659484692472,0
261,0.3427567905721318,0
846,0.3417812696708647,0
394,0.3412040707226464,0
965,0.3405814093838267,0
623,0.340172348719244,0
637,0.34011080137347083,0
832,0.3398059650476985,0
195,0.3394020275439567,0
131,0.3390587518079446,0
878,0.3382073006350249,0
275,0.33804096317903326,0
862,0.3374008085219464,0
50,0.33671635969185965,0
614,0.33595201123332125,0
129,0.3359433903729975,0
780,0.3350665012642672,0
489,0.334574687347472,0
885,0.3341601550938479,0
241,0.33404761688215356,0
904,0.3336278780236877,0
966,0.33311899026229874,0
915,0.3330353933041557,0
167,0.3328897392961748,0
593,0.3323740183892737,0
941,0.3299718485352202,0
698,0.32967994153751756,0
762,0.3291370550384847,0
369,0.328872908419133,0
747,0.3288122241192182,0
110,0.3283448137168762,0
691,0.32807277078550134,0
921,0.32788236306580043,0
800,0.32756919243668986,0
75,0.3265165460799058,0
709,0.3258005773406133,0
55,0.32560743740732884,0
714,0.3255443176584537,0
618,0.3254980075327845,0
187,0.3252715364486394,0
655,0.32456314915163625,0
704,0.32398664174515795,0
294,0.32364578250257126,0
91,0.32357334325742815,0
57,0.32341465851680595,0
676,0.3231600997841261,0
896,0.3230692090240008,0
964,0.3230038075112079,0
776,0.3228955472440226,0
