z,LCDM_dDVrd,EDE_dDVrd,w0wa_dDVrd,LCDM_dFAP,EDE_dFAP,w0wa_dFAP,LCDM_dmu,EDE_dmu,w0wa_dmu
0.01,0.00012102555001658466,0.00015904453476123237,-0.004028485066600362,-9.111032658448009e-07,-1.1973031350878682e-06,3.0068584006738217e-05,-0.024165809936533833,-0.110961912424834,0.12154435423660459
0.035151515151515156,0.00042545719474240684,0.0005592074544058523,-0.013353153013119567,-1.1362903024336735e-05,-1.4934411817643656e-05,0.00034555853575322926,-0.023671159638546158,-0.11031179173193095,0.10597135741299724
0.06030303030303031,0.0007294788238891847,0.0009589703868408961,-0.021618289688383308,-3.3721261039461325e-05,-4.432664623252314e-05,0.0009443851774318113,-0.023178222822608063,-0.10966378323376347,0.091766048074021
0.08545454545454546,0.0010325398766681815,0.0013576087953259819,-0.028932368484353432,-6.822238369418032e-05,-8.969123819904667e-05,0.0017582191394940327,-0.02268764611917362,-0.10901873812120044,0.07882080213654064
0.11060606060606061,0.0013341197118283965,0.0017544364432973136,-0.03539167869748061,-0.00011504506824246141,-0.0001512700348696716,0.0027262077245929772,-0.022200039087614698,-0.10837745969999446,0.06703687861436691
0.13575757575757577,0.001633729735378786,0.0021488082744940407,-0.04108200945068241,-0.00017431320371782966,-0.0002292326946939649,0.0037945542898471796,-0.02171597245231993,-0.10774070100195132,0.05632349576171691
0.16090909090909095,0.0019309149775548207,0.0025401225780707914,-0.0460800563010646,-0.00024609867928129803,-0.0003236804258260617,0.004916074970117701,-0.021235976874329765,-0.10710916309425045,0.0465970335017829
0.1860606060606061,0.0022252551474617466,0.0029278224731648095,-0.05045460067271479,-0.00033042461338483875,-0.0004346501543300574,0.006049744852851147,-0.0207605422261139,-0.10648349404621626,0.03778034248114892
0.21121212121212124,0.0025163652017232696,0.0033113967579743164,-0.054267502614369745,-0.000427268820817589,-0.0005621190140233656,0.0071602427982576655,-0.020290117330944213,-0.1058642885050034,0.02980214321495822
0.2363636363636364,0.002803895469383866,0.003690380176381902,-0.05757453971227311,-0.0005365674400090725,-0.0007060090564327548,0.00821750181918851,-0.019825110123626644,-0.10525208782500073,0.022596501421432436
0.26151515151515153,0.0030875313793259362,0.004064353160745826,-0.0604261188652363,-0.0006582186494800135,-0.0008661920875909779,0.009196270160008846,-0.019365888187010682,-0.1046473806924979,0.016102367859090805
0.2866666666666667,0.003366992838697902,0.004432941112736621,-0.06286788272137711,-0.0007920864096808145,-0.0010424945477868208,0.010075686835646747,-0.018912779616698572,-0.10405060418453616,0.010263172842826407
0.3118181818181819,0.0036420333115476655,0.004795813285328077,-0.06494122862686247,-0.0009380041743045076,-0.0012347023604602492,0.010838874324650027,-0.018466074166759938,-0.10346214520085084,0.005026467179597205
0.33696969696969703,0.003912438646213712,0.005152681328564723,-0.06668375474567667,-0.0010957785231598405,-0.0014425656867662617,0.011472550284832017,-0.01802602463011027,-0.10288234220892178,0.0003436025811325294
0.3621212121212122,0.004178025698266197,0.005503297559702913,-0.06812964541964506,-0.0012651926766383825,-0.0016658035326244658,0.011966659522411105,-0.017592848409066164,-0.1023114872441937,-0.0038305542815848526
0.3872727272727273,0.004438640793197557,0.0058474530152230475,-0.06931000572736323,-0.001446009859427111,-0.001904108164994034,0.012314026952629398,-0.01716672923446083,-0.10174982811137312,-0.007537878984777535
0.41242424242424247,0.00469415806979212,0.00618497533818263,-0.07025315347377259,-0.0016379764883068249,-0.0021571493034818756,0.012510031908082475,-0.01674781899458111,-0.10119757073581326,-0.010817221935958798
0.4375757575757576,0.004944477741430697,0.00651572654975352,-0.0709848754236917,-0.0018408251654632446,-0.0024245780620332225,0.012552303854424463,-0.01633623963886066,-0.10065488161929181,-0.013704619789891126
0.46272727272727276,0.00518952430862929,0.006839600748811847,-0.07152865342360115,-0.0020542774646842288,-0.0027060306232581377,0.012440439341707576,-0.015932085124852335,-0.10012189035858654,-0.016233488592469314
0.4878787878787879,0.00542924475207518,0.0071565217782763035,-0.07190586508965635,-0.002278046503062292,-0.003001131634867149,0.01217573983813014,-0.015535423380789837,-0.09959869219031958,-0.01843480107714157
0.5130303030303031,0.005663606731402204,0.007466440891753079,-0.07213596293917801,-0.0025118392953586977,-0.003309497323685573,0.01176096994991016,-0.015146298259793411,-0.09908535053036616,-0.02033725014267418
0.5381818181818182,0.0058925968110692395,0.0077693344490179506,-0.07223663517828238,-0.002755358892031934,-0.003630738327836114,0.011200135417814061,-0.014764731465227499,-0.09858189948053564,-0.02196740020688992
0.5633333333333334,0.0061162187310208616,0.00806520166410718,-0.07222395080606991,-0.00300830630511173,-0.00396446225190783,0.01049828019124055,-0.014390724430242585,-0.09808834627990137,-0.023349827851248506
0.5884848484848485,0.006334491736406989,0.00835406242534531,-0.0721124912368919,-0.0032703822286661577,-0.004310275953378073,0.00966130181008129,-0.014024260137702527,-0.09760467368218428,-0.024507252936622592
0.6136363636363638,0.0065474489775141365,0.008635955202555001,-0.0719154702610515,-0.0035412885626110446,-0.004667787571251747,0.00869578426957307,-0.013665304869363126,-0.0971308422442263,-0.025460661174534494
0.6387878787878789,0.006755135988277372,0.008910935053039859,-0.071644843848228,-0.0038207297500999493,-0.005036608309911483,0.0076088475015626544,-0.013313809876080995,-0.09666679251419907,-0.02622941897558917
0.663939393939394,0.006957609249272689,0.00917907173465693,-0.07131141103639171,-0.004108413939789002,-0.0054163539926322946,0.006408012575391031,-0.012969712962878077,-0.09621244711115651,-0.026831381262105936
0.6890909090909092,0.007154934838932592,0.009440447931465812,-0.07092490693332387,-0.004404053984941703,-0.0058066464001542695,0.00510108170159973,-0.012632939985039116,-0.09576771269038886,-0.027282992820921947
0.7142424242424243,0.007347187174905123,0.009695157594979964,-0.07049408868072116,-0.00470736829167151,-0.006207114410213488,0.0036960321109451577,-0.012303406252570426,-0.09533248179079834,-0.02759938368168946
0.7393939393939395,0.0075344478459131725,0.00994330440198632,-0.07002681508605979,-0.005018081528707308,-0.0066173949540956345,0.0022009228789384716,-0.011981017842792596,-0.09490663456348614,-0.027794458932604016
0.7645454545454546,0.007716804533200339,0.010185000328161165,-0.06953012050973506,-0.005335925210914083,-0.00703713380612514,0.0006238137715595116,-0.011665672820939221,-0.09449004038123832,-0.027880983325687225
0.7896969696969698,0.007894350019603147,0.010420364335316235,-0.06901028349988914,-0.005660638168475618,-0.007465986221630416,-0.0010273047996862683,-0.011357262370779608,-0.09408255933108478,-0.027870660976887507
0.8148484848484849,0.0080671812834745,0.010649521168973886,-0.06847289059108208,-0.005991966913201141,-0.00790361743836221,-0.002744571606372981,-0.011055671837304715,-0.09368404359241822,-0.027774210428127333
0.8400000000000001,0.008235398674053096,0.010872600262119336,-0.06792289562218334,-0.0063296659128617705,-0.008349703055655855,-0.004520305083912879,-0.010760781684453491,-0.09329433870437498,-0.027601435309435374
0.8651515151515152,0.008399105164401677,0.011089734740308277,-0.06736467488080689,-0.00667349778382853,-0.008803929304823876,-0.00634704530349417,-0.010472468371524712,-0.09291328472701821,-0.027361290816301675
0.8903030303030304,0.008558405677733028,0.011301060522866724,-0.06680207834385488,-0.007023233411631802,-0.00926599322342514,-0.008217588240578166,-0.010190605152033072,-0.0925407173009205,-0.027061946199559372
0.9154545454545455,0.008713406482728558,0.011506715514616905,-0.06623847725426957,-0.007378652008354303,-0.009735602745145622,-0.010125013108155168,-0.009915062799016994,-0.09217646861061013,-0.026710843451837718
0.9406060606060607,0.008864214653369507,0.011706838882406645,-0.06567680825119271,-0.007739541115084236,-0.010212476716145558,-0.012062703483073367,-0.009645710261182217,-0.09182036825705353,-0.026314752364413607
0.9657575757575758,0.00901093758877014,0.01190157041065798,-0.06511961425295221,-0.008105696556955921,-0.010696344847824557,-0.0140243629118042,-0.009382415254037824,-0.09147224404490117,-0.025879822120209894
0.990909090909091,0.009153682588575629,0.012091049930219366,-0.06456908227844227,-0.008476922357632866,-0.011186947615054788,-0.01600402563865888,-0.00912504479047982,-0.09113192269000336,-0.025411629582904993
1.016060606060606,0.009292556479573832,0.012275416814891749,-0.06402707838159438,-0.008853030619444535,-0.011684036108131401,-0.017996063055451428,-0.008873465654929191,-0.09079923045256777,-0.02491522443712313
1.0412121212121213,0.009427665289327924,0.012454809540194622,-0.06349517986488751,-0.009233841374764129,-0.012187371845840955,-0.019995186427364198,-0.008627544825159816,-0.09047399370145115,-0.024395171330738208
1.0663636363636364,0.00955911396280662,0.012629365299136941,-0.06297470493066293,-0.009619182413637573,-0.012696726556314042,-0.021996446405916803,-0.008387149845972885,-0.09015603941475803,-0.023855589167133928
1.0915151515151515,0.00968700611819484,0.012799219670010631,-0.0624667399228358,-0.0100088890921326,-0.013211881931593616,-0.02399522979694324,-0.008152149158391353,-0.08984519562173432,-0.023300187691560836
1.1166666666666667,0.009811443838268596,0.012964506331491599,-0.06197216430608721,-0.01040280412535921,-0.013732629361204118,-0.025987254009627092,-0.007922412388111866,-0.08954129179080184,-0.022732301513130437
1.1418181818181818,0.009932527493953902,0.013125356820605116,-0.06149167352448626,-0.010800777368668246,-0.014258769649379222,-0.027968559572421725,-0.007697810596710042,-0.08924415916811768,-0.022154921700291652
1.166969696969697,0.010050355596894933,0.013281900329403795,-0.06102579987651269,-0.011202665590085426,-0.014790112720056703,-0.029935501063170777,-0.007478216498839174,-0.08895363107122023,-0.021570725084693265
1.1921212121212121,0.010165024678097101,0.013434263536489688,-0.06057493153852356,-0.011608332236663799,-0.015326477313206244,-0.03188473676431425,-0.007263504648484798,-0.08866954314149922,-0.020982101404499076
1.2172727272727275,0.010276629189917008,0.013582570469792055,-0.060139329863697855,-0.012017647197072323,-0.015867690675630097,-0.0338132173197363,-0.007053551597202556,-0.08839173355944041,-0.02039117841427185
1.2424242424242427,0.01038526142888907,0.013726942397287,-0.05971914507841192,-0.012430486562443388,-0.01641358824891892,-0.035718173637748096,-0.006848236026989696,-0.08812004322619771,-0.019799845085081813
