g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30,g31,g32,g33,g34,g35,g36,g37,g38,g39,g40,g41,g42
1621.3480975633106,1960.2274919164827,2233.5731706144597,2003.6950343924188,1283.3921231352772,169.52386615880584,45.022958512065,184.11182442584024,187.69246012910753,133.3891916120985,265.9862745446757,70.79234533305288,51.19902921006277,306.01391414876076,211.25681744550556,89.92944954715226,203.4230989727021,223.95658953210423,25.000001134295086,202.3900195655138,8.765332987588877e-05,8.781165348147221e-05,8.83036539231839e-05,8.754353607235342e-05,8.755433402762981e-05,571.3480427296577,370.4621136365572,701.0984915255257,337.27532298419135,793.4434694412854,686.1223857879005,399.35784190491006,302.76105969638144,707.7307153639854,653.4286730589565,664.503585155463,685.63517447706,337.0223269984218,479.23286540495326,357.93453089512167,0.0005525345882985356,1200.0000011516324,1200.0000011404418
1918.075008333691,1886.693469462759,2147.5356549150188,1835.1835939564965,858.9211596152674,59.37779381464138,177.74204197676684,306.9491796680376,153.83048426309827,39.02311944989532,307.8163511157538,81.76112297969829,71.81539176184992,135.6077090480307,236.1607574344972,166.4007347698408,142.71934485232123,272.1212905604848,25.000001135653758,197.62374853652187,8.763161803491108e-05,8.769814118054821e-05,8.824394351063793e-05,8.764028026099526e-05,8.791457989385167e-05,571.3480427246167,370.46211363170784,701.0984915215025,337.27532298185207,793.4434694400571,686.122385787689,399.35784190491296,302.7610596970289,707.7307153614644,653.4286730588747,664.5035851563237,685.6351744770958,337.02232699937457,479.2328654058433,357.9345308962141,0.0005442806696763538,1200.0000011474158,1200.0000011372808
1560.0179051969003,1871.8557150813078,1525.5932871846371,1878.911457574378,1212.1495356669468,110.80963388743488,106.94426385102149,307.88085473681366,157.88681574656397,125.56814830725395,219.24390691170777,67.43561439030428,125.35519718452426,299.86560231084644,91.87372029596197,101.26409111805816,227.36284863928196,160.25110165669216,66.82306775063368,224.39743498713213,8.761422786375852e-05,8.770093697593714e-05,8.834559440656864e-05,8.754333169462825e-05,8.758565372463348e-05,571.3480427216929,370.4621136274167,701.0984915164263,337.2753229806079,793.4434694406284,686.1223857871782,399.3578419043266,302.76105969746203,707.730715361264,653.4286730606761,664.5035851582376,685.6351744789928,337.02232700179235,479.232865407924,357.9345308980039,0.0005459377176999622,1200.0000011421039,1200.0000011364805
1556.2291731619607,2027.834618999209,2288.051680922508,1571.1940275032823,373.67294499843786,66.16307742060735,158.72781794019886,193.6461148841085,61.39384012189143,53.09794408515895,216.5225679098316,123.82834864618256,162.96160251329547,227.8480164262001,90.90780929961262,107.82821024436106,204.28754242909878,191.3703097240243,94.38246003105422,254.1589862319343,8.772947224773914e-05,8.791777356513668e-05,8.831609046305481e-05,8.77395379982998e-05,8.824408518246471e-05,571.348042725373,370.46211363086417,701.0984915190044,337.27532298079024,793.4434694398997,686.1223857865491,399.35784190365194,302.7610596969762,707.7307153614057,653.4286730607997,664.5035851582036,685.6351744791313,337.02232700195657,479.23286540800535,357.93453089796446,0.0005566946032286273,1200.0000011446991,1200.0000011364825
1657.3175420265866,2095.690123574566,2111.219910682107,709.5283446562128,1624.8850187874357,82.17194612408373,150.324248583175,245.49199711543267,25.000001141918787,154.9425444019043,227.2689075986286,193.60948360406232,105.06355633332191,179.67437227243371,176.74680029513206,92.81886321915403,307.2909603723615,151.56977901791603,80.42793580193724,227.26406997449664,8.756684341299085e-05,8.762623901264844e-05,8.822517015682586e-05,8.772215787679895e-05,8.774667475626786e-05,571.3480427210243,370.4621136270304,701.098491516083,337.27532297866543,793.4434694389762,686.1223857868964,399.3578419044154,302.76105969736807,707.7307153610906,653.4286730602171,664.5035851579007,685.6351744785867,337.0223270014019,479.23286540760785,357.93453089777574,0.0005399225910793007,1200.0000011417521,1200.0000011364368
1679.4988956611442,2291.3023493639175,2418.791769184743,1112.432794301378,1448.641180589647,141.1278079162565,187.72960786172428,292.6644088258082,160.21564484008942,140.9484598747013,278.99528668841253,209.82371358614702,99.65311982484933,158.39452163656836,129.06489773453455,164.99058903752874,301.6027168377074,200.26418358802974,150.08954439845832,222.58643626922444,8.761159841564039e-05,8.772987795386105e-05,8.821839112198558e-05,8.769002666813284e-05,8.781228246526988e-05,571.3480427278001,370.4621136345825,701.0984915240543,337.2753229834394,793.4434694405861,686.1223857877299,399.3578419050991,302.76105969662416,707.7307153631106,653.4286730588025,664.5035851556365,685.6351744766904,337.0223269984849,479.23286540501243,357.9345308953618,0.0005468139976956319,1200.0000011500708,1200.0000011393631
2477.047616291593,2739.841674388397,1878.1691327289934,668.6561985209898,1797.6787265170422,84.87628907877824,178.61223145402457,185.10541999194797,64.0995744358707,73.24776668819845,170.06597873643926,122.60590634353865,132.9449912849648,214.05737909534218,133.47048706272457,168.01698604547136,201.4468482633141,88.66162175845653,25.000001135186977,175.9539213946954,8.758293218483894e-05,8.757411113129544e-05,8.826401634483535e-05,8.702406918364954e-05,8.809931121579772e-05,571.3480427239417,370.4621136315017,701.0984915213987,337.2753229815156,793.4434694403245,686.1223857877226,399.35784190515267,302.7610596965738,707.7307153700636,653.4286730610705,664.5035851562628,685.6351744796744,337.0223269998152,479.2328654064887,357.934530895902,0.0005331317935116052,1200.0000011474847,1200.0000011475304
2436.861522118687,2200.6925139689997,1855.8279285643562,1295.1932667608266,1834.859735383677,77.44748236663547,120.95511566046703,185.4778882003627,64.35367137149598,223.4246255596941,222.38253864348582,109.53068998753166,174.12108622162845,266.53724379375217,114.32968242107162,92.12309277628488,217.29111734140469,151.56027683215686,112.05094899509116,187.63907544103543,8.767227275811374e-05,8.761041556588315e-05,8.822861912978846e-05,8.757850094286576e-05,8.765946419873277e-05,571.3480427232847,370.4621136311878,701.0984915210128,337.2753229810047,793.4434694397439,686.1223857876313,399.3578419050295,302.76105969668106,707.7307153708434,653.4286730615125,664.5035851564149,685.635174480222,337.0223270000736,479.2328654066624,357.9345308959702,0.0005385328977691524,1200.0000011471147,1200.0000011484233
1893.1449348780907,2450.6235510088673,1712.356855131417,1224.2959614272295,1859.9245354080945,25.000001152066908,244.45807452976453,157.13583205439878,141.61940169043072,139.2980446390839,251.88756377558113,25.000001139761203,83.14442712604774,209.42591017911988,109.42990596419763,68.2591970136458,219.53981349971386,95.08873029817595,25.000001134183506,284.17371575257374,8.773829572875506e-05,8.78767356460355e-05,8.831360490113357e-05,8.763150871012645e-05,8.751866819345927e-05,571.3480427281777,370.46211363551134,701.0984915254745,337.2753229840211,793.4434694402814,686.1223857876024,399.3578419049027,302.7610596964019,707.7307153648006,653.428673059106,664.5035851554451,685.6351744772708,337.0223269984619,479.23286540489875,357.93453089490765,0.0005537936498173833,1200.0000011515779,1200.0000011414054
1953.9356736876484,1956.4349162969331,1486.11950502367,1622.7826441733605,1510.9760777659228,117.0909976461985,178.4876647936755,125.22622017335783,103.02628962392376,145.7665824952808,219.6449703279981,49.47491608528604,51.68388655535584,285.22217885703685,25.000001136702917,135.2438146202842,197.40279467115877,93.14903555011443,162.64537683904948,296.54884879862715,8.786058482713029e-05,8.786415671505815e-05,8.839062589788068e-05,8.760953960064338e-05,8.754550243902089e-05,571.3480427238337,370.4621136309104,701.0984915207573,337.27532298196695,793.4434694400685,686.1223857873493,399.35784190486896,302.7610596970006,707.7307153608875,653.4286730591325,664.5035851567162,685.6351744774568,337.022326999962,479.23286540624986,357.9345308965691,0.0005542251294431489,1200.0000011466598,1200.0000011365535
