l0,l1,l2,l3,l4,l5,l6,l7,l8,l9,l10,l11,l12,l13,l14,l15,l16,l17,l18,l19,l20,l21,l22
-252.85410865088593,3.094481201617263,900.706824103826,849.8689759792861,-245.50399193843913,-210.21409461250772,494.4019140464696,108.81959795562877,1044.3552865282893,249.98893981321933,48.71747041189449,-410.6521369921136,-45.1859709506892,67.08038627011909,-584.2521857657388,7.160055134516897,-37.783134953122094,181.79265941120812,1500.0000004515675,1500.000000455855,1500.0000004368087,1500.0000004419212,1500.0000004312863
513.0339394976962,807.4311762267918,1561.299205590049,1314.2793199552145,-362.66896374434094,-269.3671039091734,653.3382626818121,318.1656899932735,1280.1742753941992,490.8001728952475,212.85608127054272,-318.8901764333998,-22.10866565513738,51.779452849212284,-555.9691279084664,-37.36965192355674,-38.60698543317222,170.42258440862759,1500.0000004457743,1500.0000004549593,1500.0000004502817,1500.0000004552378,1500.0000004455921
-16.267762736735992,472.4512922335198,399.2280342394413,644.5545113020626,-323.568368966436,-302.9986439770777,804.0057439795636,545.0561828212433,1620.1108464444703,714.7456747982019,295.2192916990836,-347.4588976805372,131.81155324764697,46.89698764086166,-588.1368862417966,-23.15576869025177,-83.76372733546607,147.49736503947977,1500.0000004473704,1500.0000004507076,1500.000000456192,1500.0000004528804,1500.000000448433
55.000027056232234,958.4625534974981,2183.5959845942484,1706.4247477995066,-314.7709644518858,-217.39466452491513,880.6758821051237,619.4499286015741,1685.4217834668507,767.4346966109238,319.8139344045596,-342.732782810487,134.0934543193471,36.39774817941752,-587.2251584072302,-50.92564762091435,-92.74910403163491,138.57484961070605,1500.0000004493058,1500.0000004508886,1500.0000004459785,1500.0000004539108,1500.0000004559702
140.94742255965863,957.6686806350615,1775.7060307353458,157.20662487039422,-338.18166441937734,-265.3976259171042,760.7772717270465,416.6539018116888,1523.744353269467,629.1728836745881,323.475553066003,-304.85515016258506,65.50194793124592,51.96888725625867,-610.0260002505422,2.707036420070705,-81.7628300447171,155.12465276707871,1500.000000448526,1500.0000004522394,1500.0000004539886,1500.0000004635694,1500.0000004485585
-48.89594378921014,898.4044826468019,2037.082969764825,661.4530041725947,-318.1640913724601,-237.97081728020746,563.8699171231286,179.3846391834308,1139.62500449468,315.8667625897479,146.1922544638714,-327.80556946056083,-30.13731886580127,26.33096076882394,-595.1768775449565,24.527551737268567,-69.02965022222578,199.90382017099788,1500.0000004499084,1500.0000004554922,1500.0000004465496,1500.0000004576202,1500.0000004414774
1421.4975109619122,2803.8706532698034,2602.553963320296,532.5126862923241,-339.45500195941446,-245.24196987374972,346.8707953432224,-94.36712722743054,882.554267535005,67.14881884224961,-37.13358532082619,-376.06082955644627,-79.05996361648381,52.57502081523459,-564.944711519614,59.03891554038281,-59.22563719059257,194.3318580758681,1500.000000457351,1500.0000004595556,1500.0000004565968,1500.0000004642147,1500.000000454921
1275.1652543267546,1722.3188652003232,1635.8257203827916,291.0432752836274,-319.84212270148805,-247.12183527571054,319.4024180711254,-158.28351171085393,896.1913013196358,65.65913465154372,-56.26576575911241,-379.7880529501123,-64.04165317103909,66.44090022561127,-588.4303746562072,41.08950247173928,-64.92514727082025,215.43273034724206,1500.0000004571918,1500.0000004562144,1500.0000004424815,1500.000000448389,1500.0000004449832
300.29264100401446,1485.6548817635646,1320.5350640417655,44.781418702942474,-362.5403656083371,-205.57171477751493,481.5098145029668,88.83531830397045,1035.3209980898014,238.60562611095983,38.37186827377437,-373.7600629762969,-38.73128272189397,54.238840442189186,-584.0532322908338,43.05235786443812,-69.4849380732339,153.0458751841332,1500.000000447739,1500.0000004540339,1500.0000004471601,1500.000000449424,1500.0000004365816
647.8533424879273,1111.114770315566,796.6705431122919,351.0015518829211,-325.4167535732123,-213.48713575310052,639.8547856344467,306.75022034212105,1349.0543995887895,505.47457889133295,225.69480366438873,-340.24045811342285,77.88892253341324,21.70167977474724,-576.1373034137588,-6.787055841466035,-130.3215521905081,152.33725543521732,1500.0000004397473,1500.0000004498377,1500.0000004565543,1500.0000004513595,1500.0000004363262
1935.9042003959603,1970.320824122581,1994.9930284341488,1470.3448441123815,-320.0796095243144,-243.70181028405182,667.62979232292,358.7521986984836,1502.410369500222,613.2703200816901,264.7715009640784,-282.47833672243684,55.015300472472816,41.51289045402376,-580.9502491753565,-3.312671391920115,-114.87816296510509,167.40166218169517,1500.0000004507128,1500.0000004605627,1500.0000004667697,1500.0000004624776,1500.0000004565336
