s0,s1,s2
190.0900608730855,158.03852922892762,1.001970906685065e-06
189.72525522295712,159.4561718016906,9.90555168615405e-07
191.33563727929268,159.84968964081375,9.61320319246225e-07
190.2984706636999,158.12635217923716,9.565807476373807e-07
191.1333278935537,159.4532394776945,9.626283549048644e-07
190.60699230628174,158.0205593618419,9.976049432084953e-07
188.4559596310023,159.10493071007966,9.86956355638443e-07
188.63163975999663,159.32007899171725,9.849516353983377e-07
190.03759597696398,158.91862650775107,9.985401492219484e-07
190.07182132816465,158.87910955373292,9.744869205220808e-07
190.4928409810505,159.17141183004085,9.649780364284613e-07
190.88442405936757,158.44905331657665,9.815264324346615e-07
189.73727088254213,159.146006259956,9.948630378937988e-07
188.0785561867824,158.41681646518663,9.623861191065322e-07
189.79562695104346,159.29676715484615,9.616084912725335e-07
188.99116957443866,159.13515211639455,9.941436316211366e-07
191.1647549850368,158.77811400909235,9.85496968859629e-07
190.20935881350061,159.28999312351735,9.701954966695018e-07
189.28313384002513,159.07454855479537,9.902024403759033e-07
189.45881116300524,158.5819512945216,9.862534364889488e-07
188.47925475918888,158.93714987755826,9.515050030760784e-07
183.38372022078818,156.17943725356773,9.564404655735785e-07
190.69690541935398,158.76299352832515,9.947108501430916e-07
191.23817859122758,159.66121585119126,9.844269876342087e-07
190.8193725004219,159.51810471782082,9.731318160323908e-07
191.23557002838527,159.71441133563224,9.912727326596425e-07
191.1314122530255,158.04457837689245,9.89317520268548e-07
190.0958761114233,158.1434002906321,9.571545727283597e-07
188.17192624486154,159.3028798651385,9.708320721691554e-07
190.3155239515858,158.67470382659795,9.999086708737247e-07
191.7118529165699,158.72319475139213,9.759424346152803e-07
191.7706596368491,158.54199555765985,9.61381108004078e-07
191.70277338833435,159.15383863983678,9.828441572419286e-07
190.50447400122601,158.30165821053222,9.987881297434767e-07
189.73948925600558,157.38335239629203,9.80586680098301e-07
189.3121597742756,159.01341478123769,9.911136332150713e-07
188.35424913760352,158.46779508279093,9.960356584509896e-07
191.20260948263578,158.8943849737325,9.61174841206566e-07
191.47574560146649,158.53357520483362,9.587978817587222e-07
191.79641813948368,158.76421672947163,9.696254513455974e-07
190.6506692408273,157.50137490758797,1.0007614113897227e-06
190.64716996076862,158.89796792828204,1.005927005193802e-06
191.24079643279464,157.80570896907307,1.008738052700114e-06
191.27728554726477,159.08820305059012,9.7772610895737e-07
190.84655673683167,159.3618798029608,9.583749662221814e-07
190.96048624615187,158.54193905566578,9.440349170428466e-07
190.55571380854676,158.2781822134029,9.64537295068135e-07
190.4854272720469,158.15310188597618,9.909267910162497e-07
188.84488168224445,159.23196078225305,1.0127668377685155e-06
190.27556494902456,158.38127484015487,1.0010470413141068e-06
190.40557054945145,159.36178659759778,9.714687092762672e-07
189.66013086772685,158.25964619191626,9.270594932814097e-07
191.42241701742483,158.1227136770302,9.085854150027349e-07
190.17099474516905,159.67528224486554,9.531838369033359e-07
190.74466141957805,159.2931528634702,9.83219230765626e-07
188.66162610807666,159.19794183949284,1.0022377284536467e-06
191.14235444934903,159.10242029103384,9.901447027382436e-07
190.93576177856337,159.1879619964722,9.629355473597216e-07
189.84292843393362,159.22123372255933,9.041071709818234e-07
189.92755119019583,158.13727946707587,9.102530772454111e-07
190.18352389023119,159.36897746312297,9.362435650597893e-07
191.06518003851056,159.47239116661441,9.80715362927331e-07
190.78176427067672,158.6190729266552,9.970833588115007e-07
189.0466798918433,158.40834241034582,9.860058776837265e-07
189.697572187642,159.3267871101046,9.568739946238891e-07
188.76795911509595,158.12878343944962,9.057280950450314e-07
190.70548136595124,157.67108292639057,9.071935702240463e-07
190.19751278963645,158.82751856325558,9.427304637758545e-07
190.50172930009316,159.35899205964415,9.814970686333837e-07
189.940066509593,158.32656732230808,1.0007379789086403e-06
191.07653809735197,158.85299221953557,9.880076851712753e-07
191.1047227096582,159.0665436317667,9.62451238336711e-07
189.96506788250588,157.94746604380086,9.126948282620079e-07
190.41359983315928,158.16108810890177,9.09554948493479e-07
190.71757536594293,158.572884896568,9.621395602072059e-07
190.8808696948363,158.70352720862329,9.894966729063348e-07
190.73035281017468,158.2194516946366,1.0126268475018369e-06
189.98779632470792,159.45229897834844,9.975191560292584e-07
192.06887806834195,159.1288007852254,9.676482963079695e-07
191.82661500111647,157.41738567435883,9.457918565580104e-07
190.6810449126257,157.60071424848732,9.481635619068586e-07
192.12019018457104,159.47124297490237,9.673320721130316e-07
190.64803552817614,158.23565965451922,1.004040526939033e-06
189.27763067699485,158.67963692279173,1.0093541419783214e-06
191.40523905583325,157.77788033995614,1.0061386187001832e-06
190.44197760702397,158.2554609373117,9.772452174967316e-07
190.93082297389824,159.03363184659906,9.595482367458129e-07
190.32699661934842,159.12443457139813,9.58170070738472e-07
191.16587783149123,159.1272152970764,9.827540335605157e-07
190.65272290351965,158.2545539181629,1.0014322603891576e-06
188.35567865036333,158.60280878619605,9.814970596866175e-07
189.2524619719396,159.36663025691868,9.936761278792816e-07
190.21326889115574,158.5250378666494,9.89694650196094e-07
190.27053112859411,159.52767631992262,9.67079262033056e-07
191.22624022925388,158.63555773635719,9.678615396620698e-07
190.01339269926495,159.14986121258585,9.96434309628852e-07
189.55546250643238,159.99528410125714,9.804713658325186e-07
189.56296659338682,158.32296635147145,9.554880172381239e-07
188.53044543561145,159.20123151529285,9.767224194241604e-07
189.67813064681246,159.10588061855418,9.959760307221491e-07
191.7594327930497,158.47841718888208,9.735575485871076e-07
190.40143078485949,159.0422818503064,9.769819950166158e-07
189.40805978356934,158.93486873292508,9.969612075215581e-07
189.39755159477536,159.21033817533655,9.67477072887303e-07
188.57128753532626,159.41205511259656,9.46882835746899e-07
185.91768019270614,157.24045482700737,9.75494684106388e-07
190.36336852497834,159.2939134418561,9.969511049785433e-07
192.05057906635426,158.6075002433209,9.744695376407875e-07
191.68637250924638,159.79841355129892,9.756852632233813e-07
190.0509622072506,159.37210322142187,9.975989854873516e-07
187.24243750199165,158.3484892328466,9.703229499383007e-07
186.768156538913,157.75305217595547,9.564586335234778e-07
187.8330245972849,158.47392238528977,9.858564801712564e-07
188.3683926332244,158.61241289921867,9.929116103104302e-07
190.76070560046986,158.90947684178195,9.656122671803054e-07
191.70991880126232,159.00447959531147,9.66939211606691e-07
191.43143604484115,158.58373840369202,9.966173333050515e-07
190.74607593124213,158.32496011612716,9.897663787680025e-07
190.82249428345125,158.5164867043951,9.805390473269118e-07
190.2542811243907,159.1736508485832,1.001529190710189e-06
192.00536961312986,159.09525784134468,9.74783262758492e-07
190.43827396673402,158.22059459199542,9.57465106365994e-07
191.6877384839563,158.8073397078688,9.617728461497813e-07
191.7692606815087,159.00156963250384,9.849466634920119e-07
191.08731433108878,158.4474246617527,1.0072609121432171e-06
189.58111515271148,157.90553994827786,1.0068693097252182e-06
190.86223498672587,159.37830437920974,9.983747820533945e-07
190.9135741243375,158.354877252759,9.636162446259455e-07
190.45451477423583,159.14417924468069,9.469553453806596e-07
190.99852589065964,158.12315227852307,9.527549955630183e-07
190.73106242582415,158.954534222271,9.752964565462254e-07
190.2324615494704,158.73536889354605,1.0066259131734593e-06
189.9520549175203,159.00114738259504,1.011250535273638e-06
189.90434545114624,158.88206595001986,9.842500655000832e-07
190.1320364479157,158.70296325731556,9.576034495315387e-07
190.30333414423967,158.85271640260575,9.119073971586877e-07
190.13042582828356,158.29416862978584,9.251405809687962e-07
189.86997118936364,159.59906559540957,9.704406710013312e-07
190.7426193561569,158.78774740833936,9.965139158932732e-07
190.17694876861168,159.00139410706913,1.000076142442258e-06
190.0881722055779,159.1009922340012,9.783866874345172e-07
189.99633540494392,158.53055457544622,9.304965354884512e-07
188.97658016150396,157.92249302782358,9.141554151379109e-07
189.82124658139057,158.89120703414392,9.054238285660652e-07
190.29862872266014,159.2886439291632,9.661247255246543e-07
190.35741914941062,159.05891992161506,9.90750004860149e-07
190.684591643813,159.01615446193412,9.970132481882492e-07
190.95410294958526,159.35157810653757,9.746500467340297e-07
190.4914042713396,158.71912102649452,9.198135831809764e-07
190.59264687509685,157.89838004751064,9.138220811751116e-07
190.33145539165182,159.7170915642588,9.091012282555952e-07
189.818506177034,159.40955178363524,9.676688760403383e-07
191.99263031799316,158.47830907370576,9.917699127943554e-07
190.81809515630587,158.70878701089342,9.979545389448014e-07
191.12062803566687,158.62791843553234,9.75434310981575e-07
190.55075362055814,158.6257208915595,9.374965525246461e-07
188.52917055940833,157.85597781089862,9.03751919289205e-07
