s0,s1,s2
105.53927540495302,87.31045964924202,3.856741192884206e-07
106.16995776275566,87.60930150765277,3.943995857041806e-07
105.76914180900623,87.77778233290034,4.089899679117349e-07
105.67874404837742,87.92934759246288,4.1710036979310597e-07
106.16947401003888,88.40428290543868,4.0910337211052576e-07
105.5820204259408,88.64780532913917,3.9662540882978094e-07
106.14563642962533,89.55083638009309,3.840904999743891e-07
105.07022632171582,88.30633390805453,3.854217348109592e-07
104.0789779984907,87.97014252617674,3.9439344059947673e-07
103.9764018837464,88.18462734837136,4.0716498486196765e-07
106.14158670570271,90.06493192877451,4.136845579732671e-07
105.27866699122842,89.84103083614741,4.072199478216254e-07
105.78945704852481,90.15600072687114,3.9459211473235107e-07
105.23753734413009,90.1366045013342,3.8836509751816815e-07
105.68617770622944,89.4825168064887,3.88740138362086e-07
104.87594453665118,89.04027053864321,3.9685886294495474e-07
108.30752222051576,90.97480800750516,4.075542692277685e-07
105.21197396823952,89.57032211085489,4.1362229995042814e-07
109.46223825715379,91.76136471914428,4.0630875262962454e-07
108.4859458120205,90.77443984816838,3.9484192488092517e-07
108.5255477022905,90.26880176892283,3.8974360195648224e-07
112.47189908249318,92.09761953966206,3.891365033473663e-07
105.94453272708441,88.80480984961267,3.973924654200596e-07
105.60223375014226,88.5040442904805,4.083441926882619e-07
105.89870937000339,88.50085619538379,4.126982924116288e-07
106.30612437019882,88.1568234300592,4.058492071967297e-07
105.5812616568989,88.0170466887799,3.9525303063300215e-07
106.56955414275374,88.46697976266759,3.893129159541479e-07
108.65184466359356,88.92250574231541,3.901968525843948e-07
106.90875355925775,88.43351222380676,3.977284514288797e-07
106.14063608463874,88.17530859216681,4.0982933678928185e-07
105.70008290994872,87.99176497714079,4.15112864460622e-07
105.85400265295982,88.00366131361122,4.0564589320879263e-07
106.00125624712281,88.07366921287382,3.940544009984893e-07
107.18920941096546,88.85306898721542,3.853098062814417e-07
108.92612836288906,89.45631561864076,3.8739669755190483e-07
110.33383361130969,90.15909740866242,3.989109211201704e-07
107.39475711842707,89.01047255842263,4.1063120641345224e-07
105.78413744439527,88.20742437560807,4.1442372512295857e-07
105.31262694485928,87.73202606067322,4.023734745180392e-07
105.13200302057012,87.73307234207812,3.890575780002294e-07
105.79533870433396,87.59039816631959,3.7760117943843927e-07
105.58546770723005,87.8470867456299,3.8256883880062326e-07
105.24852310218087,88.0018381169126,3.924512287853852e-07
105.37247950212418,88.36680491419527,4.0833741478144354e-07
106.56091824637755,89.15222581125586,4.1635278558371765e-07
105.23246468546012,88.73913720428945,3.980454338667844e-07
104.80637906362396,88.61588811030303,3.789175765243854e-07
105.4142150077945,89.03365055996964,3.6983840138923854e-07
104.93373826717621,88.84353358948721,3.724727212296062e-07
105.07712321223086,88.91251607470949,3.853453678407515e-07
106.07160829253624,89.25496950206804,4.1521172042557864e-07
105.41154990094554,88.77908394769756,4.2249592036988653e-07
105.6323323767612,88.60757646408925,3.960643771986565e-07
105.04057190694924,88.76763480099468,3.6734640047019067e-07
104.7378007110694,88.53290312112699,3.580218791976639e-07
104.46522076667878,88.3949007054893,3.609738967526501e-07
105.01825901459361,88.34950893770109,3.856020374006993e-07
105.53710699818035,88.7740452925241,4.222440557267287e-07
108.6373081024089,90.40297492912966,4.3114580685879265e-07
105.07538150365316,88.1680805251902,3.962133572168508e-07
104.91833631285603,88.39186492080633,3.6189911079220125e-07
105.45394664425201,88.86791493834887,3.510511447923945e-07
110.76257722185439,91.6910657398416,3.5682152483293584e-07
106.73107665792017,89.15765190448458,3.8488407005068204e-07
109.347738847518,90.0122969236833,4.2157639279856555e-07
105.7168970924043,88.38169711565588,4.315588824608148e-07
105.10094222605235,87.9326887314303,3.9607939018909343e-07
108.11060069735086,89.09649545809911,3.6402593652668306e-07
107.78572290205382,88.60900294945321,3.5618652869736267e-07
106.53990345759985,88.21559536007908,3.6156515663808324e-07
106.90836862326366,88.23351212069191,3.8695400582350235e-07
107.89869147439587,88.49339847536547,4.1732806722635047e-07
107.12041727388723,88.33548601141305,4.2188681266432186e-07
107.30572169134787,88.49339980169228,3.9356858306330427e-07
106.92623381859367,88.46760391804914,3.722936202918247e-07
107.25440834367734,88.54936057678454,3.679043280391512e-07
106.70508115935044,88.47969801381564,3.736609713215159e-07
106.1326380591633,88.18397077829745,3.8982740874046954e-07
105.56531354342026,88.03195031217805,4.118840598124211e-07
105.53767250298554,87.96636920947316,4.1395973018254445e-07
106.36200897016792,88.08599550151551,3.947876476906976e-07
105.52293434024746,87.90800962995644,3.8390453351057364e-07
105.68164872720702,87.73982027995727,3.769463996582094e-07
105.67160014776307,87.99252219156206,3.8388021324322254e-07
105.22015880139715,87.93854199365799,3.9728567466266083e-07
104.92331889817858,87.93185447111688,4.1256620991285197e-07
104.93088556795465,88.12798700146405,4.1375863643323e-07
105.29737240072679,88.43722238540711,4.011885759509614e-07
105.44303490726256,88.68608300604087,3.9020603155281425e-07
106.01403827879895,89.30291318169287,3.833985365501413e-07
105.94780340661892,89.31086393920071,3.886919108757903e-07
104.60099304015395,88.6870088653094,4.0235131886013153e-07
105.2213535602179,89.27975305404738,4.126322213494035e-07
104.68924341937735,88.68769501617584,4.1282939957771005e-07
104.54769833209406,88.44541458694867,4.0184877412122695e-07
