s0,s1,s2
189.58936821292772,158.57347303500012,7.456114414320915e-07
188.96967784090134,158.73510080165624,7.209134239043581e-07
189.64177469687226,158.35168824081254,6.777800108452554e-07
189.2176669126819,157.90831450127635,6.720216013248399e-07
189.2465836420197,158.13819233472927,6.807341768350791e-07
189.5312224631277,158.07958136387364,7.340716661342852e-07
188.35777290687417,158.4907473798802,7.37563307420133e-07
189.0391572298801,159.25770285831052,7.350589042651753e-07
189.9536218700684,158.7430593777769,7.393987316010678e-07
189.86337780167952,158.05050655529195,6.934477564101398e-07
188.39683429956827,157.02564209086722,6.827707199670406e-07
189.2817639018436,157.36185918310412,7.050614112750291e-07
188.57440782648428,157.97708656981,7.413117056121613e-07
188.5095520180071,158.56963728375618,7.015931930098881e-07
188.80331281288488,158.9443524909425,7.015978736192561e-07
189.17876988473787,158.67663876515965,7.393240557588393e-07
186.87560125098412,156.48805955159554,7.104728544730207e-07
189.2978683859162,157.45704918063183,6.866250268924419e-07
185.64528593316496,156.11687504933715,7.192206651022563e-07
186.9626324246122,157.5341092143199,7.31781233125517e-07
187.3180945574779,158.37231710422498,6.850695732876706e-07
184.1697295953543,156.69730464762839,6.928542880985532e-07
189.5906330465097,158.64563209430753,7.4051414364713e-07
189.67341220676838,158.40389700104402,7.070243676015435e-07
189.33825905473583,158.24604693135606,6.900112473560448e-07
189.36620242418624,158.71647138829803,7.196155706276611e-07
190.4603468196319,158.66800064894642,7.377943538270586e-07
189.984673828509,158.76961478180792,6.960317336917101e-07
187.98962061688763,158.973674618112,7.151380842221646e-07
189.23595322822433,158.5802348442924,7.440009646579967e-07
189.6135412121317,158.14994101868942,6.929514570032706e-07
189.92512018452743,158.03624018373816,6.738595951489464e-07
189.78751107840816,158.29254837240225,7.039649824073982e-07
189.73512850302149,158.52524546566514,7.435337572270854e-07
189.46671411965522,158.12911711910726,7.31040478926294e-07
187.7807792423796,158.33523440335892,7.403126867381249e-07
186.38102821404212,157.302277276317,7.270506900653536e-07
189.09766545914806,157.64111323461108,6.743606231307905e-07
189.74683993136765,157.75339574766542,6.729255121332066e-07
190.0236661390578,158.14855936296448,6.864561383042295e-07
189.78116632052118,157.90454186717895,7.333697164662681e-07
189.6911410309318,158.8810448477518,7.543699225278309e-07
189.93355965569702,158.25967184920384,7.500512219832538e-07
189.89310569264134,158.0890410414554,6.980485150725017e-07
189.43260425243662,157.91422366656002,6.711795408581867e-07
188.4489698870098,157.45485768841246,6.523300131676448e-07
189.3483571767939,157.65081788279662,6.812348046195334e-07
189.73377236874128,157.71286029379831,7.181949514896091e-07
188.88930989621602,157.9686583678329,7.526826320709899e-07
189.62579871296845,157.75548757193985,7.338903176301895e-07
189.45279364079585,157.82080915129336,6.916574521008219e-07
188.11136756618356,157.24996533924565,6.386127436764211e-07
189.05755898998942,157.08156370025375,6.235793775432771e-07
188.82986274529165,158.08569593104147,6.668642255721328e-07
189.70031298221855,157.90540077866012,7.11706086295343e-07
189.1945545510747,157.88042842976552,7.386294655765473e-07
190.1851211740854,157.94877047154813,7.229509557471108e-07
189.5434375861838,158.08727905515042,6.830693098998483e-07
188.2572729137303,157.53397355226954,6.227436008536191e-07
185.692244261486,155.81728635799712,6.198505388782042e-07
189.1183666490653,158.02347424872607,6.53613362853887e-07
190.07855813258288,158.0092858176761,7.113022034095276e-07
189.86258880625257,157.5758839236085,7.341097056595701e-07
185.2851531509624,155.7189388931816,7.203083655987492e-07
188.1834119788412,157.69508686501374,6.77585465061755e-07
185.14906069566516,156.0686282815808,6.235905452408996e-07
188.40420395066428,156.88569386519424,6.183097396256369e-07
189.34909846722402,157.68902779291054,6.587380876398512e-07
188.26760456835217,157.66150020907577,7.116573697658977e-07
188.64382960808118,157.82808644714567,7.358183459431116e-07
189.69286184310357,157.98617977222932,7.183163089168279e-07
189.36656544195975,157.94237069206022,6.801545082179779e-07
187.63399199897546,157.05218416966915,6.285824991503244e-07
188.16608561979615,157.203289904261,6.244238311711395e-07
189.24690254679186,157.67689227751976,6.774070688701042e-07
189.28709130907308,157.92727812629047,7.162680857170807e-07
188.92236719660028,158.0279050196909,7.507531202714735e-07
188.9160577331176,158.16610304297066,7.289379221764059e-07
190.00602134703954,158.00678871616483,6.857247631224165e-07
189.85676265146387,157.15633130844384,6.54436424136639e-07
189.23579079363975,157.16513771892068,6.567686087815515e-07
189.52499258014834,158.2718725537038,6.860077554071032e-07
189.64189433568882,158.1477462227443,7.372634888162742e-07
189.25886572955568,158.6896109830833,7.563725614096609e-07
189.87966260003728,158.25265055492582,7.457173511474148e-07
189.57261402847618,158.05943619913336,6.991109103568671e-07
189.7179420610977,158.02140393713177,6.740532077382947e-07
189.52303659523514,157.8814266458688,6.723391523297177e-07
189.76011812995242,158.14828342468977,7.053559758908611e-07
189.73362378947093,158.39693094153927,7.471132770064991e-07
188.54225269006574,158.64757381641166,7.288881903370874e-07
188.7470140207354,158.66087578444473,7.416041435304107e-07
189.7690946290339,158.00273687684455,7.155987207802186e-07
189.28155072862538,157.64517388595047,6.845794000199501e-07
189.92868109556537,157.89951152085644,6.846145638765987e-07
189.72761888790015,158.51444707046494,7.303071962945886e-07
189.27108709871985,159.50610823454002,7.277422499975732e-07
189.44606460138465,158.9228917482712,6.915054399890356e-07
188.30783387223053,158.5628732904887,7.216760318373737e-07
186.73192961188857,156.59702377381305,7.33417631440809e-07
189.4334946432569,157.33672052458942,6.917984816241102e-07
189.11796356811791,157.46223770156135,6.967073842605636e-07
185.0135462357529,156.06661161632115,7.39614635173747e-07
188.4767492611364,158.80030332273347,7.094472473727264e-07
187.78537412808154,159.00111381384016,6.785713009569345e-07
186.32558432897838,157.77050179820614,7.220516165232517e-07
189.14910817429373,158.48627594051987,7.33998199198416e-07
190.13506214662124,158.02566783455808,6.915218605116823e-07
190.08764547941064,158.28255539886646,6.934418185786672e-07
188.91862315232555,158.64878556627033,7.392606221088022e-07
186.72123341875303,158.06297409685823,7.152591845347496e-07
187.35252457931546,157.98868974868964,6.962659582417948e-07
185.97932938400885,157.48619724409366,7.341685468980337e-07
186.7913033504624,157.52800330214728,7.223062559255868e-07
188.7008493695585,157.85408638327075,6.800593061842569e-07
189.84123517020922,158.0749504643205,6.811756913120972e-07
189.8843885713292,158.52296645131395,7.30579719387401e-07
190.3795467390486,158.74454954204055,7.419105151037908e-07
189.97901524847933,158.86881531194044,7.292999396389599e-07
189.39726747644016,158.82896690108703,7.462516379103552e-07
189.30566863067898,158.09904757773742,6.941657956875983e-07
189.6270364479529,157.67557027963028,6.71291709887951e-07
189.94097799740564,158.09734191463883,6.776401173880484e-07
189.88236224177209,158.2963215405925,7.074097405923177e-07
189.93318568085073,158.57770419820625,7.512336864651863e-07
189.522837458809,158.45300158184025,7.541506047544531e-07
189.68928102089404,158.55856593005785,7.303276577444807e-07
189.8534060100327,157.7558459681303,6.802172949741581e-07
189.15159622026664,158.0357462483731,6.554372152348152e-07
189.56074939983927,157.44941440881902,6.634479409608794e-07
189.16831003444508,157.76721168040518,6.978093002907462e-07
187.84146500269668,157.23990733370857,7.440475818125693e-07
189.2681949592562,158.01320492746015,7.492350887381174e-07
189.57475609077747,157.88434039667524,7.096137832743816e-07
189.2051881548768,157.83360658229074,6.703964072183089e-07
188.37518249907197,157.23883160368982,6.271952316766717e-07
188.90941465991537,157.43681138660733,6.377751456738716e-07
189.04789947949132,157.97851059328406,6.92107840779213e-07
189.36306756866887,157.60371333975425,7.313395896604857e-07
189.48114448920194,157.49059293037269,7.361661347505572e-07
188.66033841966888,157.48611717234368,7.073620616815494e-07
186.61186212651396,156.5236725515651,6.479124255283066e-07
186.3773430030734,155.61404652081745,6.212474648195891e-07
187.63264752314694,157.0713029510054,6.260863370772276e-07
189.1339451687182,158.07961397190076,6.904692144457087e-07
189.82337737183758,157.61596124688745,7.260338589197109e-07
188.00690150000094,157.4716863532246,7.370186599095718e-07
189.4431455461039,157.88788764833953,7.032630797014984e-07
188.7823663389796,157.60480017188019,6.390438355229198e-07
188.08856442737482,156.91073902861467,6.175892463534496e-07
188.0111258282005,157.76890444971974,6.293400606144738e-07
189.55459661912988,158.1410926413217,6.920257152722225e-07
190.20791504979147,157.94693508129325,7.266551792230427e-07
189.54452965874773,157.915651881775,7.332458617533444e-07
189.8403253109621,157.88343121079672,7.01627574766528e-07
188.74380553411768,157.41371303600758,6.51134448340929e-07
185.99452248167944,156.69022145463367,6.211312304128863e-07
188.68155748597638,157.42641137027857,6.461340557919028e-07
189.67351254039664,157.5846417861907,6.934882067319699e-07
188.9430245586918,158.049786357175,7.359955852328699e-07
189.1611550314448,158.1288808428714,7.467844546320071e-07
189.93555228018212,157.7334391687188,7.02686697572516e-07
189.06475097010588,157.39804246977477,6.694332656449785e-07
189.76831974119582,157.5291466129793,6.47769104084895e-07
189.68217523011793,157.4107622103132,6.710285292209713e-07
189.78860098890635,157.85921355184186,7.056848290407619e-07
189.39373128549855,158.24822816093587,7.547254722450129e-07
189.34535354082163,157.69531344883907,7.534924676965226e-07
