g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30,g31,g32,g33,g34,g35,g36,g37,g38,g39,g40,g41,g42
2105.5366918805767,2708.4203198771743,3201.37341017622,2599.3403790456186,1489.7501214290896,169.52386546490362,45.02295782409995,184.11182372807826,187.6924594327667,133.38919091524838,265.98627385016505,70.79234463996579,51.19902851879192,306.01391345753524,211.25681674778025,89.92944884920838,203.4230982742087,223.95658883331046,25.00000044301489,202.39001886526918,6.332005020541583e-05,6.464802797092379e-05,6.308493907664549e-05,6.301553073257282e-05,6.323458748980069e-05,571.3480420502751,370.4621129506006,701.0984908463065,337.27532229597176,793.4434687654625,686.1223851106904,399.3578412190853,302.76105900608167,707.7307146898996,653.4286723811234,664.5035844762957,685.6351737995863,337.0223263082396,479.23286472083146,357.9345302052769,0.000258211197012598,1200.0000004745805,1200.000000469622
2790.643079068405,2649.0419271911924,2982.257952491264,2285.0248787412092,939.1033686803673,59.3777931219941,177.7420412774535,306.9491789701464,153.83048356369622,39.02311875870179,307.8163504226079,81.76112228515753,71.81539106759202,135.60770834918426,236.16075673649098,166.40073406914195,142.7193441521053,272.1212898634073,25.000000444279102,197.62374783635138,6.344469341519412e-05,6.460040159048709e-05,6.429833454340879e-05,6.342366448458669e-05,6.363532921382536e-05,571.3480420417281,370.4621129417666,701.0984908388253,337.27532229080543,793.4434687623078,686.1223851098866,399.35784121871114,302.761059006089,707.7307146854926,653.4286723800949,664.5035844769598,685.6351737988696,337.02232630868644,479.232864721361,357.9345302064634,0.00025811072322157,1200.0000004667997,1200.00000046455
2157.8106955161998,2714.696945278832,2055.663713351055,2621.997027359005,1495.4066578637476,110.80963319037558,106.94426315375037,307.8808540408512,157.88681504841597,125.5681476102755,219.2439062153721,67.4356136977517,125.35519648637295,299.8656016144791,91.87371959865403,101.2640904207104,227.3628479415868,160.25110095755159,66.82306705700877,224.3974342897996,6.340036968180616e-05,6.461801140718192e-05,6.419205092319449e-05,6.333211134159412e-05,6.350252386268495e-05,571.3480420391634,370.4621129382018,701.0984908359267,337.2753222907356,793.4434687634688,686.1223851093146,399.3578412182346,302.76105900637174,707.7307146828332,653.4286723810898,664.5035844791688,685.6351738007505,337.02232631210217,479.2328647242437,357.93453020964483,0.00025871844384649353,1200.0000004637025,1200.0000004610006
2189.1796364866395,3080.7735558275676,3315.99830774186,1840.7300721960094,390.63525101564903,66.16307672852226,158.7278172427034,193.6461141854694,61.39383942978938,53.097943394198055,216.52256721319492,123.8283479492163,162.96160181463398,227.8480157261494,90.90780860285268,107.82820954727728,204.28754173117534,191.37030902595134,94.38245933547898,254.1589855363758,6.339254458258782e-05,6.486640631897976e-05,6.381082079735483e-05,6.362564532688765e-05,6.39335559627462e-05,571.3480420433107,370.46211294258495,701.0984908390626,337.2753222912507,793.4434687628428,686.1223851083902,399.3578412175087,302.76105900594837,707.7307146823813,653.4286723811709,664.5035844793169,685.6351738009662,337.02232631273824,479.2328647246492,357.9345302100812,0.00025872890753260333,1200.0000004666522,1200.0000004602648
2340.606703818658,3075.14319475617,2971.0353090255567,797.3492743856953,2011.3541996964045,82.1719454285892,150.3242478834942,245.49199641566125,25.000000451057137,154.9425437032247,227.26890690218852,193.60948290637828,105.06355563601038,179.6743715715098,176.7467995950209,92.81886252190297,307.29095967786446,151.56977831824048,80.42793510626024,227.2640692767806,6.34453324819293e-05,6.457813576368882e-05,6.485163531787922e-05,6.358197438800737e-05,6.369901489750736e-05,571.3480420380615,370.4621129371498,701.0984908345757,337.2753222878668,793.4434687614221,686.122385108897,399.3578412181774,302.76105900616784,707.7307146832167,653.4286723807195,664.5035844786637,685.635173800257,337.0223263113506,479.2328647236791,357.93453020905656,0.000257079031932083,1200.0000004624023,1200.0000004616077
2283.038159548667,3367.353386836405,3415.676549736854,1235.399810687082,1649.5880582676043,141.1278072199411,187.72960716418552,292.66440812852125,160.21564414141508,140.94845917626466,278.99528599408643,209.82371288896366,99.65311912840772,158.39452093934736,129.06489703562886,164.99058833684413,301.60271614306646,200.26418288782685,150.0895436974914,222.5864355694865,6.338778469740522e-05,6.464947179971969e-05,6.401378043142998e-05,6.339621748654268e-05,6.358569438245382e-05,571.348042046156,370.46211294607514,701.0984908424093,337.27532229310833,793.4434687634312,686.1223851101036,399.35784121908125,302.7610590061118,707.7307146883837,653.4286723805997,664.5035844763964,685.6351737989017,337.0223263078219,479.2328647205778,357.9345302052985,0.0002577430541396204,1200.0000004705232,1200.0000004678964
3858.432588143108,3933.7182260046275,2176.1590881397838,699.5333694301117,1894.2646426141619,84.87628838938608,178.6122307599486,185.10541929467507,64.09957374418136,73.24776599571899,170.06597803882485,122.60590564676781,132.9449905881553,214.05737840332029,133.47048636648444,168.016985346294,201.44684756712388,88.66162106287844,25.00000044558164,175.95392069523334,6.35103932865254e-05,6.44591933077903e-05,6.68035817530668e-05,6.361242560682557e-05,6.346321688739629e-05,571.3480420471118,370.46211294701675,701.0984908440797,337.27532229321054,793.4434687653105,686.1223851103217,399.3578412195145,302.7610590071536,707.7307146974041,653.4286723843118,664.5035844777566,685.6351738034597,337.0223263111988,479.2328647237521,357.93453020714526,0.0002549679264111796,1200.0000004727267,1200.0000004779258
3724.2946880858244,3011.337300499064,2302.867858648469,1440.2956857565277,2147.051395998708,77.4474816789989,120.95511496873601,185.47788750438403,64.35367068074126,223.4246248644356,222.38253794713242,109.53068929145586,174.1210855247128,266.5372431039364,114.32968172585417,92.12309207963727,217.29111664597613,151.56027613411163,112.05094829811361,187.6390747418421,6.354776225433838e-05,6.445348709177677e-05,6.460947187873406e-05,6.332088451725611e-05,6.352424906454635e-05,571.3480420475183,370.462112947982,701.0984908449775,337.2753222936327,793.4434687653645,686.1223851103355,399.35784121943027,302.76105900741464,707.7307146983841,653.4286723848493,664.5035844779264,685.6351738041303,337.02232631170057,479.23286472410285,357.93453020723547,0.00025697372346963546,1200.000000473701,1200.0000004789813
2666.8106225000756,3645.586386419818,2144.1128572354614,1383.7858165909804,2301.6713820555206,25.000000465519335,244.458073835946,157.13583135620343,141.61940099346404,139.29804394155047,251.88756308026947,25.000000450898316,83.14442643142746,209.42590948425712,109.42990526699226,68.25919631806794,219.53981280206108,95.08872959998183,25.00000044289222,284.1737150559059,6.345792164194561e-05,6.479696676497101e-05,6.377280313493667e-05,6.31653296396864e-05,6.343993264243407e-05,571.3480420491136,370.46211294938377,701.0984908458854,337.2753222951145,793.443468764228,686.1223851102104,399.3578412189763,302.76105900625674,707.7307146909665,653.4286723813957,664.5035844763662,685.635173799965,337.0223263082839,479.2328647207865,357.9345302050478,0.00025788392349607815,1200.0000004741587,1200.0000004708115
2908.162153939433,2792.828467348597,1893.3997637141042,2056.0927462677023,1880.2750300330779,117.09099694921748,178.48766409450337,125.22621947252391,103.02628892668466,145.76658179653197,219.64496963146289,49.474915394464944,51.683885863478956,285.22217816185696,25.00000044586914,135.2438139200277,197.4027939716662,93.14903485184723,162.64537613838067,296.5488481028046,6.358190701638596e-05,6.475281840141905e-05,6.376146875334467e-05,6.319264332534016e-05,6.341078349089763e-05,571.3480420412296,370.46211294112874,701.0984908382882,337.2753222911153,793.4434687624145,686.1223851096659,399.35784121875355,302.76105900609105,707.7307146846206,653.4286723801201,664.5035844774236,685.6351737992545,337.0223263093088,479.2328647217729,357.93453020686826,0.0002586095282188696,1200.0000004662495,1200.0000004635133
