Bus1,Bus2,Bus3,Bus4,Bus5,Bus6,Bus7,Bus8,Bus9,Bus10,Bus11,Bus12,Bus13,Bus14,Bus15,Bus16,Bus17,Bus18,Bus19,Bus20
0.004364258065079807,0.005280183945879829,0.005656436793700159,0.00474615033990548,0.0029885804654217296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005062850395573841,0.004927855650283439,0.0048641770464379515,0.003242021004362247,0.0026581554434234257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0040734710380114,0.00482834454258595,0.0039803499938732625,0.004289032396871401,0.002521263708646013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.004567869339748449,0.005514294296028131,0.0055478679157092954,0.002641148374633338,0.002848418462958327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.004280028437809207,0.005160804362746036,0.004563837716426268,0.0021967123782110484,0.0020620018097938964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.004566630486254858,0.0056593516259593035,0.005432278524674569,0.0026320927454765,0.0025867847245957497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005996112902484186,0.005604613182091425,0.003692530710183387,0.005381401902634998,0.005401751745629166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005971059380114224,0.005102375567719931,0.003474053784532792,0.003077387087315874,0.002863107263297853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005445816538327756,0.0058127853291464705,0.003921806706335395,0.0029159648427512785,0.0032727962192739407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005484519247921829,0.00518091183674665,0.003603679609986638,0.0032991408934487047,0.002943875961566787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005790795382083353,0.0032388501203834824,0.002859537782811827,0.003922752708001982,0.005073082868730975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005359312128034422,0.005006151784147207,0.0034337905273210513,0.003592054633027988,0.004219691439213545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005930655829084031,0.003979037171434654,0.002989689906281884,0.0032315819094069966,0.003309356576129199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.006242606052504965,0.005170626935864903,0.003818911566697336,0.005474922150460585,0.004440560496419201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005612729750613922,0.003578269909645422,0.003181687474655104,0.003309891388322958,0.003267562128957288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005957424989970166,0.003892342572150236,0.002891127477273851,0.0028814230149046267,0.0027561998663064003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0024407291289225844,0.002674223643797473,0.0025379642412415443,0.00291147401372895,0.0033886651095499615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005517758585773506,0.003994126205576277,0.0025399790181250413,0.0030919040952963033,0.0033172687742333866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
