s0,s1,s2
106.80533099906147,88.20655137421541,5.444873793766193e-07
107.1232100205257,87.80537641955968,5.472802132908097e-07
106.21034686041608,87.58449670632486,5.522468129295106e-07
106.61230024004358,88.63960325734692,5.561996871485723e-07
106.35232373895624,88.27937572990687,5.529465394174303e-07
106.21585865165741,89.43007818988464,5.493677617917859e-07
106.9912919283407,90.14854190671309,5.460560083035189e-07
106.29130727440753,89.16240443919276,5.46985888012275e-07
105.16365791995354,88.77648863103352,5.490334794329572e-07
105.04829981314292,88.66848478430904,5.518478189460266e-07
105.53505869816411,89.76340608147454,5.539485408648561e-07
105.17220158122845,90.22957548458028,5.52011493522495e-07
105.70494614024996,90.49250747306513,5.490514498565106e-07
106.26782918534693,91.54089577746193,5.478198759650949e-07
105.68826303540665,90.1265953462769,5.480964980779619e-07
106.04973444428605,89.77928296123885,5.500956025483229e-07
106.43725146156721,90.39972716014118,5.519679527927805e-07
105.85596837332638,89.82752217811986,5.531029577755567e-07
107.69505810338768,90.9575802873269,5.51733308816177e-07
107.54500970763014,90.77511191983106,5.489926053023976e-07
108.63919245945534,90.4974765741208,5.477923637487635e-07
115.11464223951361,93.41138396280937,5.477312917237328e-07
106.55893886530468,89.38981913411322,5.498578109666181e-07
106.10727469646504,88.59202056901843,5.520050675221437e-07
106.47490169120532,88.56859369600063,5.528602196925453e-07
107.01402698814657,88.35790350479103,5.517306511671323e-07
107.16706025029613,88.94017197405955,5.49768286821641e-07
108.42045641826167,89.23034341090764,5.484890889338636e-07
110.31765484608148,89.11992384185046,5.48398474980528e-07
108.24939204662512,88.88913197523121,5.495396840564176e-07
107.01187848050606,88.37058089911554,5.519792292636202e-07
106.67042332944723,88.27724250788765,5.533802323464868e-07
106.68398266965131,88.06826086961125,5.508815615646278e-07
107.29791804428608,88.62574771476775,5.486211966025651e-07
109.38120992324711,89.71624536201408,5.463458657416966e-07
109.76318463812765,89.38163376594012,5.461639190632175e-07
111.39039611866885,89.96874675869861,5.486359399169544e-07
108.4418169058789,89.01194876107974,5.516598246328512e-07
106.51895703044164,88.40255569809905,5.534256763905555e-07
105.879854964801,87.8840645905908,5.482926832253851e-07
106.32009892260645,88.4711605576327,5.440552984404536e-07
106.81707853142349,87.93815549040701,5.401884002872175e-07
106.5674193520788,88.65800007073398,5.416553794737388e-07
106.01610065323686,88.12064125262442,5.442932307842179e-07
106.00400080960914,88.38488696938407,5.506722086327366e-07
106.15490014621533,89.32773192158857,5.555437447961871e-07
105.81736111169621,89.3746694108437,5.463078403939029e-07
105.57336124568731,89.45989491062163,5.386731402940791e-07
106.57972689810065,89.57499752912696,5.351798821932254e-07
105.73101165257732,89.78778164181537,5.360856958229826e-07
105.74844859810351,89.30064463003248,5.394889133447149e-07
106.41484001759501,89.89615606986106,5.563965665352144e-07
105.36725684459411,89.40125956028629,5.59424851862037e-07
106.17172232781077,89.14769296990511,5.475398596358051e-07
105.70250441566506,89.6593018474132,5.340095610200759e-07
106.5783595983725,89.65619317546702,5.315360836226119e-07
105.32066547486359,89.47574454168729,5.32217995291184e-07
105.63528090383926,89.34442362114936,5.44261530303813e-07
106.1731180724285,89.4860299661159,5.627791838328325e-07
107.29157748882349,90.36241366598215,5.665857213716111e-07
106.13091089864571,89.11187170157618,5.528682123415632e-07
106.00175188878487,89.32982858390204,5.329691991674319e-07
106.69192893539042,90.1054837308815,5.298261610334603e-07
109.87942234164598,91.54660284902002,5.31549323408416e-07
107.61259672513764,89.87780017539414,5.462416176271809e-07
109.39373902306761,90.44975770538058,5.626179665514142e-07
106.30965778270694,89.31632128764478,5.668321893966542e-07
106.59256017775752,88.63441187356257,5.517808283093227e-07
109.12634116572079,89.38119043783975,5.331501682981692e-07
109.91070811213378,89.73653872975946,5.310206304527312e-07
108.2308710201328,88.94617724285307,5.324010068284206e-07
108.42848999174679,88.64219113396253,5.433376231018131e-07
109.37660319536482,88.95974340191103,5.580551605157429e-07
108.10363631502895,88.66015828405315,5.59722378614737e-07
109.2417966780186,88.93805904048482,5.443549227835372e-07
108.30405405668003,88.94986976838337,5.355155156719716e-07
108.61712194274413,89.41637501741654,5.344762062604519e-07
107.97950858113921,88.64348697606752,5.368572829410782e-07
106.96047996476338,88.40241826824318,5.4276114368813e-07
106.3141280338482,88.6760807064905,5.535724965704592e-07
106.49431111623583,88.3968682325477,5.541534787084596e-07
106.48986852822601,87.82617000536837,5.448903806933575e-07
106.58576213026711,88.39238580695363,5.416103447861528e-07
107.21381755585328,88.18251537790294,5.395210178734255e-07
106.32804297992679,88.69093196884712,5.422046404507721e-07
106.1578712629647,88.41132660258721,5.466960221938279e-07
105.51571975644957,88.04825800364306,5.527515675461522e-07
105.77214627633971,88.21528118806602,5.53232344465943e-07
105.70294036137031,88.65253019063624,5.489106455261319e-07
106.02781865449398,89.50629144910938,5.464459606063058e-07
107.05375601309116,90.23915313192242,5.452011648125416e-07
106.40778407045156,89.9155300163475,5.469008629405379e-07
105.42172446074154,89.45071574558891,5.500842144201263e-07
105.58899837249362,89.25738703766069,5.530222783830039e-07
104.94593569415954,89.16715343300929,5.530926547381823e-07
105.45485565583202,88.89083483319338,5.505812606983282e-07
105.89199941018191,88.88353995755378,5.478473979032448e-07
105.71633131124418,90.26526634263026,5.481089397778596e-07
106.39574875428336,90.54051234151375,5.488463018712779e-07
106.50056641255874,90.89615591287603,5.513198197879876e-07
105.05604168387248,90.09662291580732,5.530119348287395e-07
105.75985062202253,89.89083122629222,5.52687237623342e-07
107.7761106687501,91.2002553920619,5.509699771912978e-07
106.70486074685704,90.49459442696539,5.487361220046229e-07
107.63167675014614,90.59470852528706,5.484996353117169e-07
111.82598794352008,92.69781006961672,5.487794168840705e-07
106.48868233888413,89.41231233748582,5.513382736357069e-07
