temperature_C,time_min,surrogate_yield,gp_mean,gp_std,ucb
200.0,10.0,0.3074693633103301,0.3767439956418992,0.014938972056742845,0.40602438087311515
207.5,10.0,0.3817021396042991,1.7776877666734983,3.201045816121383,8.05173756627141
215.0,10.0,0.468833518216769,2.0948849527063382,3.2576324692030294,8.479844592344275
222.5,10.0,0.5657674408533151,2.096924990216461,3.2576347610331062,8.481889121841348
230.0,10.0,0.6674678530875549,2.0969254394062387,3.2576347610332173,8.481889571031344
237.5,10.0,0.7673266141667032,2.0969254394096444,3.2576347610332173,8.481889571034749
245.0,10.0,0.8579368813713615,2.0969254394096444,3.2576347610332173,8.481889571034749
252.5,10.0,0.9321717230201879,2.0969254394096444,3.2576347610332173,8.481889571034749
260.0,10.0,0.9843650601459353,2.0969254394096444,3.2576347610332173,8.481889571034749
267.5,10.0,1.0113343480718167,2.0969254394096444,3.2576347610332173,8.481889571034749
275.0,10.0,1.0129977040932174,2.0969254394096444,3.2576347610332173,8.481889571034749
282.5,10.0,0.9924254591096635,2.0969254394096444,3.2576347610332173,8.481889571034749
290.0,10.0,0.9553038004477848,2.0969254394096444,3.2576347610332173,8.481889571034749
297.5,10.0,0.9089337674630213,2.0969254394096444,3.2576347610332173,8.481889571034749
305.0,10.0,0.8609968090977218,2.0969254394096444,3.2576347610332173,8.481889571034749
312.5,10.0,0.8183570806046983,2.0969254394096444,3.2576347610332173,8.481889571034749
320.0,10.0,0.7861344777522391,2.0969254394096444,3.2576347610332173,8.481889571034749
327.5,10.0,0.7671902554593338,2.0969254394096444,3.2576347610332173,8.481889571034749
335.0,10.0,0.7620536774474508,2.0969254394096444,3.2576347610332173,8.481889571034749
342.5,10.0,0.7692192541424183,2.0969254394096444,3.2576347610332173,8.481889571034749
350.0,10.0,0.7856839930745707,2.0969254394096444,3.2576347610332173,8.481889571034749
357.5,10.0,0.8075796062949361,2.0969254394096444,3.2576347610332173,8.481889571034749
365.0,10.0,0.8307771814501036,2.0969254394096444,3.2576347610332173,8.481889571034749
372.5,10.0,0.8513843076086974,2.0969254394096444,3.2576347610332173,8.481889571034749
380.0,10.0,0.8660995259106424,2.0969254394096444,3.2576347610332173,8.481889571034749
387.5,10.0,0.8724240964114793,2.0969254394096444,3.2576347610332173,8.481889571034749
395.0,10.0,0.8687516624966021,2.0969254394096444,3.2576347610332173,8.481889571034749
402.5,10.0,0.8543637985985324,2.0969254394096444,3.2576347610332173,8.481889571034749
410.0,10.0,0.8293582201641725,2.0969254394096444,3.2576347610332173,8.481889571034749
417.5,10.0,0.7945315732339282,2.0969254394096444,3.2576347610332173,8.481889571034749
425.0,10.0,0.7512337542038602,2.0969254394096444,3.2576347610332173,8.481889571034749
432.5,10.0,0.7012072545613097,2.0969254394096444,3.2576347610332173,8.481889571034749
440.0,10.0,0.6464231428587518,2.0969254394096444,3.2576347610332173,8.481889571034749
447.5,10.0,0.5889242438900811,2.0969254394096444,3.2576347610332173,8.481889571034749
455.0,10.0,0.5306849919668828,2.0969254394096444,3.2576347610332173,8.481889571034749
462.5,10.0,0.4734957577370349,2.0969254394096444,3.2576347610332173,8.481889571034749
470.0,10.0,0.4188770366136746,2.0969254394060735,3.2576347610332173,8.481889571031179
477.5,10.0,0.3680259536814414,2.0969249684365545,3.2576347610331062,8.481889100061442
485.0,10.0,0.32179448879522476,2.0947860161883383,3.2576324692030294,8.479745655826276
492.5,10.0,0.2806960904571636,1.7622089773710647,3.201045816121383,8.036258776968975
500.0,10.0,0.24493527400091153,0.2933380307323512,0.014938972056742845,0.32261841596356716
200.0,10.5,0.34982626201864986,1.776868837193545,3.200752529358945,8.050343794737078
207.5,10.5,0.4392307093218438,2.0375281443129643,3.255692186960105,8.41868483075477
215.0,10.5,0.5441853011534267,2.096545786877353,3.257634681694102,8.481509762997792
222.5,10.5,0.6609725115103455,2.096925355832854,3.2576347610332133,8.481889487457952
230.0,10.5,0.7835417213764476,2.0969254394090107,3.2576347610332173,8.481889571034117
237.5,10.5,0.9039519120119316,2.0969254394096444,3.2576347610332173,8.481889571034749
245.0,10.5,1.0133021798891508,2.0969254394096444,3.2576347610332173,8.481889571034749
252.5,10.5,1.1030294085488708,2.0969254394096444,3.2576347610332173,8.481889571034749
260.0,10.5,1.1663289037583155,2.0969254394096444,3.2576347610332173,8.481889571034749
267.5,10.5,1.1993843842173777,2.0969254394096444,3.2576347610332173,8.481889571034749
