temperature,time,score
200.0,10.0,68.09700321926536
200.0,10.25,68.46415923515897
200.0,10.5,68.82978761640922
200.0,10.75,69.19440861481507
200.0,11.0,69.55856351246919
200.0,11.25,69.92281063165234
200.0,11.5,70.28772046975318
200.0,11.75,70.65386992685023
200.0,12.0,71.02183560980718
200.0,12.25,71.39218621569725
200.0,12.5,71.76547401891469
200.0,12.75,72.1422255101727
200.0,13.0,72.52293126133392
200.0,13.25,72.90803511716399
200.0,13.5,73.29792284302222
200.0,13.75,73.69291038548371
200.0,14.0,74.0932319301122
200.0,14.25,74.49902796618704
200.0,14.5,74.91033359120007
200.0,14.75,75.3270673074204
200.0,15.0,75.74902057783721
200.0,15.25,76.17584841842955
200.0,15.5,76.60706130716387
200.0,15.75,77.04201868668135
200.0,16.0,77.4799243267691
200.0,16.25,77.91982379405232
200.0,16.5,78.36060424976269
200.0,16.75,78.8009967620373
200.0,17.0,79.23958127734305
200.0,17.25,79.67479434693284
200.0,17.5,80.10493964961812
200.0,17.75,80.52820129272855
200.0,18.0,80.94265981030695
200.0,18.25,81.34631071292385
200.0,18.5,81.73708537872719
200.0,18.75,82.11287401229879
200.0,19.0,82.47155033845567
200.0,19.25,82.81099764417482
200.0,19.5,83.12913573512192
200.0,19.75,83.42394833546577
200.0,20.0,83.69351043219
200.0,20.25,83.93601504913552
200.0,20.5,84.1497989323653
200.0,20.75,84.33336663762553
200.0,21.0,84.48541253278802
200.0,21.25,84.60484026289966
200.0,21.5,84.69077927214238
200.0,21.75,84.74259803454017
200.0,22.0,84.75991371220441
200.0,22.25,84.74259803454017
200.0,22.5,84.69077927214238
200.0,22.75,84.60484026289966
200.0,23.0,84.48541253278802
200.0,23.25,84.33336663762553
200.0,23.5,84.1497989323653
200.0,23.75,83.93601504913552
200.0,24.0,83.69351043219
200.0,24.25,83.42394833546577
200.0,24.5,83.12913573512192
200.0,24.75,82.81099764417482
200.0,25.0,82.47155033845567
200.0,25.25,82.11287401229879
200.0,25.5,81.73708537872719
200.0,25.75,81.34631071292385
200.0,26.0,80.94265981030695
200.0,26.25,80.52820129272855
200.0,26.5,80.10493964961812
200.0,26.75,79.67479434693284
200.0,27.0,79.23958127734305
200.0,27.25,78.8009967620373
200.0,27.5,78.36060424976269
200.0,27.75,77.91982379405232
200.0,28.0,77.4799243267691
200.0,28.25,77.04201868668135
200.0,28.5,76.60706130716387
200.0,28.75,76.17584841842955
200.0,29.0,75.74902057783721
200.0,29.25,75.3270673074204
200.0,29.5,74.91033359120007
200.0,29.75,74.49902796618704
200.0,30.0,74.0932319301122
202.5,10.0,68.3002747195709
202.5,10.25,68.6674307354645
202.5,10.5,69.03305911671475
202.5,10.75,69.39768011512061
202.5,11.0,69.76183501277472
202.5,11.25,70.12608213195787
202.5,11.5,70.49099197005872
202.5,11.75,70.85714142715577
202.5,12.0,71.22510711011272
202.5,12.25,71.59545771600278
202.5,12.5,71.96874551922022
202.5,12.75,72.34549701047823
202.5,13.0,72.72620276163946
202.5,13.25,73.11130661746952
202.5,13.5,73.50119434332775
202.5,13.75,73.89618188578925
202.5,14.0,74.29650343041773
202.5,14.25,74.70229946649258
202.5,14.5,75.1136050915056
202.5,14.75,75.53033880772594
202.5,15.0,75.95229207814275
202.5,15.25,76.37911991873509
202.5,15.5,76.81033280746941
202.5,15.75,77.24529018698688
202.5,16.0,77.68319582707463
202.5,16.25,78.12309529435785
202.5,16.5,78.56387575006822
202.5,16.75,79.00426826234283
202.5,17.0,79.44285277764858
202.5,17.25,79.87806584723837
202.5,17.5,80.30821114992365
202.5,17.75,80.73147279303409
202.5,18.0,81.14593131061248
202.5,18.25,81.54958221322939
202.5,18.5,81.94035687903272
202.5,18.75,82.31614551260432
202.5,19.0,82.6748218387612
202.5,19.25,83.01426914448035
202.5,19.5,83.33240723542745
202.5,19.75,83.6272198357713
202.5,20.0,83.89678193249553
202.5,20.25,84.13928654944107
202.5,20.5,84.35307043267083
202.5,20.75,84.53663813793106
202.5,21.0,84.68868403309355
202.5,21.25,84.80811176320519
202.5,21.5,84.89405077244791
202.5,21.75,84.94586953484571
202.5,22.0,84.96318521250994
202.5,22.25,84.94586953484571
202.5,22.5,84.89405077244791
202.5,22.75,84.80811176320519
202.5,23.0,84.68868403309355
202.5,23.25,84.53663813793106
202.5,23.5,84.35307043267083
202.5,23.75,84.13928654944107
202.5,24.0,83.89678193249553
202.5,24.25,83.6272198357713
202.5,24.5,83.33240723542745
202.5,24.75,83.01426914448035
202.5,25.0,82.6748218387612
202.5,25.25,82.31614551260432
202.5,25.5,81.94035687903272
202.5,25.75,81.54958221322939
202.5,26.0,81.14593131061248
202.5,26.25,80.73147279303409
202.5,26.5,80.30821114992365
202.5,26.75,79.87806584723837
202.5,27.0,79.44285277764858
202.5,27.25,79.00426826234283
202.5,27.5,78.56387575006822
202.5,27.75,78.12309529435785
202.5,28.0,77.68319582707463
202.5,28.25,77.24529018698688
202.5,28.5,76.81033280746941
202.5,28.75,76.37911991873509
202.5,29.0,75.95229207814275
202.5,29.25,75.53033880772594
202.5,29.5,75.1136050915056
202.5,29.75,74.70229946649258
