feature,importance
Feature_2,0.066624571244124
frame_index,0.06010868796185061
Tail_base_1_x,0.05919812928481091
Feature_1,0.05589930073053709
Tail_end_1_x,0.05456494186098681
Tail_end_1_y,0.03869329038153729
Lat_left_1_x,0.03794405734675965
Center_1_x,0.03498240199446075
Ear_left_1_x,0.03004946459415756
Lat_right_1_x,0.02772472255016866
Tail_base_2_y,0.027588921477801804
Ear_right_1_x,0.026897461421427363
Tail_end_2_x,0.024685821395922194
Nose_1_x,0.023675152516147473
Tail_end_2_y,0.023420141178798766
Nose_2_y,0.022872665581125766
Tail_base_1_y,0.02274183255308049
Ear_right_2_y,0.02201973458871142
Lat_left_2_y,0.020229849378940352
Center_2_y,0.019186722311341053
Ear_left_2_y,0.01878939995542254
Lat_right_2_x,0.01870974786843171
Lat_right_2_y,0.018662228916358374
Tail_base_2_x,0.018478695091278457
Lat_left_1_y,0.01726285211398803
Center_2_x,0.016971752478924306
Center_1_y,0.015839607048653195
Lat_right_1_y,0.01517398198735768
Ear_right_1_y,0.015132328958017673
Ear_right_2_x,0.01368948568467183
Nose_1_y,0.013648773832013326
Ear_left_1_y,0.013484255786435641
Lat_left_2_x,0.013426399498988295
Ear_left_2_x,0.012661647432696809
Nose_2_x,0.011674320504493374
Tail_end_1_p,0.009892632409098089
Tail_end_2_p,0.009598838429707327
Lat_right_2_p,0.006022752216756373
Lat_left_1_p,0.005706094205054076
Tail_base_1_p,0.00482727629339247
Center_2_p,0.0037196802713809173
Lat_right_1_p,0.0037159878067202982
Center_1_p,0.003495363422195579
Lat_left_2_p,0.003280679102582969
Nose_2_p,0.002844244904352941
Nose_1_p,0.002706316768346617
Ear_left_1_p,0.002640091144128575
Ear_right_2_p,0.0023536593944193346
Tail_base_2_p,0.002187436105519642
Ear_right_1_p,0.002157398199154332
Ear_left_2_p,0.0021382018167691963
