hex_id,lat,lon,theo_pv,theo_wind,grid_dist_km,road_dist_km,ocean_dist_km,waterbody_dist_km,pv_cf,wind_cf,hybrid_cf,storage_penalty,storage_multiplier,renew_cost,electrolyzer_cost,battery_cost,h2_storage_cost,water_cost,grid_road_cost,ammonia_conv_cost,shipping_port_cost,reconversion_cost,production_cost,delivered_cost,electrolyzer_cf,battery_hours,h2_storage_hours,scenario,europe_benchmark,advantage_vs_europe,competitive_vs_europe,rank_in_scenario
hex_000,-19.71252741732844,21.42667018270944,0.6634168884306757,0.6221119988358864,148.1040023836202,99.3287389791286,401.9486959865509,209.80741851465152,0.21698195410950116,0.38239150273125844,0.2914162509892919,0.5204763557392689,0.36573337960699526,1.7994269579620648,0.9059750965487217,1.303931911425487,0.4855296898608243,0.0275845936451796,0.019414004496957085,0.4478538160481037,0.6704871739966377,0.3268109011467713,4.621862253939233,6.067014145130747,0.4714162509892919,2.962933518427981,12.388800555283943,Africa_base_8pct,5.0,-1.0670141451307469,False,12.0
hex_001,-23.73345872297537,24.54513625407894,0.8468278354591481,0.6169796764044917,164.2124173809309,107.64313184893224,403.1165214670598,176.4293997201662,0.2999999995473659,0.3795652238609206,0.3358043504884656,0.5596179382175523,0.37669302270091465,1.533741397371776,0.8280104328321495,1.1483148097867686,0.4258231601217921,0.0249143521323184,0.021077529948872357,0.4018697767151691,0.670779130366765,0.3268109011467713,4.061881682193677,5.461341490422383,0.5158043504884655,3.0067720908036586,12.520316272410977,Africa_base_8pct,5.0,-0.4613414904223827,False,5.0
hex_002,-18.69682496106341,15.561555013934129,0.5817130228384195,0.649807766345918,25.688858679272823,17.689641590834682,238.2976785700376,63.933817239716994,0.18,0.3976430703320337,0.2779393816494152,0.16364412732867098,0.2658203556520279,1.9698544237926223,0.9326373765155418,1.182750054788729,0.4598055962348698,0.01591529214520885,0.003450354281048528,0.477350877441854,0.6295744196425094,0.3268109011467713,4.6444130977580205,6.078149295989156,0.45793938164941517,2.5632814226081115,11.189844267824334,Africa_base_8pct,5.0,-1.0781492959891557,False,15.0
hex_003,-20.631583651287634,16.186435884488162,0.7165114970014225,0.5352271773235865,106.87281353179937,66.93030108114688,149.00878280554892,242.2167352237675,0.24101438346142878,0.33454557362688664,0.2831034190358849,0.49744436612998594,0.3592844225163961,1.818392027272023,0.9222375952088702,1.3305339660476394,0.496664461976388,0.022771322374292455,0.013154998595845506,0.4511362318902119,0.6072521957013872,0.3268109011467713,4.683754371475058,6.068953700213429,0.46310341903588487,2.937137690065584,12.311413070196753,Africa_base_8pct,5.0,-1.068953700213429,False,13.0
hex_004,-27.86987182534821,17.57378135786131,0.7662753065105006,0.486505253193377,15.195472596163658,13.920513195117785,349.6854701288347,216.0451032366615,0.2635391796413675,0.3077152747647019,0.283418422446868,0.3465600852701939,0.3170368238756543,1.8242791869483157,0.9216107146746569,1.252586979833793,0.4756830532216091,0.028083610496340283,0.002663166105267317,0.45215516337264716,0.6574213675322087,0.3268109011467713,4.584906711279983,6.02129414333161,0.463418422446868,2.768147295502617,11.804441886507853,Africa_base_8pct,5.0,-1.0212941433316098,False,11.0
hex_005,-17.292531780358928,13.65259902718,0.8086222331359278,0.5380422683640402,126.02775071490714,80.99657107173759,301.13095579381485,223.0002811550848,0.2827068418540156,0.33609579429834,0.3067318704539616,0.5497342343167266,0.3739255856086835,1.6836898939795608,0.8774674711691338,1.2525253659175077,0.46494676297165555,0.02864004784903775,0.015885433649929986,0.4278224011280549,0.6452827389484538,0.3268109011467713,4.403154975536825,5.803071016760106,0.4867318704539616,2.995702342434734,12.487107027304202,Africa_base_8pct,5.0,-0.8030710167601063,False,7.0
hex_006,-19.866323576115764,12.818901074696605,0.8211226579792855,0.2968998349062955,85.8159970215324,34.46682027684199,174.40940070443244,43.66203670940741,0.28836496016402785,0.20330293618512393,0.2500870493735211,0.6576275745510998,0.40413572087430794,2.276301122726526,0.9490919633436892,1.5981909915635961,0.5868129259005627,0.014307250363948146,0.007093356038380687,0.5303897291804143,0.6136023501761081,0.3268109011467713,5.5117976099367025,6.982600590439996,0.45,3.1165428834972317,12.849628650491695,Africa_base_8pct,5.0,-1.9826005904399961,False,27.0
hex_007,-19.567228336676557,17.65986896716307,0.8293347235199925,0.3329331291365369,40.40842627218149,79.4712935283363,51.56533394706672,41.50737207685166,0.2920820209024542,0.22314583176951586,0.26106073579263195,0.792184277865213,0.44181159780225965,2.1301930580125203,0.9490919633436892,1.6050445934569615,0.5819252037626689,0.01757978158234977,0.014723593460947818,0.5051017949029902,0.5828913334867667,0.3268109011467713,5.3785581936191385,6.793362223155667,0.45,3.2672463912090386,13.301739173627116,Africa_base_8pct,5.0,-1.7933622231556674,False,25.0
hex_008,-27.46263640789345,14.176730886712376,0.7151274927751562,0.3515950581468396,30.333727092025157,87.51235910013904,338.58742899357145,278.63095254691973,0.24038793598049113,0.23342262484840087,0.23725354597105053,0.8014167662849668,0.4443966945597907,2.2254203714505687,0.9490919633436892,1.7716921494118163,0.6418117411069142,0.03309048010080255,0.01606657913566806,0.5215834453057294,0.6546468572483929,0.3268109011467713,5.7171732845494585,7.2202144882503525,0.45,3.277586778239163,13.332760334717488,Africa_base_8pct,5.0,-2.2202144882503525,False,29.0
hex_009,-23.5953687452532,20.377395925555145,0.7037648207335433,0.4004129758597777,148.97292018353946,92.4690515382012,125.48262700606044,122.28556717835748,0.2352448033642044,0.2603057856728221,0.24652224540308237,0.7619015831587155,0.4333324432844403,2.1065205491098826,0.9490919633436892,1.6820568130389453,0.6115299931600693,0.020744426521932383,0.018188265527022476,0.5010046299006107,0.6013706567515151,0.3268109011467713,5.468132010701542,6.8973181985004395,0.45,3.2333297731377613,13.199989319413284,Africa_base_8pct,5.0,-1.8973181985004395,False,26.0
hex_010,-24.550423709209024,17.12012686421263,0.8357975881257154,0.6099661340085155,46.7952772915371,13.82117256875169,422.19778623486286,93.77986407537722,0.29500733368333953,0.37570299054550915,0.33132037927131586,0.1965937363298635,0.2750462461723618,1.5542275580817568,0.8352715847416627,1.00647471769985,0.38953987365583753,0.018302389185618377,0.002972759906294815,0.40541545837651194,0.6755494465587157,0.3268109011467713,3.8867888832710205,5.294564689353019,0.5113203792713159,2.600184984689447,11.300554954068343,Africa_base_8pct,5.0,-0.2945646893530194,False,3.0
hex_011,-17.878820133816777,22.657494744809725,0.7308695675118385,0.4141781416959909,231.6544290023153,110.00540957137534,116.02705300250128,149.13229337870234,0.2475133355106145,0.26788601818347,0.2566810427133995,0.81466646193127,0.44810660934075563,2.0276453871358857,0.9490919633436892,1.645011957973329,0.5952155895895809,0.020337942905033504,0.022201655031639032,0.4873531595589573,0.5990067632506253,0.3268109011467713,5.339504495979158,6.752675319935512,0.45,3.2924264373630225,13.377279312089067,Africa_base_8pct,5.0,-1.7526753199355118,False,24.0
hex_012,-21.273618559032023,20.803711428031487,0.6224313676662078,0.4932756168940916,147.35997922659678,28.395464916490816,64.01349026105385,200.5449427652568,0.19843051058747985,0.311443593888766,0.24928639807305863,0.395676456213499,0.3307894077397797,2.0774351347446744,0.9490919633436892,1.4523902303926854,0.5483738546062686,0.018309050636217596,0.006638304704483388,0.4959706158758631,0.5860033725652635,0.3268109011467713,5.132238538428018,6.541023428015916,0.45,2.823157630959119,11.969472892877356,Africa_base_8pct,5.0,-1.541023428015916,False,21.0
hex_013,-19.12686064075004,15.373132979348576,0.6366712785996519,0.7448842446679098,89.98310211103508,5.452094184965394,375.6895757349587,286.9088608288561,0.20487597958514167,0.44999999944931773,0.3151817885240209,1.2115010106228397e-09,0.2200000003392203,1.7346609983508408,0.8624941251932616,0.9684174702308507,0.38555009085612535,0.033752709475948106,0.0019138898876477142,0.4366443230384688,0.6639223939337396,0.3268109011467713,4.066789283994674,5.494166902113654,0.4951817885240209,2.380000001356881,10.640000004070643,Africa_base_8pct,5.0,-0.4941669021136539,False,6.0
