hex_id,lat,lon,theo_pv,theo_wind,grid_dist_km,road_dist_km,ocean_dist_km,waterbody_dist_km,pv_cf,wind_cf,hybrid_cf,storage_penalty,storage_multiplier,renew_cost,electrolyzer_cost,battery_cost,h2_storage_cost,water_cost,grid_road_cost,ammonia_conv_cost,shipping_port_cost,reconversion_cost,production_cost,delivered_cost,electrolyzer_cf,battery_hours,h2_storage_hours,scenario,europe_benchmark,advantage_vs_europe,competitive_vs_europe,rank_in_scenario
hex_020,-19.902947118975515,13.798714834651516,0.8125590393967337,0.6760462206186093,124.23129105534927,35.61922273867412,352.0581288261181,46.40018113385423,0.28448877453761334,0.41209212139858586,0.341910280625051,0.20285471079166256,0.27679931902166555,1.5074769168238167,0.8183233773306137,0.9779316638443495,0.37817745188457075,0.014512016477825383,0.007698893878225293,0.39732400123571465,0.6580145322065295,0.3268109011467713,3.784120320239401,5.166269754828417,0.5219102806250511,2.607197276086662,11.321591828259987,Africa_base_8pct,5.0,-0.16626975482841733,False,1.0
hex_015,-26.27313533858268,22.266701004955227,0.7997160744053764,0.660627335270063,10.586948402275889,45.13975177963021,88.8780555894052,277.818486647048,0.27867561088253506,0.40360121490405454,0.33489213269221885,0.25923459531377147,0.292585686687856,1.5390577544449688,0.8294773922287866,1.0226071774784857,0.39256309726754307,0.018811826441036822,0.008234869989964165,0.4027899154393756,0.5922195138973513,0.3268109011467713,3.8907521178507856,5.212572448334284,0.5148921326922189,2.670342746751424,11.511028240254273,Africa_base_8pct,5.0,-0.21257244833428413,False,2.0
hex_010,-24.550423709209024,17.12012686421263,0.8357975881257154,0.6099661340085155,46.7952772915371,13.82117256875169,422.19778623486286,93.77986407537722,0.29500733368333953,0.37570299054550915,0.33132037927131586,0.1965937363298635,0.2750462461723618,1.5542275580817568,0.8352715847416627,1.00647471769985,0.38953987365583753,0.018302389185618377,0.002972759906294815,0.40541545837651194,0.6755494465587157,0.3268109011467713,3.8867888832710205,5.294564689353019,0.5113203792713159,2.600184984689447,11.300554954068343,Africa_base_8pct,5.0,-0.2945646893530194,False,3.0
hex_022,-17.35162370726116,22.016941285029937,0.7956775237557412,0.6151635465318787,234.7674814688708,31.45984577754473,230.32612192903065,290.0384140822386,0.27684762522101136,0.37856511337422216,0.32262049488995626,0.26014360940137127,0.29284021063238397,1.5953199349091054,0.8497293442006726,1.0619091830656926,0.40760329133064643,0.02922696382748409,0.008095714735819996,0.41252760051970694,0.6275815304822576,0.3268109011467713,4.031884432069421,5.3988044642181565,0.5026204948899562,2.671360842529536,11.514082527588608,Africa_base_8pct,5.0,-0.3988044642181565,False,4.0
hex_001,-23.73345872297537,24.54513625407894,0.8468278354591481,0.6169796764044917,164.2124173809309,107.64313184893224,403.1165214670598,176.4293997201662,0.2999999995473659,0.3795652238609206,0.3358043504884656,0.5596179382175523,0.37669302270091465,1.533741397371776,0.8280104328321495,1.1483148097867686,0.4258231601217921,0.0249143521323184,0.021077529948872357,0.4018697767151691,0.670779130366765,0.3268109011467713,4.061881682193677,5.461341490422383,0.5158043504884655,3.0067720908036586,12.520316272410977,Africa_base_8pct,5.0,-0.4613414904223827,False,5.0
hex_020,-19.902947118975515,13.798714834651516,0.8125590393967337,0.6760462206186093,124.23129105534927,35.61922273867412,352.0581288261181,46.40018113385423,0.28448877453761334,0.41209212139858586,0.341910280625051,0.20285471079166256,0.27679931902166555,1.2061066370559221,0.6916805061445596,0.8315076027649294,0.31111037346161063,0.014512016477825383,0.007354292865547707,0.3178921744033697,0.6580145322065295,0.3063572115693066,3.142271428770395,4.4245353469496,0.5219102806250511,2.607197276086662,11.321591828259987,Africa_derisked_5pct,4.5,0.07546465305039973,True,1.0
hex_015,-26.27313533858268,22.266701004955227,0.7997160744053764,0.660627335270063,10.586948402275889,45.13975177963021,88.8780555894052,277.818486647048,0.27867561088253506,0.40360121490405454,0.33489213269221885,0.25923459531377147,0.292585686687856,1.231373928006493,0.7011083373467901,0.8694939269812656,0.3229448270634316,0.018811826441036822,0.008205503208780475,0.3222653593755839,0.5922195138973513,0.3063572115693066,3.231938349047798,4.45278043389004,0.5148921326922189,2.670342746751424,11.511028240254273,Africa_derisked_5pct,4.5,0.04721956610995992,True,2.0
hex_010,-24.550423709209024,17.12012686421263,0.8357975881257154,0.6099661340085155,46.7952772915371,13.82117256875169,422.19778623486286,93.77986407537722,0.29500733368333953,0.37570299054550915,0.33132037927131586,0.1965937363298635,0.2750462461723618,1.243511029838682,0.7060058266780597,0.8557769532363905,0.32045775063354764,0.018302389185618377,0.002842956055701267,0.3243660116157705,0.6755494465587157,0.3063572115693066,3.2268969056279992,4.533169575371792,0.5113203792713159,2.600184984689447,11.300554954068343,Africa_derisked_5pct,4.5,-0.03316957537179199,False,3.0
hex_022,-17.35162370726116,22.016941285029937,0.7956775237557412,0.6151635465318787,234.7674814688708,31.45984577754473,230.32612192903065,290.0384140822386,0.27684762522101136,0.37856511337422216,0.32262049488995626,0.26014360940137127,0.29284021063238397,1.276388341504782,0.7182261183834548,0.9029113094609413,0.33531774979742723,0.02922696382748409,0.007444501090926817,0.3300563155579801,0.6275815304822576,0.3063572115693066,3.3495149840650162,4.6135100416745605,0.5026204948899562,2.671360842529536,11.514082527588608,Africa_derisked_5pct,4.5,-0.11351004167456047,False,4.0
hex_001,-23.73345872297537,24.54513625407894,0.8468278354591481,0.6169796764044917,164.2124173809309,107.64313184893224,403.1165214670598,176.4293997201662,0.2999999995473659,0.3795652238609206,0.3358043504884656,0.5596179382175523,0.37669302270091465,1.22712040115021,0.6998684030542255,0.9763795672099599,0.3503064545861121,0.0249143521323184,0.020622026630481412,0.32152917203507336,0.670779130366765,0.3063572115693066,3.3792112047633074,4.677876718734452,0.5158043504884655,3.0067720908036586,12.520316272410977,Africa_derisked_5pct,4.5,-0.17787671873445188,False,5.0
