feature,importance
Tail_end_2_y,2.6684419947609967
Tail_end_1_x,2.3571122404823224
Tail_end_1_y,2.0565953068189544
Tail_base_1_x,1.784099128014095
Tail_base_2_y,1.750247354449018
Ear_right_2_y,1.6292411845813155
Nose_1_y,1.4362620528466188
Ear_left_1_x,1.2552574058240527
Ear_left_2_y,1.240964727996533
Tail_base_1_y,1.232519668739382
Lat_left_2_y,1.2292126027908012
Lat_right_2_x,1.1966968252615438
Center_2_y,1.0774962452418655
Center_1_y,0.9346954273085745
Nose_1_x,0.8803511637980937
Nose_2_y,0.8099155794512005
Center_2_x,0.8050205131676148
Tail_end_2_x,0.802981781227089
Lat_left_1_x,0.6789940414877021
Ear_right_1_x,0.6393779802527056
Ear_right_1_y,0.549801620930503
Ear_right_2_x,0.5265476339793528
Tail_end_1_p,0.5114861810672845
Lat_left_2_x,0.5031509988785802
Nose_2_x,0.49656796767711603
Ear_left_1_y,0.4755176666110599
Lat_right_1_x,0.4667324028574191
Tail_base_2_x,0.46151386838377295
Lat_right_1_y,0.40629188534324906
Ear_left_2_x,0.3924326167359232
Lat_right_2_y,0.31962316957167797
Tail_base_1_p,0.30288505557163947
Ear_right_1_p,0.25194857236720847
Tail_end_2_p,0.24519017135994586
Lat_left_1_y,0.2333723141816616
Nose_2_p,0.1978395746203735
Ear_left_2_p,0.1970035680306112
Center_1_p,0.18099313103965836
Feature_1,0.16576116139315275
Feature_2,0.16576116139315275
Center_1_x,0.16046950097587756
Nose_1_p,0.15603428992388757
Lat_right_1_p,0.1405509496764318
Tail_base_2_p,0.12299998822583214
Ear_left_1_p,0.09406872539268629
Center_2_p,0.04296167416134158
Lat_left_2_p,0.03227965776455118
Ear_right_2_p,0.02432588445670159
Lat_left_1_p,0.016348852787428113
Lat_right_2_p,0.003040455476673703
