feature,importance
Tail_end_2_x,0.11051207915365173
Feature_1,0.058606895326606255
Center_2_y,0.055359592429180794
Feature_2,0.053883782155443774
Tail_base_2_x,0.05379553036941698
Tail_end_1_x,0.05137599573416104
Tail_end_2_y,0.042251999878688336
Tail_base_1_x,0.0358489829012526
Lat_left_2_y,0.033081104908948444
Lat_left_1_x,0.031558001584912614
Nose_2_y,0.030098654999733666
Center_1_x,0.028108492846946356
Lat_left_2_x,0.0264650495644831
Lat_right_2_y,0.02487177346882518
Center_2_x,0.024379320972680436
Lat_right_2_x,0.023362236061963977
Ear_right_2_y,0.023097043108937506
Lat_right_1_y,0.020094640353245187
Tail_base_2_y,0.018939740916466972
Lat_right_1_x,0.0187496486190484
Ear_left_2_y,0.01866054852082351
Tail_end_1_y,0.01854679430547998
Ear_left_1_x,0.017705269430389844
Tail_base_1_y,0.017309355032673095
Ear_right_1_x,0.017154737965901272
Ear_right_2_x,0.015623326711640288
Center_1_y,0.013563130185330048
Nose_1_y,0.012244444292629223
Nose_2_x,0.01217450102196271
Nose_1_x,0.012100940636936591
Ear_right_1_y,0.011902792879303509
Ear_left_1_y,0.01069551264273056
Lat_left_1_y,0.010489173801502086
Ear_left_2_x,0.009553759003056887
Ear_right_2_p,0.00776749721674518
Lat_right_1_p,0.004213796923784239
Ear_left_1_p,0.0036956568096750617
Tail_base_2_p,0.003694441599103222
Center_1_p,0.0022785935483304906
Lat_right_2_p,0.0022278063359199916
Lat_left_2_p,0.0017682033776255577
Tail_end_2_p,0.001750369238991181
Tail_end_1_p,0.0017308437671935519
Lat_left_1_p,0.0016940283846645506
Ear_right_1_p,0.001344787466757627
Nose_1_p,0.001340897338580362
Center_2_p,0.001189112531162421
Tail_base_1_p,0.001122770747750445
Ear_left_2_p,0.0010745923659220664
Nose_2_p,0.0009417505628411761
