Nucleophilic-HEA,Hydrophobic-BA,Acidic-CBEA,Cationic-ATAC,Aromatic-PEA,Amide-AAm,pred_kpa,min_dist_to_train,new
0.005565537429010115,0.5715643357371821,0.003281482115064875,0.049122510688282155,0.3159776306329687,0.054488503397492005,267.0663835810333,0.06831448675509531,True
0.022287015788976454,0.5407919324698423,0.005854954173430248,0.044830718755705413,0.3333772060213318,0.05285817279071402,266.1958008964379,0.044720368400136074,False
0.03818707585521844,0.5949408772277893,0.014090167771914814,0.05426723615205099,0.265723576373907,0.032791066619119506,262.245623967917,0.12579990352602224,True
0.007217588184534097,0.5381245949835652,0.07327623472266558,0.050064700326998016,0.3066075826992509,0.02470929908298628,256.4759613116302,0.10055446566330971,True
0.021297530279738602,0.5932205178991705,0.0019565538402069294,0.030399601713704916,0.280361407078448,0.0727643891887309,254.34508138711968,0.11542913765473113,True
0.031642053590626995,0.5827395552949726,0.02899759001613496,0.04553008970098862,0.2524977909140648,0.058592920483212185,254.023307383817,0.12141187601452476,True
0.040795632395924784,0.55112770080764,0.016244287924126962,0.037620618496848564,0.23379620058938255,0.12041555978607728,252.69563576315173,0.1338479731183966,True
0.0023736627796462676,0.5891196480646571,0.05924902992493803,0.042631600874587255,0.2666881532829682,0.039937905073203106,252.27440434064638,0.1333009276140838,True
0.027637228499974863,0.5431579483903066,0.08739047500654441,0.03374318205641827,0.25400191812088396,0.05406924792587199,250.88558622316592,0.14913320663411125,True
0.03676868123811715,0.5355418338701241,0.09831320724363046,0.040770584882740935,0.25785532813934364,0.030750364626043608,249.32653927813172,0.15497666051253914,True
