feature,variance,cv,age_corr,age_corr_abs,dpt_corr,dpt_corr_abs,traj_score,laplacian_score,mi_age,mi_dpt,mi_combined,kw_stat_phase,kw_pval_phase,mw_stat_state,mw_pval_state,composite_score,norm_variance,norm_cv,norm_age_corr,norm_dpt_corr,norm_lap,norm_mi,norm_kw,norm_mw,protein,compartment
Int_Med_cycB1_ring,0.012809296,1.0258185,0.560699121186191,0.560699121186191,0.234745633878763,0.234745633878763,0.397722377532477,0.23590368863370084,0.2766444286449623,0.1269782654659437,0.4302259544245006,1454.464618661375,0.0,713445.5,1.4344364559622297e-90,0.8776970954356846,0.8651452282157677,0.8858921161825726,0.9730290456431535,0.46680497925311204,0.9730290456431535,0.9336099585062241,0.9771784232365145,0.9854771784232366,cycB1,ring
Int_Med_cycB1_cyto,0.012809296,1.0258185,0.560699121186191,0.560699121186191,0.234745633878763,0.234745633878763,0.397722377532477,0.23590368863370084,0.27547071629089803,0.12713269318114762,0.4293626157584703,1454.464618661375,0.0,713445.5,1.4344364559622297e-90,0.8770746887966805,0.8651452282157677,0.8858921161825726,0.9730290456431535,0.46680497925311204,0.9730290456431535,0.9294605809128631,0.9771784232365145,0.9854771784232366,cycB1,cyto
Int_Med_cycB1_cell,0.011533202,1.0360401,0.5493045847193913,0.5493045847193913,0.2563636543695176,0.2563636543695176,0.4028341195444544,0.23414856822822797,0.23904882815092332,0.13190465342535873,0.4025440920306231,1419.8458619707258,1.454637267437091e-307,710718.5,7.897664551000304e-89,0.8726141078838173,0.8215767634854771,0.9004149377593361,0.9626556016597511,0.49377593360995853,0.979253112033195,0.9128630705394191,0.970954356846473,0.979253112033195,cycB1,cell
Int_Med_cycA_nuc,0.024504459,1.0619849,0.73238994282907,0.73238994282907,-0.011257693455191385,0.011257693455191385,0.37182381814213067,0.2751129221290044,0.5224590195923327,0.07465611051509846,0.5833096438864303,1792.88702316185,0.0,670787.0,2.6104249153833427e-65,0.8278008298755186,0.9875518672199171,0.9087136929460581,0.991701244813278,0.016597510373444035,0.9087136929460581,0.995850622406639,0.995850622406639,0.975103734439834,cycA,nuc
Int_Intg_DNA_nuc,0.013663321,0.46526903,0.7359945236404305,0.7359945236404305,0.10879708258209969,0.10879708258209969,0.4223958031112651,0.3647179104678315,0.5445674962092975,0.0429184962860516,0.5595628691196218,1618.407012696454,0.0,636991.5,2.801992189486844e-48,0.7885892116182572,0.9045643153526971,0.27385892116182575,0.995850622406639,0.20331950207468885,0.7344398340248963,0.991701244813278,0.991701244813278,0.966804979253112,DNA,nuc
Int_MeanEdge_cycB1_cell,0.01682797,0.788461,0.274448762228661,0.274448762228661,0.2971783529767737,0.2971783529767737,0.2858135576027173,0.361229010491093,0.0825058596740531,0.08550647418935764,0.19442060649251133,602.1782302988075,3.3976663922936687e-130,611895.0,2.4664200335265294e-37,0.7838174273858921,0.9377593360995851,0.7966804979253113,0.8796680497925311,0.5809128630705394,0.7385892116182573,0.5892116182572614,0.9211618257261411,0.9585062240663901,cycB1,cell
Int_Med_Skp2_nuc,0.031221703,0.74143225,0.5137867003929677,0.5137867003929677,0.0244414614347417,0.0244414614347417,0.2691140809138547,0.419560969918487,0.5420192731372984,0.03188443119704765,0.5419099684178248,1575.20197944097,0.0,720236.0,5.631516923860428e-95,0.7738589211618258,0.995850622406639,0.7510373443983402,0.9585062240663901,0.0456431535269709,0.6141078838174274,0.9875518672199171,0.9875518672199171,0.991701244813278,Skp2,nuc
Int_Med_cycA_ring,0.0041985647,0.7978555,0.2937574364225623,0.2937574364225623,0.2676210093279619,0.2676210093279619,0.2806892228752621,0.2633671047156154,0.09529918658634884,0.12231227248823728,0.25724650961130513,560.6691215290699,3.383086424080382e-121,521266.0,7.395946375324002e-10,0.7731327800829877,0.450207468879668,0.8070539419087137,0.8983402489626556,0.5165975103734439,0.9315352697095436,0.7468879668049793,0.9107883817427386,0.8775933609958506,cycA,ring
Int_Med_cycA_cyto,0.0041985647,0.7978555,0.2937574364225623,0.2937574364225623,0.2676210093279619,0.2676210093279619,0.2806892228752621,0.2633671047156154,0.09464872132438629,0.12139933776537415,0.2553822953914328,560.6691215290699,3.383086424080382e-121,521266.0,7.395946375324002e-10,0.7725103734439835,0.450207468879668,0.8070539419087137,0.8983402489626556,0.5165975103734439,0.9315352697095436,0.7427385892116183,0.9107883817427386,0.8775933609958506,cycA,cyto
Int_MeanEdge_AKT_cell,0.009520735,0.61560094,-0.18263115063609164,0.18263115063609164,0.5516199698657407,0.5516199698657407,0.36712556025091614,0.23605631045821202,0.03832723861826093,0.2558318518028466,0.3902374319965609,69.27844223682587,6.091930535997717e-15,361339.0,3.372511768600567e-08,0.7479253112033195,0.7634854771784232,0.6224066390041494,0.7842323651452282,0.9087136929460581,0.966804979253112,0.9087136929460581,0.6016597510373445,0.05809128630705396,AKT,cell
Int_Med_pH2AX_nuc,0.015501865,0.7506594,0.5826144580301129,0.5826144580301129,0.014785052948696841,0.014785052948696841,0.29869975548940486,0.44565668009774995,0.33786324900971465,0.03929517137367622,0.36474683327629304,1209.7431686908953,5.639672209615944e-262,601057.5,4.6796645632151634e-33,0.7280082987551867,0.9211618257261411,0.7593360995850622,0.979253112033195,0.03734439834024894,0.5020746887966805,0.8713692946058091,0.950207468879668,0.9543568464730291,pH2AX,nuc
Int_Med_S6_cell,0.013303702,0.53862417,0.09848727986970829,0.09848727986970829,0.4445909948537191,0.4445909948537191,0.2715391373617137,0.2223179217515535,0.012812002575601333,0.17393889364502346,0.2531582132153036,78.42617384687594,6.67695893822155e-17,444727.0,0.5714618579430422,0.7236514522821578,0.8713692946058091,0.5020746887966805,0.5477178423236515,0.7883817427385892,0.991701244813278,0.7385892116182573,0.6348547717842323,0.6058091286307055,S6,cell
Int_Med_CDK2_nuc,0.015399682,0.42939702,0.6007035083485317,0.6007035083485317,0.12559576463730376,0.12559576463730376,0.36314963649291776,0.4447525303816696,0.2561284416080998,0.0530353279098188,0.30876999128555827,1025.8977086646664,4.3356864803256806e-222,553691.5,1.5994730914717713e-17,0.7199170124481328,0.91701244813278,0.19502074688796678,0.983402489626556,0.24896265560165975,0.5062240663900415,0.8091286307053942,0.9336099585062241,0.9377593360995851,CDK2,nuc
Int_Med_cFos_nuc,0.00964524,0.47780755,0.31391288072518436,0.31391288072518436,-0.3244575975966218,0.3244575975966218,0.3191852391609031,0.4081193679498853,0.05831144677354949,0.10452295550483637,0.19859759819193032,160.31182117987726,1.5697747219953886e-34,485113.0,0.0004416609922173194,0.7159751037344397,0.7717842323651453,0.30290456431535273,0.9128630705394191,0.6307053941908713,0.6514522821576764,0.6182572614107884,0.7883817427385892,0.7717842323651453,cFos,nuc
Int_Med_E2F1_nuc,0.0055323867,0.82351327,0.42886615522800786,0.42886615522800786,-0.17047901247738134,0.17047901247738134,0.2996725838526946,0.5177250116420788,0.3712186449050252,0.05783256156563166,0.42109885852799844,1408.5686433857127,4.072325305210864e-305,641343.5,2.5223509883189334e-50,0.7078838174273858,0.5518672199170125,0.8215767634854771,0.9377593360995851,0.34439834024896265,0.27385892116182575,0.91701244813278,0.966804979253112,0.970954356846473,E2F1,nuc
Int_MeanEdge_YAP_cell,0.017278602,0.53597105,-0.12364819655305123,0.12364819655305123,0.5448596943706536,0.5448596943706536,0.33425394546185244,0.24983762008693075,0.01569842541813582,0.253231165530063,0.3658512971515309,28.331003329032683,3.095004849742707e-06,385557.0,0.0001746431199927864,0.7070539419087135,0.9585062240663901,0.49377593360995853,0.6556016597510373,0.9045643153526971,0.946058091286307,0.8755186721991701,0.34024896265560167,0.12448132780082988,YAP,cell
Int_Med_ERK_cell,0.010498822,0.3833718,0.08446699430615631,0.08446699430615631,0.5673030238554279,0.5673030238554279,0.3258850090807921,0.2578512066502993,0.0,0.25595936804601127,0.355223869849804,94.80315242245813,2.0352563067171722e-20,424533.0,0.36382861064304206,0.7037344398340248,0.8008298755186722,0.09128630705394192,0.4730290456431535,0.9377593360995851,0.941908713692946,0.8672199170124482,0.6804979253112033,0.44398340248962653,ERK,cell
Int_Med_cycA_cell,0.00065534405,1.3207879,0.28653325024829934,0.28653325024829934,0.3341467616945796,0.3341467616945796,0.31034000597143946,0.45526577291481013,0.08872802775140176,0.15222703794916015,0.292729251285592,523.2798207619295,4.29897888407995e-113,525448.0,1.0373234137540569e-10,0.6952282157676349,0.020746887966805017,0.9377593360995851,0.892116182572614,0.6597510373443983,0.46058091286307057,0.8008298755186722,0.9045643153526971,0.892116182572614,cycA,cell
AreaShape_Area_nuc,0.007515461,0.38873914,0.7146348635615428,0.7146348635615428,0.1623915420991204,0.1623915420991204,0.4385132028303316,0.5297716700898297,0.4073878193206628,0.06784947019174847,0.46820954273135845,1041.008194820722,2.2857377937244647e-225,562800.5,4.1290195944909257e-20,0.691701244813278,0.6887966804979253,0.11618257261410792,0.9875518672199171,0.3278008298755186,0.2406639004149378,0.975103734439834,0.9377593360995851,0.941908713692946,nuc,unknown
Int_MeanEdge_p38_cell,0.007337304,0.5169931,-0.15884155318255996,0.15884155318255996,0.5633225460203894,0.5633225460203894,0.3610820496014747,0.35091333332448094,0.03825800891265452,0.22021209569335287,0.3407402891898338,40.9700791021692,6.635455377519688e-09,403022.0,0.013201916232761358,0.683195020746888,0.6721991701244814,0.41908713692946054,0.7510373443983402,0.91701244813278,0.7717842323651453,0.8340248962655602,0.43568464730290457,0.22821576763485474,p38,cell
Int_MeanEdge_pGSK3b_cell,0.007405834,0.59694296,-0.18913191256818476,0.18913191256818476,0.4818877236428594,0.4818877236428594,0.3355098181055221,0.3474989037366676,0.027666791112129552,0.1833826667206031,0.2799034792312567,57.58214309573668,1.93034674364509e-12,374984.0,6.042476894034434e-06,0.6817427385892116,0.6846473029045643,0.6099585062240664,0.7925311203319502,0.8464730290456431,0.7759336099585062,0.7883817427385892,0.5269709543568465,0.09958506224066388,pGSK3b,cell
Int_Std_PCNA_nuc,0.023470003,0.5345346,0.5537299982861966,0.5537299982861966,-0.09452062107597596,0.09452062107597596,0.32412530968108627,0.5846226619152652,0.2915492206192507,0.04236856651324761,0.3264884521274826,1306.5026319109547,5.713278827205037e-283,612854.0,1.0011151025784214e-37,0.6811203319502075,0.983402489626556,0.48547717842323657,0.966804979253112,0.1659751037344398,0.1659751037344398,0.8215767634854771,0.9585062240663901,0.9626556016597511,PCNA,nuc
Int_Med_S6_cyto,0.014904062,0.49093902,0.07586815438434266,0.07586815438434266,0.44265208506089015,0.44265208506089015,0.2592601197226164,0.2244271974721323,0.01162576733508125,0.16458608507020056,0.23908910553979634,64.30574088779947,7.06079166158273e-14,435578.5,0.9188918896876539,0.6787344398340249,0.9107883817427386,0.34232365145228216,0.44190871369294604,0.7821576763485477,0.9854771784232366,0.7219917012448133,0.5622406639004149,0.524896265560166,S6,cyto
Int_Med_S6_ring,0.014904062,0.49093902,0.07586815438434266,0.07586815438434266,0.44265208506089015,0.44265208506089015,0.2592601197226164,0.2244271974721323,0.011549978463515131,0.16383557678868055,0.2379779537073324,64.30574088779947,7.06079166158273e-14,435578.5,0.9188918896876539,0.6781120331950208,0.9107883817427386,0.34232365145228216,0.44190871369294604,0.7821576763485477,0.9854771784232366,0.7178423236514523,0.5622406639004149,0.524896265560166,S6,ring
Int_Med_ERK_ring,0.010058904,0.37189746,0.07848939123929342,0.07848939123929342,0.5648005527962403,0.5648005527962403,0.3216449720177669,0.2663876869271752,0.003530637063032138,0.24759373063902146,0.34685561433561884,81.52360878978425,1.446064073664955e-17,414004.0,0.09360898674360908,0.6779045643153526,0.7863070539419087,0.08506224066390045,0.46265560165975106,0.9232365145228216,0.9149377593360996,0.8506224066390041,0.6452282157676348,0.34647302904564314,ERK,ring
Int_Med_ERK_cyto,0.010058904,0.37189746,0.07848939123929342,0.07848939123929342,0.5648005527962403,0.5648005527962403,0.3216449720177669,0.2663876869271752,0.003229074018862299,0.24727105433724805,0.3461309167300595,81.52360878978425,1.446064073664955e-17,414004.0,0.09360898674360908,0.6772821576763485,0.7863070539419087,0.08506224066390045,0.46265560165975106,0.9232365145228216,0.9149377593360996,0.8464730290456431,0.6452282157676348,0.34647302904564314,ERK,cyto
Int_Med_pS6_cyto,0.0042417953,0.80907965,0.10846889436826473,0.10846889436826473,0.4472883749686204,0.4472883749686204,0.27787863466844254,0.4109642002692245,0.04877172842338151,0.15611231857517716,0.26143502722434503,182.57508317514203,2.4510079106104547e-39,436766.0,0.9879152029314998,0.675,0.46265560165975106,0.8153526970954357,0.607883817427386,0.8029045643153527,0.6410788381742738,0.7551867219917012,0.8236514522821576,0.54149377593361,pS6,cyto
Int_Med_pS6_ring,0.0042417953,0.80907965,0.10846889436826473,0.10846889436826473,0.4472883749686204,0.4472883749686204,0.27787863466844254,0.4109642002692245,0.04793319476639457,0.15630584378456724,0.26093369620477175,182.57508317514203,2.4510079106104547e-39,436766.0,0.9879152029314998,0.6743775933609959,0.46265560165975106,0.8153526970954357,0.607883817427386,0.8029045643153527,0.6410788381742738,0.7510373443983402,0.8236514522821576,0.54149377593361,pS6,ring
Int_Med_cycB1_nuc,0.00945933,0.53502065,0.4304464779673577,0.4304464779673577,-0.027379788741204784,0.027379788741204784,0.22891313335428123,0.416838879903387,0.14963530641271294,0.04894216780393812,0.20531172942078912,577.375969396399,8.087623205055904e-125,542788.5,1.1286179149400095e-14,0.671161825726141,0.7593360995850622,0.48962655601659755,0.941908713692946,0.049792531120331995,0.6224066390041494,0.6514522821576764,0.91701244813278,0.9211618257261411,cycB1,nuc
Int_Med_BP1_nuc,0.013557203,0.784468,0.2680758638404665,0.2680758638404665,0.2784075381488089,0.2784075381488089,0.27324170099463774,0.4795643489240401,0.11138695705111523,0.0818346130106562,0.21584221140102738,105.19708975957012,1.1851005496333676e-22,439352.5,0.8621934452243216,0.6672199170124482,0.8838174273858921,0.7925311203319502,0.8755186721991701,0.5269709543568465,0.36929460580912865,0.6680497925311204,0.7219917012448133,0.5726141078838174,BP1,nuc
Int_MeanEdge_ERK_cell,0.007992668,0.38759673,-0.09640514762218497,0.09640514762218497,0.531533637655453,0.531533637655453,0.313969392638819,0.24729963468664332,0.016609962729647876,0.2571169391165604,0.37208096318820383,37.99944165291163,2.8272443130054258e-08,404389.0,0.0173836183711776,0.6549792531120332,0.7012448132780082,0.11203319502074693,0.5311203319502075,0.8713692946058091,0.950207468879668,0.892116182572614,0.4107883817427386,0.24896265560165975,ERK,cell
Int_Med_AKT_ring,0.013659527,0.4537239,-0.0935730414438983,0.0935730414438983,0.5140640414139616,0.5140640414139616,0.30381854142892994,0.28088597940389803,0.0,0.2530891390739214,0.3512405272958502,56.18856296036113,3.829176046103477e-12,346062.5,3.221818702149845e-11,0.6534232365145228,0.8983402489626556,0.2634854771784232,0.5165975103734439,0.8568464730290457,0.8941908713692946,0.8589211618257262,0.5207468879668049,0.03526970954356845,AKT,ring
Int_Med_AKT_cyto,0.013659527,0.4537239,-0.0935730414438983,0.0935730414438983,0.5140640414139616,0.5140640414139616,0.30381854142892994,0.28088597940389803,0.0,0.2516517725729184,0.3492457306420822,56.18856296036113,3.829176046103477e-12,346062.5,3.221818702149845e-11,0.6528008298755187,0.8983402489626556,0.2634854771784232,0.5165975103734439,0.8568464730290457,0.8941908713692946,0.8547717842323651,0.5207468879668049,0.03526970954356845,AKT,cyto
Int_Med_AKT_cell,0.009883867,0.5036223,-0.07227270445232711,0.07227270445232711,0.5550883732436787,0.5550883732436787,0.3136805388480029,0.2583091272719131,0.015684378286192846,0.3068381059706953,0.4402348359935766,41.6773353673969,4.697216011900888e-09,354465.0,1.7151979510301623e-09,0.6493775933609958,0.7800829875518672,0.3817427385892116,0.4232365145228216,0.9128630705394191,0.9377593360995851,0.9377593360995851,0.4522821576763485,0.04149377593360992,AKT,cell
Int_MeanEdge_S6_cell,0.011213967,0.5726896,-0.14149742010444838,0.14149742010444838,0.36376519500504656,0.36376519500504656,0.2526313075547475,0.3018142014512064,0.022523405462903767,0.11325289936116256,0.1778539903040647,40.30251695829764,9.192349340129828e-09,418918.0,0.18751916452993322,0.6477178423236514,0.8174273858921162,0.5892116182572614,0.7053941908713692,0.6804979253112033,0.8672199170124482,0.5352697095435685,0.4315352697095436,0.39834024896265563,S6,cell
Int_Med_p38_cyto,0.017262222,0.4078509,-0.036855516536157346,0.036855516536157346,0.6578839880783315,0.6578839880783315,0.34736975230724443,0.23726215207599097,0.005956826371832591,0.32061832051859174,0.4504277565437927,34.546358077711865,1.5190109352886175e-07,395226.0,0.002308495498985271,0.6411825726141078,0.9522821576763485,0.13485477178423233,0.2551867219917012,0.9896265560165975,0.9605809128630706,0.950207468879668,0.39626556016597514,0.13485477178423233,p38,cyto
Int_Med_p38_ring,0.017262222,0.4078509,-0.036855516536157346,0.036855516536157346,0.6578839880783315,0.6578839880783315,0.34736975230724443,0.23726215207599097,0.004070779490679577,0.3202949330198557,0.4482472625183281,34.546358077711865,1.5190109352886175e-07,395226.0,0.002308495498985271,0.6405601659751037,0.9522821576763485,0.13485477178423233,0.2551867219917012,0.9896265560165975,0.9605809128630706,0.946058091286307,0.39626556016597514,0.13485477178423233,p38,ring
Int_Med_pS6_cell,0.0028945727,0.7837821,0.13543170062563092,0.13543170062563092,0.43677024038615264,0.43677024038615264,0.2861009705058918,0.44256401714712623,0.02527385105846669,0.13928986094238827,0.21651378609552302,208.7717552258035,5.365754381068623e-45,436596.0,0.9780164228938361,0.6398340248962656,0.31950207468879666,0.7883817427385892,0.6846473029045643,0.7676348547717842,0.5103734439834025,0.6721991701244814,0.8547717842323651,0.5352697095435685,pS6,cell
Int_MeanEdge_pRB_cell,0.005965947,1.5616193,-0.2102144011146283,0.2102144011146283,0.12104040953768166,0.12104040953768166,0.165627405326155,0.45535508663719193,0.04168712106471606,0.10927715751655054,0.1899317559145824,163.8720088168213,2.6758651872505416e-35,553348.0,1.985561762369717e-17,0.6352697095435684,0.5975103734439834,0.966804979253112,0.8215767634854771,0.2406639004149378,0.4564315352697096,0.5684647302904564,0.7966804979253113,0.9336099585062241,pRB,cell
Int_MeanEdge_cJun_cell,0.0029906982,2.0110412,-0.21672360168731614,0.21672360168731614,0.3985077548964148,0.3985077548964148,0.3076156782918655,0.4172869734892866,0.02234453516832513,0.11261188222625718,0.17680014654258974,66.59941969734274,2.2812618870490195e-14,417457.0,0.15427322625258927,0.6275933609958506,0.3568464730290456,0.983402489626556,0.8257261410788381,0.7178423236514523,0.6182572614107884,0.5311203319502075,0.5933609958506224,0.3817427385892116,cJun,cell
Int_Med_p38_cell,0.011759653,0.44127637,-0.015064807256720804,0.015064807256720804,0.6735388254118175,0.6735388254118175,0.34430181633426915,0.218563588860069,0.010956595160511284,0.36027895331785587,0.5100599055551236,38.89916227961766,1.8231704197342043e-08,406479.5,0.026019803296091337,0.6242738589211618,0.8340248962655602,0.2157676348547718,0.0705394190871369,0.995850622406639,0.995850622406639,0.983402489626556,0.4273858921161826,0.26970954356846477,p38,cell
Int_Med_cycD1_nuc,0.012135805,0.6922904,-0.15777634535034174,0.15777634535034174,0.10997246348829987,0.10997246348829987,0.1338744044193208,0.3908193036736581,0.2579602516461845,0.06520062300723861,0.3273350466100063,1222.4858800094798,9.693505504516212e-265,203044.5,2.2567403267831605e-65,0.6242738589211618,0.8423236514522822,0.6929460580912863,0.7468879668049793,0.2116182572614108,0.6970954356846473,0.8257261410788381,0.9543568464730291,0.004149377593360981,cycD1,nuc
Int_Med_Fra1_ring,0.0049609193,0.47897834,-0.14575576650308933,0.14575576650308933,0.28945424601186953,0.28945424601186953,0.21760500625747942,0.4015147393619647,0.0432697496843959,0.10146328828501971,0.18054066862844484,144.74362126156396,3.5853513688769194e-31,455996.5,0.16462692786429345,0.6233402489626556,0.5207468879668049,0.32157676348547715,0.7116182572614108,0.5622406639004149,0.6701244813278009,0.5518672199170125,0.7821576763485477,0.6701244813278009,Fra1,ring
