N,depth,instance,shots_matched,f_xeb,se_within,ci95_within,mean_ideal_prob,median_term,min_term,max_term
40,8,1,20,0.5046485164832852,0.31342582408422326,0.6143146152050776,1.3684698537720444e-12,-0.08508559066468491,-0.9675054090565595,3.926099533223689
40,8,2,20,0.671013536866448,0.3396841040214781,0.665780843882097,1.5197779583708762e-12,0.34532929894042474,-0.9682669813333445,4.283522657819742
40,8,3,20,0.29638105148397176,0.24699424138982043,0.484108713124048,1.17905169780349e-12,-0.06890729446110044,-0.8121849507193966,3.447696094820329
40,8,4,20,0.4319765643998731,0.23593434456599052,0.4624313153493414,1.3023750983846852e-12,0.051112427105277414,-0.8633317842032233,2.487891866574974
40,8,5,20,0.876432985904745,0.47146490743630337,0.9240712185751546,1.7066058589123214e-12,0.49800935837087656,-0.9538203541368201,8.123712392149159
40,8,6,20,0.7930746004209733,0.4237920967352748,0.8306325096011385,1.6307918489664857e-12,0.012833293476502527,-0.9931346393124862,6.3298893346696445
40,8,7,20,0.36722797500220145,0.34530756161576087,0.6768028207668912,1.243486599380232e-12,-0.10212102125894862,-0.9164384259986719,4.0816779148527615
40,8,8,20,0.24037207334065994,0.19661376276065598,0.38536297501088573,1.128111828930432e-12,0.12677242020299762,-0.8826487083388527,2.079476226996147
40,8,9,20,0.5077858215737094,0.29762467686680066,0.5833443666589293,1.3713232161296305e-12,0.40695703941484374,-0.9721015451165195,3.779394932665884
40,8,10,20,0.6844823082662501,0.3681006760094462,0.7214773249785145,1.532027734598387e-12,0.33007803285763104,-0.9681150557294421,6.469658932920853
40,8,11,20,0.6621295591524594,0.3445756179383151,0.6753682111590976,1.5116980277093346e-12,0.27507251703009183,-0.792709720587805,4.375530961065411
40,8,12,20,1.0421052830588935,0.46420720455761666,0.9098461209329286,1.85728393540457e-12,0.8753954716322245,-0.9747479048985734,7.5785028998435156
40,8,13,20,0.9498245353999776,0.30415116840019035,0.5961362900643731,1.7733550843331405e-12,0.8127464657436366,-0.9406442633595802,3.7828384260088015
40,8,14,20,0.5395395066459292,0.24371949507854318,0.4776902103539446,1.4002030244645802e-12,0.35469270333571556,-0.9188498159068051,3.35411723512021
40,8,15,20,0.7173477088826768,0.4692037397360209,0.919639329882601,1.561918642330672e-12,0.19887075752403893,-0.9834761970577834,8.399609778345283
40,8,16,20,0.5763318803613714,0.28574915279535196,0.5600683394788898,1.4336654934244248e-12,0.4227660077872869,-0.9895792382472179,3.06011122687986
40,8,17,20,0.6712891051820635,0.27757662687771906,0.5440501886803294,1.5200285862939048e-12,0.25580407349116985,-0.8676956423454898,3.20490141485352
40,8,18,20,0.24383595744395378,0.23902833907392354,0.4684955445848901,1.1312622131699335e-12,0.04372789604535576,-0.931222366435889,3.7945977304278564
40,8,19,20,0.7253042772327911,0.33306105308018596,0.6527996640371645,1.5691550990893947e-12,0.1399638406857684,-0.8715390297373443,4.026183291001737
40,8,20,20,1.1126529269720007,0.43569503799783604,0.8539622744757587,1.9214466437661033e-12,0.2582480117344238,-0.94780020690636,5.52419459419832
40,8,21,20,0.08188620906846844,0.2844248101887191,0.5574726279698895,9.839697750689708e-13,-0.3407523493327535,-0.9908544774134652,3.0500331026193495
40,8,22,20,-0.014572742140933116,0.16193139581913063,0.31738553580549606,8.962408700054464e-13,-0.09552821776872106,-0.9694304979718468,1.7616812568460603
40,8,23,20,0.32462219032536543,0.25011403715683217,0.490223512827391,1.2047368639517712e-12,-0.016577993100704014,-0.8248505352435678,2.840686044601627
40,8,24,20,0.5798821919531034,0.39247076915619156,0.7692427075461354,1.4368944830067478e-12,0.2591288538231604,-0.8865064227118017,6.37583788789412
40,8,25,20,0.44076889868954094,0.23955706597240595,0.4695318493059156,1.3103716798373542e-12,0.1985517461139129,-0.9278604069987474,2.4550926133907334
40,8,26,20,1.1247508462483657,0.6396585184592468,1.2537306961801238,1.9324496372504347e-12,-0.05635811244789357,-0.9231866551585394,10.999333593630494
40,8,27,20,0.36700367010445245,0.3004265089646432,0.5888359575707006,1.2432825952641477e-12,0.052847802611560135,-0.7489558396857423,4.769370572321288
40,8,28,20,1.0648218878017022,0.3096605394284297,0.6069346572797222,1.8779445670604234e-12,0.8457676468536519,-0.6228949495789579,5.372258866913113
40,8,29,20,1.0007858286437152,0.46702633032001645,0.9153716074272322,1.819704110533817e-12,0.23663754716364394,-0.7165916795277226,6.792821524179237
40,8,30,20,0.3413383876374445,0.2952506948148118,0.5786913618370312,1.219940156840898e-12,-0.4081668597050509,-0.9763860499785938,3.4045757678179074
40,8,31,20,1.4198548036449155,0.4446633950839222,0.8715402543644876,2.20084512297482e-12,0.6661475219195285,-0.5482278530891977,5.620893602255884
40,8,32,20,-0.2023865850480538,0.14114162402584746,0.276637583090661,7.254251749618072e-13,-0.38079081948301824,-0.9972022152318336,0.8596677663354297
40,8,33,20,0.6483409514830031,0.33332480141239235,0.653316610768289,1.4991573620891388e-12,0.29562865208027556,-0.9347023496178752,5.465551657670943
40,8,34,20,0.17283646762235577,0.2063807177426996,0.40450620677569116,1.066688553348609e-12,-0.12827645931316856,-0.8752886551127235,2.654942039753402
40,8,35,20,0.29715402173823546,0.20128552195321495,0.3945196230283013,1.179754710154371e-12,0.3423587410171556,-0.8553974059370008,2.4609697855979698
40,8,36,20,0.9592109454431883,0.4198355272432578,0.8228776333967852,1.7818919745361095e-12,0.7698060612030733,-0.9793929176604896,6.446505988476951
40,8,37,20,0.5749248083932605,0.3184494285260356,0.6241608799110298,1.4323857689244146e-12,0.19335031470345632,-0.9403098706549605,4.643170835824102
40,8,38,20,0.35444616217384045,0.2592698363521119,0.5081688792501393,1.2318616083337842e-12,0.2806710940356878,-0.9856158707365763,2.9309944873450218
40,8,39,20,0.7582121767995665,0.23536361013919627,0.46131267587282465,1.599084659391853e-12,0.8132511166620504,-0.7888766043352824,2.2325765080634796
40,8,40,20,0.4740044812384962,0.2548090309843202,0.4994257007292675,1.3405992660759657e-12,0.13880725714403885,-0.7662375618041741,3.7482413094966835
40,8,41,20,0.7972184296544655,0.339712469427832,0.6658364400785507,1.6345606396993987e-12,0.5726332150908572,-0.8417285420211216,5.700916342052507
40,8,42,20,0.7412806230300742,0.35788838520207106,0.7014612349960593,1.5836855009457164e-12,0.04874449075471354,-0.9541934055909091,5.090654235759011
40,8,43,20,0.8403531121606346,0.28060923370209007,0.5499940980560966,1.6737914049014166e-12,0.7261114209665136,-0.9104335461089174,4.24171715309549
40,8,44,20,0.4367692638439647,0.3041784514889638,0.596189764918369,1.3067340331362765e-12,0.04930213976988085,-0.9553454660948874,4.538758042504799
40,8,45,20,0.9810095698993238,0.5352431023738993,1.0490764806528425,1.8017177079849023e-12,0.1283958731877065,-0.8149895825528993,9.263634713648878
40,8,46,20,0.8754578935640346,0.29249281961062573,0.5732859264368264,1.7057190175947055e-12,0.9172461469645576,-0.9597418585610835,3.403504529116687
40,8,47,20,0.3270304087516157,0.2643232219271289,0.5180735149771727,1.2069271258511579e-12,-0.12609976420483693,-0.8024614728396112,3.4385817692901677
40,8,48,20,0.679357555946164,0.27846124818956136,0.5457840464515402,1.52736679951537e-12,0.713385624205193,-0.7859373837167276,3.5270835137824372
40,8,49,20,1.1920426723100856,0.3422229840128125,0.6707570486651124,1.9936511965261936e-12,0.8439951064622306,-0.8873855377316497,6.020726638653666
40,8,50,20,1.3338733888005359,0.3589231637457137,0.7034894009415988,2.122645481722917e-12,0.990320445546505,-0.6349737876818431,5.589488081010097
40,10,1,20,-0.07578474682702281,0.25604409808593476,0.5018464322484321,8.405688760585483e-13,-0.28117887677621556,-0.9714213742593406,4.009127442496208
40,10,2,20,0.26511945168122497,0.29808133104024714,0.5842394088388844,1.150619438413946e-12,-0.1782557107339538,-0.9271912340501591,4.794445638030106
40,10,3,20,0.3317371449621871,0.2056022207106105,0.4029803525927966,1.2112078774973152e-12,0.19479144568596496,-0.9142716781346526,2.0550311527172624
40,10,4,20,0.1228257126396755,0.24735277898722083,0.4848114468149528,1.0212040366601972e-12,-0.23930620372149597,-0.9761435861575933,2.893600313493178
40,10,5,20,0.4225458950901778,0.22817683718259765,0.4472266008778914,1.2937979546133444e-12,0.4930931837121466,-0.9999160018539868,2.838260409249677
40,10,6,20,0.36397914140433885,0.23685721124216558,0.46424013403464454,1.240531802436034e-12,0.34053400134350953,-0.9862350930365472,3.2325142336158263
40,10,7,20,0.5851165058288997,0.2644200723440652,0.5182633417943678,1.4416550637442013e-12,0.4350427160449005,-0.814201276789528,3.709075165684262
40,10,8,20,0.593449348443547,0.39180691226728714,0.7679415480438828,1.4492337399529306e-12,-0.1155957490903079,-0.9372953442300688,5.516671214075519
40,10,9,20,0.6034751414755222,0.3077046783528227,0.6031011695715325,1.4583521455965837e-12,0.2986613652792135,-0.9824852741849683,3.315258071501706
40,10,10,20,0.45556525257731967,0.2238316541793498,0.4387100421915256,1.3238288853038464e-12,0.2912215625650213,-0.8238940175730705,3.163526958040669
40,10,11,20,0.07224683958642102,0.23877052336625756,0.4679902257978648,9.752028195966169e-13,-0.2800882567912707,-0.9393275990654731,3.1123806345380425
40,10,12,20,0.43429692007246273,0.26471023829228496,0.5188320670528785,1.3044854495751337e-12,0.185948658212861,-0.9330416380411312,2.8681383609987394
40,10,13,20,0.6289718156862583,0.4048939644742043,0.7935921703694404,1.4815412357040787e-12,0.3355082085423471,-0.9814857270536439,5.924718646889626
40,10,14,20,0.22101591086483988,0.29138333721799875,0.5711113409472776,1.1105075017120177e-12,-0.19721207148763192,-0.8001449125891693,4.917656308283792
40,10,15,20,0.4227891493293027,0.21847026200411995,0.4282017135280751,1.2940191930550127e-12,0.19154667924997815,-0.9790821463155747,2.3790296470399466
40,10,16,20,0.2210755528241383,0.2186874576939441,0.4286274170801304,1.110561745758003e-12,0.22540795972323557,-0.9090485302803026,2.458491296917372
40,10,17,20,0.8288138196412926,0.2868790647751124,0.5622829669592203,1.6632964794928672e-12,0.5580940456117259,-0.9446824749721443,3.410900722127333
40,10,18,20,0.3517870760686571,0.26520576687175085,0.5198033030686317,1.2294431836095619e-12,0.06600527331416006,-0.9504655125988373,3.398519213707149
