temperature,time,score
200.0,10.0,-1.3771159867764846
200.0,10.333333333333334,-1.3315912954184597
200.0,10.666666666666666,-1.2876098139369783
200.0,11.0,-1.24517154233204
200.0,11.333333333333334,-1.2042764806036448
200.0,11.666666666666666,-1.1649246287517931
200.0,12.0,-1.1271159867764844
200.0,12.333333333333332,-1.0908505546777192
200.0,12.666666666666666,-1.0561283324554969
200.0,13.0,-1.0229493201098179
200.0,13.333333333333332,-0.9913135176406822
200.0,13.666666666666666,-0.9612209250480895
200.0,14.0,-0.9326715423320401
200.0,14.333333333333332,-0.905665369492534
200.0,14.666666666666666,-0.8802024065295709
200.0,15.0,-0.8562826534431512
200.0,15.333333333333332,-0.8339061102332748
200.0,15.666666666666666,-0.8130727768999414
200.0,16.0,-0.7937826534431512
200.0,16.333333333333332,-0.7760357398629043
200.0,16.666666666666664,-0.7598320361592007
200.0,17.0,-0.7451715423320401
200.0,17.333333333333332,-0.7320542583814228
200.0,17.666666666666664,-0.7204801843073488
200.0,18.0,-0.7104493201098179
200.0,18.333333333333332,-0.7019616657888302
200.0,18.666666666666664,-0.6950172213443858
200.0,19.0,-0.6896159867764845
200.0,19.333333333333332,-0.6857579620851265
200.0,19.666666666666664,-0.6834431472703117
200.0,20.0,-0.6826715423320401
200.0,20.333333333333332,-0.6834431472703116
200.0,20.666666666666664,-0.6857579620851265
200.0,21.0,-0.6896159867764845
200.0,21.333333333333332,-0.6950172213443857
200.0,21.666666666666664,-0.7019616657888301
200.0,22.0,-0.7104493201098179
200.0,22.333333333333332,-0.7204801843073487
200.0,22.666666666666664,-0.7320542583814227
200.0,23.0,-0.7451715423320401
200.0,23.333333333333332,-0.7598320361592005
200.0,23.666666666666664,-0.7760357398629042
200.0,24.0,-0.7937826534431512
200.0,24.333333333333332,-0.8130727768999412
200.0,24.666666666666664,-0.8339061102332744
200.0,25.0,-0.8562826534431512
200.0,25.333333333333332,-0.8802024065295709
200.0,25.666666666666664,-0.9056653694925337
200.0,26.0,-0.9326715423320401
200.0,26.333333333333332,-0.9612209250480893
200.0,26.666666666666664,-0.9913135176406819
200.0,27.0,-1.0229493201098179
200.0,27.333333333333332,-1.0561283324554966
200.0,27.666666666666664,-1.0908505546777187
200.0,28.0,-1.1271159867764844
200.0,28.333333333333332,-1.164924628751793
200.0,28.666666666666664,-1.2042764806036446
200.0,29.0,-1.24517154233204
200.0,29.333333333333332,-1.287609813936978
200.0,29.666666666666664,-1.3315912954184594
200.0,30.0,-1.3771159867764846
205.0,10.0,-1.2800578218506329
205.0,10.333333333333334,-1.234533130492608
205.0,10.666666666666666,-1.1905516490111265
205.0,11.0,-1.1481133774061882
205.0,11.333333333333334,-1.1072183156777933
205.0,11.666666666666666,-1.0678664638259414
205.0,12.0,-1.0300578218506327
205.0,12.333333333333332,-0.9937923897518675
205.0,12.666666666666666,-0.9590701675296452
205.0,13.0,-0.9258911551839663
205.0,13.333333333333332,-0.8942553527148305
205.0,13.666666666666666,-0.8641627601222378
205.0,14.0,-0.8356133774061884
205.0,14.333333333333332,-0.8086072045666822
205.0,14.666666666666666,-0.7831442416037192
205.0,15.0,-0.7592244885172995
205.0,15.333333333333332,-0.736847945307423
205.0,15.666666666666666,-0.7160146119740897
205.0,16.0,-0.6967244885172995
205.0,16.333333333333332,-0.6789775749370526
205.0,16.666666666666664,-0.662773871233349
205.0,17.0,-0.6481133774061884
205.0,17.333333333333332,-0.6349960934555711
205.0,17.666666666666664,-0.623422019381497
205.0,18.0,-0.6133911551839661
205.0,18.333333333333332,-0.6049035008629785
205.0,18.666666666666664,-0.5979590564185341
205.0,19.0,-0.5925578218506328
205.0,19.333333333333332,-0.5886997971592748
205.0,19.666666666666664,-0.5863849823444599
205.0,20.0,-0.5856133774061884
205.0,20.333333333333332,-0.5863849823444599
205.0,20.666666666666664,-0.5886997971592747
205.0,21.0,-0.5925578218506328
205.0,21.333333333333332,-0.597959056418534
205.0,21.666666666666664,-0.6049035008629784
205.0,22.0,-0.6133911551839661
205.0,22.333333333333332,-0.6234220193814969
205.0,22.666666666666664,-0.634996093455571
205.0,23.0,-0.6481133774061884
205.0,23.333333333333332,-0.6627738712333487
205.0,23.666666666666664,-0.6789775749370525
205.0,24.0,-0.6967244885172995
205.0,24.333333333333332,-0.7160146119740894
205.0,24.666666666666664,-0.7368479453074227
205.0,25.0,-0.7592244885172995
205.0,25.333333333333332,-0.7831442416037192
205.0,25.666666666666664,-0.808607204566682
205.0,26.0,-0.8356133774061884
205.0,26.333333333333332,-0.8641627601222376
205.0,26.666666666666664,-0.8942553527148301
205.0,27.0,-0.9258911551839663
205.0,27.333333333333332,-0.959070167529645
205.0,27.666666666666664,-0.9937923897518671
205.0,28.0,-1.0300578218506327
205.0,28.333333333333332,-1.0678664638259412
205.0,28.666666666666664,-1.1072183156777928
205.0,29.0,-1.1481133774061882
205.0,29.333333333333332,-1.1905516490111263
205.0,29.666666666666664,-1.2345331304926077
205.0,30.0,-1.2800578218506329
210.0,10.0,-1.1859816327754535
210.0,10.333333333333334,-1.1404569414174286
210.0,10.666666666666666,-1.0964754599359474
210.0,11.0,-1.0540371883310091
210.0,11.333333333333334,-1.013142126602614
210.0,11.666666666666666,-0.9737902747507622
210.0,12.0,-0.9359816327754534
210.0,12.333333333333332,-0.8997162006766881
210.0,12.666666666666666,-0.8649939784544659
210.0,13.0,-0.8318149661087869
210.0,13.333333333333332,-0.8001791636396511
210.0,13.666666666666666,-0.7700865710470585
210.0,14.0,-0.741537188331009
210.0,14.333333333333332,-0.7145310154915029
210.0,14.666666666666666,-0.6890680525285399
210.0,15.0,-0.6651482994421202
210.0,15.333333333333332,-0.6427717562322437
210.0,15.666666666666666,-0.6219384228989103
210.0,16.0,-0.6026482994421202
210.0,16.333333333333332,-0.5849013858618732
210.0,16.666666666666664,-0.5686976821581696
210.0,17.0,-0.554037188331009
210.0,17.333333333333332,-0.5409199043803918
210.0,17.666666666666664,-0.5293458303063178
