acid,epoxide,acid_mean,epoxide_mean,tg_calibrated_est,uncertainty_proxy,target_distance_430,novelty_score
COCN1C(=O)CCc2cc(NC(=O)N(CCC(=O)O)CCC(=O)O)ccc21,C#Cc1cccc(NC(=O)c2c(OCC3CO3)cccc2OCC2CO2)c1,395.59022409017365,390.50527397334804,430.01032949051455,16.9361705607707,0.010329490514550344,4.244372130707226
O=C(O)CCn1c(=O)n(CCC(=O)O)c(=O)n(CC(=O)c2ccc3c(c2)CCC3)c1=O,O=C(Nc1cc(COCC2CO2)cc(COCC2CO2)c1)c1cccc(OCc2cccnc2)c1,422.50474304395914,363.50822992301323,429.9278043939652,16.9361705607707,0.07219560603482478,4.3062382462275
O=C(O)COCc1ccc(NC(=O)Nc2cccc(N3CCCCC3)c2)cc1COCC(=O)O,COCCc1cc(OCC2CO2)ccc1NC(=O)c1cc(OCC2CO2)nc2ccccc12,431.57723755373024,354.3592903975307,429.85135937825373,16.9361705607707,0.14864062174626724,4.382683261938943
CC(=O)Nc1cc(C(=O)O)ccc1C(=O)O,COCCc1cc(OCC2CO2)ccc1NC(=O)c1cc(OCC2CO2)nc2ccccc12,431.5184986789408,354.3592903975307,429.79262050346426,16.9361705607707,0.2073794965357365,4.441422136728412
O=C(O)c1ccc2c(c1)C(=O)c1ccc(C(=O)O)cc1C2=O,O=C(Nc1cccc(NC(=O)c2c(OCC3CO3)cccc2OCC2CO2)c1)c1ccncc1,387.13421114027756,399.2763899643677,430.32543253163806,16.9361705607707,0.3254325316380573,4.559475171830733
CC(O)(CNC(=O)Nc1ccc(C(=O)O)cc1)C(=O)O,COCCc1cc(OCC2CO2)ccc1NC(=O)c1cc(OCC2CO2)nc2ccccc12,431.39510490861215,354.3592903975307,429.6692267331357,16.9361705607707,0.3307732668642984,4.564815907056974
CC1(C(=O)O)CCN(C(=O)c2ccnc(C(=O)O)c2)CC1,COCCc1cc(OCC2CO2)ccc1NC(=O)c1cc(OCC2CO2)nc2ccccc12,431.21872916784037,354.3592903975307,429.49285099236386,16.9361705607707,0.5071490076361442,4.74119164782882
COc1c(NC(=O)CC2(C(=O)O)Cc3ccccc3C2)cccc1C(=O)O,COCCc1cc(OCC2CO2)ccc1NC(=O)c1cc(OCC2CO2)nc2ccccc12,432.30289454548677,354.3592903975307,430.57701637001026,16.9361705607707,0.5770163700102557,4.811059010202931
O=C(O)CCn1c(=O)n(CCC(=O)O)c(=O)n(CC(=O)c2ccc3c(c2)CCC3)c1=O,Cc1ccc(CC(=O)Nc2cc(C)c(OCC3CO3)c(C)c2)cc1OCC1CO1,422.50474304395914,364.1733294158405,430.59290388679244,16.9361705607707,0.5929038867924419,4.826946526985117
CC(C)N(Cc1ccco1)C(=O)Nc1ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc1,COCCc1cc(OCC2CO2)ccc1NC(=O)c1cc(OCC2CO2)nc2ccccc12,431.1018162197876,354.3592903975307,429.37593804431117,16.9361705607707,0.6240619556888305,4.858104595881506
Cc1nc(C(=O)N(C)C)ccc1C(=O)Nc1ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc1,COCCc1cc(OCC2CO2)ccc1NC(=O)c1cc(OCC2CO2)nc2ccccc12,431.0024287518921,354.3592903975307,429.2765505764156,16.9361705607707,0.723449423584384,4.957492063777059
O=C(O)c1cnc(N2CCC(c3ccccc3C(=O)O)CC2)nc1,COCCc1cc(OCC2CO2)ccc1NC(=O)c1cc(OCC2CO2)nc2ccccc12,430.99458080634963,354.3592903975307,429.2687026308731,16.9361705607707,0.731297369126878,4.965340009319553
Cc1ccc(NC(=O)C(=O)NC(C)C(=O)O)c(C(=O)O)c1,COCCc1cc(OCC2CO2)ccc1NC(=O)c1cc(OCC2CO2)nc2ccccc12,430.9364498266862,354.3592903975307,429.21057165120965,16.9361705607707,0.7894283487903522,5.023470988983028
CN(CC(=O)N(CCC(=O)O)Cc1ccccc1)C(=O)CC(=O)O,COCCc1cc(OCC2CO2)ccc1NC(=O)c1cc(OCC2CO2)nc2ccccc12,430.8139330320208,354.3592903975307,429.0880548565443,16.9361705607707,0.9119451434556822,5.145987783648358
O=C(O)COCC(COCC(=O)O)NC(=O)Nc1ccc(COc2ccccc2)cc1,Cc1ccc(NC(=O)c2ccc(OCC3CO3)cc2OCC2CO2)cc1C(=O)N(C)C(C)C,396.92272870596435,390.2132796237244,431.0508397566816,16.9361705607707,1.0508397566816257,5.284882396874301
CCc1ccc(Cn2c(=O)n(CCC(=O)O)c(=O)n(CCC(=O)O)c2=O)cc1,COCCc1cc(OCC2CO2)ccc1NC(=O)c1cc(OCC2CO2)nc2ccccc12,430.61212517479066,354.3592903975307,428.88624699931415,16.9361705607707,1.113753000685847,5.347795640878522
O=C(O)c1ccc(C=CC(=O)c2ccc(C(=O)O)cc2O)cc1,COCCc1cc(OCC2CO2)ccc1NC(=O)c1cc(OCC2CO2)nc2ccccc12,430.5998448916737,354.3592903975307,428.8739667161972,16.9361705607707,1.1260332838028262,5.360075923995502
COC(=O)CN(CC(C)C)C(=O)C(CCC(=O)O)CCC(=O)O,COCCc1cc(OCC2CO2)ccc1NC(=O)c1cc(OCC2CO2)nc2ccccc12,433.02347433272786,354.3592903975307,431.2975961572513,16.9361705607707,1.2975961572512915,5.531638797443967
O=C(O)COCC(COCC(=O)O)NC(=O)Nc1ccc(COc2ccccc2)cc1,C#Cc1cccc(NC(=O)c2c(OCC3CO3)cccc2OCC2CO2)c1,396.92272870596435,390.50527397334804,431.3428341063052,16.9361705607707,1.3428341063051903,5.576876746497866
