tool,fpr,tpr
Uncalled4,0.0,0.0
Uncalled4,0.0,0.08203125
Uncalled4,0.0,0.7490234375
Uncalled4,0.00025150905432595576,0.7490234375
Uncalled4,0.00025150905432595576,0.7705078125
Uncalled4,0.0005030181086519115,0.7705078125
Uncalled4,0.0005030181086519115,0.79296875
Uncalled4,0.0007545271629778672,0.79296875
Uncalled4,0.0007545271629778672,0.798828125
Uncalled4,0.001006036217303823,0.798828125
Uncalled4,0.001006036217303823,0.822265625
Uncalled4,0.0012575452716297787,0.822265625
Uncalled4,0.0012575452716297787,0.8427734375
Uncalled4,0.0015090543259557343,0.8427734375
Uncalled4,0.0015090543259557343,0.845703125
Uncalled4,0.0017605633802816902,0.845703125
Uncalled4,0.0017605633802816902,0.86328125
Uncalled4,0.002012072434607646,0.86328125
Uncalled4,0.002012072434607646,0.8701171875
Uncalled4,0.0022635814889336017,0.8701171875
Uncalled4,0.0022635814889336017,0.8740234375
Uncalled4,0.0025150905432595573,0.8740234375
Uncalled4,0.0025150905432595573,0.875
Uncalled4,0.002766599597585513,0.875
Uncalled4,0.002766599597585513,0.876953125
Uncalled4,0.0030181086519114686,0.876953125
Uncalled4,0.0030181086519114686,0.880859375
Uncalled4,0.0032696177062374247,0.880859375
Uncalled4,0.0032696177062374247,0.8955078125
Uncalled4,0.0035211267605633804,0.8955078125
Uncalled4,0.0035211267605633804,0.896484375
Uncalled4,0.003772635814889336,0.896484375
Uncalled4,0.003772635814889336,0.8994140625
Uncalled4,0.004024144869215292,0.8994140625
Uncalled4,0.004024144869215292,0.90234375
Uncalled4,0.004275653923541248,0.90234375
Uncalled4,0.004275653923541248,0.9111328125
Uncalled4,0.004778672032193159,0.9111328125
Uncalled4,0.004778672032193159,0.9208984375
Uncalled4,0.005030181086519115,0.9208984375
Uncalled4,0.005030181086519115,0.92578125
Uncalled4,0.00528169014084507,0.92578125
Uncalled4,0.00528169014084507,0.9287109375
Uncalled4,0.005533199195171026,0.9287109375
Uncalled4,0.005533199195171026,0.9296875
Uncalled4,0.005784708249496982,0.9296875
Uncalled4,0.005784708249496982,0.9306640625
Uncalled4,0.006287726358148894,0.9306640625
Uncalled4,0.006287726358148894,0.94140625
Uncalled4,0.006790744466800805,0.94140625
Uncalled4,0.006790744466800805,0.943359375
Uncalled4,0.007042253521126761,0.943359375
Uncalled4,0.007042253521126761,0.9443359375
Uncalled4,0.007545271629778672,0.9443359375
Uncalled4,0.007545271629778672,0.9453125
Uncalled4,0.007796780684104628,0.9453125
Uncalled4,0.007796780684104628,0.9501953125
Uncalled4,0.00829979879275654,0.9501953125
Uncalled4,0.00829979879275654,0.9541015625
Uncalled4,0.008551307847082495,0.9541015625
Uncalled4,0.008551307847082495,0.955078125
Uncalled4,0.009054325955734407,0.955078125
Uncalled4,0.009054325955734407,0.9599609375
Uncalled4,0.009557344064386318,0.9599609375
Uncalled4,0.009557344064386318,0.9638671875
Uncalled4,0.009808853118712274,0.9638671875
Uncalled4,0.009808853118712274,0.96484375
Uncalled4,0.010311871227364185,0.96484375
Uncalled4,0.010311871227364185,0.966796875
Uncalled4,0.01056338028169014,0.966796875
Uncalled4,0.01056338028169014,0.9677734375
Uncalled4,0.010814889336016096,0.9677734375
Uncalled4,0.010814889336016096,0.96875
Uncalled4,0.011569416498993963,0.96875
Uncalled4,0.011569416498993963,0.970703125
Uncalled4,0.012072434607645875,0.970703125
Uncalled4,0.012072434607645875,0.9736328125
Uncalled4,0.013078470824949699,0.9736328125
Uncalled4,0.013078470824949699,0.974609375
Uncalled4,0.013329979879275655,0.974609375
Uncalled4,0.013329979879275655,0.9755859375
Uncalled4,0.014587525150905433,0.9755859375
Uncalled4,0.014587525150905433,0.9765625
Uncalled4,0.0153420523138833,0.9765625
Uncalled4,0.0153420523138833,0.9775390625
Uncalled4,0.01584507042253521,0.9775390625
Uncalled4,0.01584507042253521,0.978515625
Uncalled4,0.017605633802816902,0.978515625
Uncalled4,0.017605633802816902,0.9794921875
Uncalled4,0.019617706237424547,0.9794921875
Uncalled4,0.019617706237424547,0.98046875
Uncalled4,0.022132796780684104,0.98046875
Uncalled4,0.022132796780684104,0.9814453125
Uncalled4,0.022635814889336015,0.9814453125
Uncalled4,0.022635814889336015,0.9833984375
Uncalled4,0.028420523138832997,0.9833984375
Uncalled4,0.028420523138832997,0.984375
Uncalled4,0.037977867203219315,0.984375
Uncalled4,0.037977867203219315,0.9853515625
Uncalled4,0.03948692152917505,0.9853515625
Uncalled4,0.03948692152917505,0.986328125
Uncalled4,0.045774647887323945,0.986328125
Uncalled4,0.045774647887323945,0.98828125
Uncalled4,0.04753521126760563,0.98828125
Uncalled4,0.04753521126760563,0.9892578125
Uncalled4,0.04929577464788732,0.9892578125
Uncalled4,0.04929577464788732,0.990234375
Uncalled4,0.05030181086519115,0.990234375
Uncalled4,0.05030181086519115,0.9912109375
Uncalled4,0.051056338028169015,0.9912109375
Uncalled4,0.051056338028169015,0.9921875
Uncalled4,0.05331991951710262,0.9921875
Uncalled4,0.05331991951710262,0.9931640625
Uncalled4,0.05835010060362173,0.9931640625
Uncalled4,0.05835010060362173,0.9951171875
Uncalled4,0.06564386317907445,0.9951171875
Uncalled4,0.06564386317907445,0.99609375
Uncalled4,0.10085513078470824,0.99609375
Uncalled4,0.10085513078470824,0.9970703125
Uncalled4,0.125,0.9970703125
Uncalled4,0.125,0.998046875
Uncalled4,0.13380281690140844,0.998046875
Uncalled4,0.13380281690140844,0.9990234375
Uncalled4,0.289989939637827,0.9990234375
Uncalled4,0.289989939637827,1.0
Uncalled4,0.9011569416498993,1.0
Uncalled4,1.0,1.0
